,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
-- Parameters --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telescope,SKA1_Low,SKA1_Low,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Low,SKA1_Low,SKA1_Low,SKA1_Low,SKA1_Low,SKA1_Low,SKA1_Low,SKA1_Low,SKA1_Low,SKA1_Low,SKA1_Low,SKA1_Low,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid,SKA1_Mid
Band,HPSO max_LOW_continuum,HPSO max_LOW_spectral,HPSO max_MID_continuum,HPSO max_MID_spectral,HPSO max_Band5_MID_continuum,HPSO max_Band5_MID_spectral,HPSO 01ICAL,HPSO 01DPrepA,HPSO 01DPrepB,HPSO 01DPrepC,HPSO 02AICAL,HPSO 02ADPrepA,HPSO 02ADPrepB,HPSO 02ADPrepC,HPSO 02BICAL,HPSO 02BDPrepA,HPSO 02BDPrepB,HPSO 02BDPrepC,HPSO 13ICAL,HPSO 13DPrepA,HPSO 13DPrepB,HPSO 13DPrepC,HPSO 14ICAL,HPSO 14DPrepA,HPSO 14DPrepB,HPSO 14DPrepC,HPSO 15ICAL,HPSO 15DPrepA,HPSO 15DPrepB,HPSO 15DPrepC,HPSO 22ICAL,HPSO 22DPrepA,HPSO 22DPrepB,HPSO 27ICAL,HPSO 27DPrepA,HPSO 27DPrepB,HPSO 32ICAL,HPSO 32DPrepB,HPSO 37aICAL,HPSO 37aDPrepA,HPSO 37aDPrepB,HPSO 37bICAL,HPSO 37bDPrepA,HPSO 37bDPrepB,HPSO 37cICAL,HPSO 37cDPrepA,HPSO 37cDPrepB,HPSO 38aICAL,HPSO 38aDPrepA,HPSO 38aDPrepB,HPSO 38bICAL,HPSO 38bDPrepA,HPSO 38bDPrepB
Frequency Min [GHz],0.05,0.05,0.35,0.35,8.5,8.5,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.79,0.79,0.79,0.79,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.415,10.0,10.0,10.0,1.0,1.0,1.0,0.35,0.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0
Frequency Max [GHz],0.35,0.35,1.05,1.05,13.5,13.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.95,0.95,0.95,0.95,1.5,1.5,1.5,1.4,1.56,1.56,1.56,1.425,12.0,12.0,12.0,1.5,1.5,1.5,1.05,1.05,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,11.0,11.0,11.0,11.0,11.0,11.0
Pipeline,DPrepA,DPrepC,DPrepA,DPrepC,DPrepA,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,65536,65536,32768.0,32768.0,32768.0,32768.0,32768.0,32768.0,32768.0,32768.0,32768.0,32768.0,32768.0,32768.0,41000,41000,65536,65536,65536,65536,100,5000,65536,65536,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
Max Baseline [km],65.0,65.0,150.0,150.0,150.0,150.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0,150.0,150.0,150.0,50.0,50.0,50.0,20.0,20.0,150.0,150.0,150.0,150.0,150.0,150.0,95.0,95.0,95.0,150.0,150.0,150.0,150.0,150.0,150.0
Dump time [s],0.9,0.9,0.14,0.14,0.14,0.14,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.28476339651597127,0.28476339651597127,0.28476339651597127,0.1562587293059796,0.4468866669484593,0.4468866669484593,0.4468866669484593,0.2641923185657977,0.7601696575533425,0.7601696575533425,0.7601696575533425,0.455336081013013,0.14,0.14,0.14,0.22573535985065513,0.22573535985065513,0.22573535985065513,0.5444051941858186,0.5444051941858186,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
Observation Time [s],3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,15840.000000000002,15840.000000000002,15840.000000000002,15840.000000000002,21600.0,21600.0,21600.0,442.8,442.8,442.8,7920.000000000001,7920.000000000001,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0
Snapshot Time [s],49.38723776711937,54.46983197316435,344.3245470077492,541.3865900535484,1744.2732275422763,1399.6316186950098,34.33677085225739,29.64338695789929,34.938645813224824,29.738995576373114,34.93864498408172,29.64338695789929,34.938645813224824,29.738995576373114,34.93864498408172,29.64338695789929,34.938645813224824,29.738995576373114,165.33887142032341,93.83315791223515,161.79052854674882,200.83938273695333,767.2486545418274,111.1427428782215,197.03286770400098,796.3493793978987,838.4731252190466,145.82105821813548,233.62163608846976,1092.8895384770367,796.6885181641592,298.0492505769305,1281.3634299448959,90.43061384063867,75.56856915234124,133.97475516117157,310.2576136794647,76.48375313071563,698.6684631039193,185.42123427376873,357.1696027915531,195.55367024768537,185.42123427376873,357.1696027915531,134.42876771139692,56.332248514986674,288.3411876709454,412.43064232955805,226.55435051920608,1419.675749287696,483.9129525529049,226.55435051920608,1419.675749287696
Facets,2.0,1.0,5.0,4.0,3.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,7.0,3.0,3.0,7.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,3.0
Stations/antennas,512,512,197,197,197,197,512,512,512,512,512,512,512,512,512,512,512,512,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
Max Baseline [per bin]0 [km],4.0625,4.0625,5.0,5.0,5.0,5.0,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Max Baseline [per bin]1 [km],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Max Baseline [per bin]2 [km],65.0,65.0,150.0,150.0,150.0,150.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0,150.0,150.0,150.0,50.0,50.0,50.0,20.0,20.0,150.0,150.0,150.0,150.0,150.0,150.0,95.0,95.0,95.0,150.0,150.0,150.0,150.0,150.0,150.0
Baseline fraction [per bin]0 [%],49.3626883,49.3626883,61.4890420115,61.4890420115,61.4890420115,61.4890420115,49.3626883,49.3626883,49.3626883,49.3626883,49.3626883,49.3626883,49.3626883,49.3626883,49.3626883,49.3626883,49.3626883,49.3626883,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115,61.4890420115
Baseline fraction [per bin]1 [%],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Baseline fraction [per bin]2 [%],6.5564678,6.5564678,0.0466297083087,0.0466297083087,0.0466297083087,0.0466297083087,6.5564678,6.5564678,6.5564678,6.5564678,6.5564678,6.5564678,6.5564678,6.5564678,6.5564678,6.5564678,6.5564678,6.5564678,1.43386353027,1.43386353027,1.43386353027,1.43386353027,7.13952645134,7.13952645134,7.13952645134,7.13952645134,5.08781928095,5.08781928095,5.08781928095,5.08781928095,0.0466297083087,0.0466297083087,0.0466297083087,4.3015905908,4.3015905908,4.3015905908,3.56976322567,3.56976322567,0.0466297083087,0.0466297083087,0.0466297083087,0.0466297083087,0.0466297083087,0.0466297083087,0.379514015071,0.379514015071,0.379514015071,0.0466297083087,0.0466297083087,0.0466297083087,0.0466297083087,0.0466297083087,0.0466297083087
-- Image --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facet FoV size [deg],9.428910882205546,15.714851470342577,1.6269737985071502,2.0337172481339376,0.13354177878084147,0.3338544469521037,11.133845896288854,10.309116570637828,10.309116570637828,17.181860951063044,9.278204913574044,10.309116570637828,10.309116570637828,17.181860951063044,9.278204913574044,10.309116570637828,10.309116570637828,17.181860951063044,2.555525875550021,3.943712770910526,3.943712770910526,3.943712770910526,1.1237985838663551,2.6013856108017475,2.6013856108017475,2.3880487372046404,1.2940198352770884,2.3963330282909046,2.3963330282909046,2.192475334391248,0.20186709430322577,0.31152329367781756,0.18691397620669054,2.861080204290725,2.861080204290725,2.861080204290725,2.711622997511917,6.779057493779791,0.868043026276568,1.1252409599881439,1.1252409599881439,1.3020645394148522,1.1252409599881439,1.1252409599881439,1.5190752959839942,2.8131023999703597,1.1252409599881439,0.2923118393863541,0.4059886658143807,0.16239546632575227,0.2630806554477187,0.4059886658143807,0.16239546632575227
Total FoV size [deg],15.714851470342577,15.714851470342577,6.77905749377979,6.77905749377979,0.3338544469521037,0.3338544469521037,46.391024567870225,17.181860951063047,17.181860951063047,17.181860951063047,30.927349711913482,17.181860951063047,17.181860951063047,17.181860951063047,30.927349711913482,17.181860951063047,17.181860951063047,17.181860951063047,10.64802448145842,3.9437127709105257,3.9437127709105257,3.9437127709105257,4.682494099443145,2.6013856108017475,2.6013856108017475,2.3880487372046404,4.313399450923628,2.396333028290904,2.396333028290904,2.1924753343912475,0.8411128929301074,0.3115232936778175,0.3115232936778175,2.8610802042907246,2.8610802042907246,2.8610802042907246,6.77905749377979,6.77905749377979,5.063584319946647,2.8131023999703593,2.8131023999703593,7.59537647991997,2.8131023999703593,2.8131023999703593,5.063584319946647,2.8131023999703593,2.8131023999703593,0.7307795984658851,0.40598866581438064,0.40598866581438064,1.0961693976988278,0.40598866581438064,0.40598866581438064
PSF size [arcs],14.192259379479477,14.192259379479477,1.026706652111203,1.026706652111203,0.052802819899117066,0.052802819899117066,15.528437284632478,15.528437284632478,15.528437284632478,15.528437284632478,15.528437284632478,15.528437284632478,15.528437284632478,15.528437284632478,15.528437284632478,15.528437284632478,15.528437284632478,15.528437284632478,2.4513052924299807,2.4513052924299807,2.4513052924299807,2.4513052924299807,2.488876478592876,2.488876478592876,2.488876478592876,2.6519609530423187,3.98036867634397,3.98036867634397,3.98036867634397,4.339439761605704,0.05174479279247161,0.05174479279247161,0.05174479279247161,1.3968926428394057,1.3968926428394057,1.3968926428394057,7.700299890834023,7.700299890834023,0.43004950575276385,0.43004950575276385,0.43004950575276385,0.43004950575276385,0.43004950575276385,0.43004950575276385,0.6790255353991008,0.6790255353991008,0.6790255353991008,0.06455411908949733,0.06455411908949733,0.06455411908949733,0.06455411908949733,0.06455411908949733,0.06455411908949733
Pixel size [arcs],2.838451875895895,2.838451875895895,0.20534133042224062,0.20534133042224062,0.010560563979823412,0.010560563979823412,3.1056874569264954,3.1056874569264954,3.1056874569264954,3.1056874569264954,3.1056874569264954,3.1056874569264954,3.1056874569264954,3.1056874569264954,3.1056874569264954,3.1056874569264954,3.1056874569264954,3.1056874569264954,0.4902610584859961,0.4902610584859961,0.4902610584859961,0.4902610584859961,0.49777529571857515,0.49777529571857515,0.49777529571857515,0.5303921906084638,0.796073735268794,0.796073735268794,0.796073735268794,0.8678879523211408,0.01034895855849432,0.01034895855849432,0.01034895855849432,0.27937852856788115,0.27937852856788115,0.27937852856788115,1.5400599781668047,1.5400599781668047,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.13580510707982016,0.13580510707982016,0.13580510707982016,0.012910823817899467,0.012910823817899467,0.012910823817899467,0.012910823817899467,0.012910823817899467,0.012910823817899467
Facet side length [pixels],11958.659389011576,19931.098981685962,28523.754387788627,35654.69298473578,45523.17513813955,113807.93784534889,12905.949417816295,11949.953164644718,11949.953164644718,19916.588607741196,10754.957848180245,11949.953164644718,11949.953164644718,19916.588607741196,10754.957848180245,11949.953164644718,11949.953164644718,19916.588607741196,18765.29451551956,28958.787832591905,28958.787832591905,28958.787832591905,8127.512427226125,18813.686174134542,18813.686174134542,16208.714242331302,5851.808947602809,10836.683236301496,10836.683236301496,9094.389641772457,70221.7073712337,108366.83236301498,65020.09941780899,36867.145045987396,36867.145045987396,36867.145045987396,6338.612086175249,15846.530215438122,36332.501872379624,47097.68761234395,47097.68761234395,54498.75280856944,47097.68761234395,47097.68761234395,40268.52290855408,74571.3387195446,29828.535487817837,81507.00812228129,113204.17794761292,45281.67117904516,73356.30731005316,113204.17794761292,45281.67117904516
Image side length [pixels],19931.09898168596,19931.09898168596,118848.97661578593,118848.97661578593,113807.93784534889,113807.93784534889,53774.789240901235,19916.588607741196,19916.588607741196,19916.588607741196,35849.85949393415,19916.588607741196,19916.588607741196,19916.588607741196,35849.85949393415,19916.588607741196,19916.588607741196,19916.588607741196,78188.72714799814,28958.78783259191,28958.78783259191,28958.78783259191,33864.63511344218,18813.686174134542,18813.686174134542,16208.714242331302,19506.02982534269,10836.683236301496,10836.683236301496,9094.389641772457,292590.4473801404,108366.83236301497,108366.83236301497,36867.1450459874,36867.1450459874,36867.1450459874,15846.530215438122,15846.530215438122,211939.5942555478,117744.2190308599,117744.2190308599,317909.3913833217,117744.2190308599,117744.2190308599,134228.40969518028,74571.3387195446,74571.3387195446,203767.52030570322,113204.17794761292,113204.17794761292,305651.28045855486,113204.17794761292,113204.17794761292
Grid side dimension [lambda],72668.06529245574,72668.06529245574,1004497.2720443411,1004497.2720443411,19531608.97857137,19531608.97857137,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,420724.43380282907,420724.43380282907,420724.43380282907,420724.43380282907,414373.32873126614,414373.32873126614,414373.32873126614,388891.1071832905,259102.63975415684,259102.63975415684,259102.63975415684,237662.94450274046,19930972.2887813,19930972.2887813,19930972.2887813,738298.7064339835,738298.7064339835,738298.7064339835,133932.96960591213,133932.96960591213,2398151.881212466,2398151.881212466,2398151.881212466,2398151.881212466,2398151.881212466,2398151.881212466,1518829.524767895,1518829.524767895,1518829.524767895,15976115.014530089,15976115.014530089,15976115.014530089,15976115.014530089,15976115.014530089,15976115.014530089
Baselines dimension [lambda],43600.83917547344,43600.83917547344,602698.3632266046,602698.3632266046,11718965.38714282,11718965.38714282,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,252434.6602816974,252434.6602816974,252434.6602816974,252434.6602816974,248623.9972387597,248623.9972387597,248623.9972387597,233334.66430997435,155461.5838524941,155461.5838524941,155461.5838524941,142597.7667016443,11958583.37326878,11958583.37326878,11958583.37326878,442979.2238603901,442979.2238603901,442979.2238603901,80359.78176354729,80359.78176354729,1438891.1287274796,1438891.1287274796,1438891.1287274796,1438891.1287274796,1438891.1287274796,1438891.1287274796,911297.7148607371,911297.7148607371,911297.7148607371,9585669.008718053,9585669.008718053,9585669.008718053,9585669.008718053,9585669.008718053,9585669.008718053
Epsilon (approx),0.6666666666666672,0.342997170285018,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.24373333911071637,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375
Qbw,2.2049999999999983,4.285749642711291,3.309501028678418,6.031181476294671,3.309501028678418,6.031181476294671,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418
Max subband ratio,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
Number subbands,7.0,7.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Station/antenna diameter,35,35,13.5,13.5,13.5,13.5,35,35,35,35,35,35,35,35,35,35,35,35,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
-- Time Coalescing --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionospheric timescale [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Coalesce time full0 [s],27.900000000000002,14.4,5.74,3.22,5.880000000000001,3.22,9.9,27.900000000000002,27.900000000000002,14.4,15.3,27.900000000000002,27.900000000000002,14.4,15.3,27.900000000000002,27.900000000000002,14.4,1.9933437756117989,5.980031326835396,5.980031326835396,3.2814333154255713,3.128206668639215,5.809526670329971,5.809526670329971,3.4345001413553704,3.04067863021337,6.08135726042674,6.08135726042674,3.642688648104104,2.24,6.0200000000000005,6.0200000000000005,6.0948547159676885,6.0948547159676885,6.0948547159676885,5.444051941858186,5.444051941858186,3.22,5.880000000000001,5.880000000000001,2.1,5.880000000000001,5.880000000000001,3.22,5.880000000000001,5.880000000000001,3.22,6.0200000000000005,6.0200000000000005,2.1,6.0200000000000005,6.0200000000000005
Coalesce time full1 [s],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Coalesce time full2 [s],0.9,0.9,0.14,0.14,0.14,0.14,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.28476339651597127,0.5695267930319425,0.5695267930319425,0.3125174586119592,0.4468866669484593,0.8937733338969186,0.8937733338969186,0.5283846371315954,0.7601696575533425,1.520339315106685,1.520339315106685,0.910672162026026,0.14,0.14,0.14,0.45147071970131025,0.45147071970131025,0.45147071970131025,1.0888103883716371,1.0888103883716371,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time pred0 [s],10.0,10.0,10.0,10.0,10.0,3.22,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.397192085027052,5.980031326835396,5.980031326835396,3.2814333154255713,10.0,5.809526670329971,5.809526670329971,3.4345001413553704,10.0,6.08135726042674,6.08135726042674,3.642688648104104,9.38,6.0200000000000005,10.0,5.869119356117033,5.869119356117033,5.869119356117033,10.0,5.444051941858186,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.880000000000001,10.0,8.260000000000002,6.0200000000000005,10.0,9.24,6.0200000000000005,10.0
Coalesce time pred1 [s],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Coalesce time pred2 [s],2.7,0.9,0.7000000000000001,0.28,0.42000000000000004,0.14,2.7,2.7,2.7,0.9,2.7,2.7,2.7,0.9,2.7,2.7,2.7,0.9,1.139053586063885,0.5695267930319425,0.5695267930319425,0.3125174586119592,2.681320001690756,0.8937733338969186,0.8937733338969186,0.5283846371315954,3.800848287766713,1.520339315106685,1.520339315106685,0.910672162026026,0.28,0.14,0.28,0.45147071970131025,0.45147071970131025,0.45147071970131025,3.2664311651149114,1.0888103883716371,0.56,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.56,0.28,0.7000000000000001,0.14,0.14,0.42000000000000004,0.28,0.14,0.42000000000000004
Coalesce time bw0 [s],10.0,10.0,10.0,10.0,10.0,3.22,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.397192085027052,5.980031326835396,5.980031326835396,3.2814333154255713,10.0,5.809526670329971,5.809526670329971,3.4345001413553704,10.0,6.08135726042674,6.08135726042674,3.642688648104104,9.38,6.0200000000000005,10.0,5.869119356117033,5.869119356117033,5.869119356117033,10.0,5.444051941858186,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.880000000000001,10.0,8.260000000000002,6.0200000000000005,10.0,9.24,6.0200000000000005,10.0
Coalesce time bw1 [s],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
