,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [blcoal] [spbf],37cDPrepA [blcoal] [spbf],37cDPrepB [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
W kernel support bw0 [uv-pixels],1.382461915977767,3.1464964952881815,1.1352899257507094,1.4982380355580691,0.8911498222865438,3.2791814153503074,1.6447003638870505,1.4117738476248614,1.426220143252493,1.7445168140712315,1.6447003638870505,1.4117738476248614,1.426220143252493,1.7445168140712315,1.6447003638870505,1.4117738476248614,1.426220143252493,1.7445168140712315,3.163301287815655,2.9286379482681704,2.7102981961241466,3.57011516334896,3.3850774807378055,2.6391180077138,2.4925229627311976,3.5818994067370284,3.7472465707144433,2.6620626385496804,2.7884641089516733,3.82243880380949,1.5456359254075387,1.1186128500210801,1.2765444531468098,2.1113526912894605,2.1113526805208136,4.685940352558686,1.7099941257334186,1.6079005853188653,1.4703673311580803,1.7099986670091276,1.6079005853188653,1.4703673311580803,1.7099986670091276,1.6079005853188653,1.4703673311580803,1.31171834738151,1.1396667598798338,1.0836801558525977,1.31171834738151,1.1396667598798338,1.0836801558525977
W kernel support bw1 [uv-pixels],1.8266879237952334,4.159040903926383,1.5395112883576147,2.0318834003679647,1.2083591276901278,4.448897461257677,2.173322096302028,1.8654315333433773,1.8845263652535604,2.3052712153885078,2.173322096302028,1.8654315333433773,1.8845263652535604,2.3052712153885078,2.173322096302028,1.8654315333433773,1.8845263652535604,2.3052712153885078,4.291584930328349,3.9730369361049926,3.6766699897116926,4.843878713646755,4.592661265682571,3.5800571726930626,3.3810913225965558,4.8598781482469615,5.084375653550306,3.611199645240862,3.7827672306158293,5.186470470626642,2.0961886413432453,1.5168892425938185,1.7311265202386406,2.86379728025028,2.8637972656369453,6.359081604671211,2.3191849637517317,2.1806657177502036,1.994071505031746,2.3191911254253186,2.1806657177502036,1.994071505031746,2.3191911254253186,2.1806657177502036,1.994071505031746,1.778842659769913,1.5454483858731356,1.4695044662367078,1.778842659769913,1.5454483858731356,1.4695044662367078
W kernel support bw2 [uv-pixels],2.43367052274859,5.543477807914005,1.9110050402140615,2.522394246897693,1.4998542764556593,5.524699255760213,2.895702244196107,2.4853093675328353,2.510759899343824,3.0715931002336565,2.895702244196107,2.4853093675328353,2.510759899343824,3.0715931002336565,2.895702244196107,2.4853093675328353,2.510759899343824,3.0715931002336565,5.329245476434512,4.933482746156422,4.565300895910645,6.015472338794377,5.703324652475924,4.445282048468224,4.1981212899707865,6.03535278447378,6.314313418586773,4.483969024032825,4.697104743333809,6.4411803570245425,2.6022494116097463,1.882916759857894,2.148928071075537,3.555575304343191,3.5555752861926044,7.898481136877652,2.8791795813828798,2.707156256856844,2.475439519692489,2.879187233532207,2.707156256856844,2.475439519692489,2.879187233532207,2.707156256856844,2.475439519692489,2.2081777782154184,1.9183767671169651,1.8240828488777698,2.2081777782154184,1.9183767671169651,1.8240828488777698
W kernel support bw3 [uv-pixels],3.2213140238581963,7.341400323267858,2.5919305628698313,3.421633241389383,2.0340761512338252,7.498365680694913,3.8332158560986564,3.2896986237598678,3.323402824926673,4.066183661283068,3.8332158560986564,3.2896986237598678,3.323402824926673,4.066183661283068,3.8332158560986564,3.2896986237598678,3.323402824926673,4.066183661283068,7.23285818538614,6.695290634947732,6.195239022517766,8.16509968529259,7.741025242437435,6.032244860087338,5.696600604598902,8.192109816112326,8.571127976505695,6.084783925730123,6.374244442831206,8.743508347758054,3.5300163852298843,2.55381713801665,2.9147884078368125,4.824138067825829,4.824138043182985,10.723997597158004,3.905901927908977,3.6724053881560557,3.3579055151425723,3.905912314884974,3.6724053881560557,3.3579055151425723,3.905912314884974,3.6724053881560557,3.3579055151425723,2.995193810165238,2.601933442439501,2.4739858379301745,2.995193810165238,2.601933442439501,2.4739858379301745
W kernel support bw4 [uv-pixels],4.290231004783888,9.78370141557198,3.8060446836504465,5.025474966505697,2.98640803990163,11.02261833122394,5.105728405794376,4.381361677329766,4.42627724685399,5.4162480622156775,5.105728405794376,4.381361677329766,4.42627724685399,5.4162480622156775,5.105728405794376,4.381361677329766,4.42627724685399,5.4162480622156775,10.631791465147597,9.840591193111942,9.104729037638412,12.004189191483352,11.379840784154563,8.864897225437273,8.371066648082918,12.043957832410133,12.602042371145428,8.942202508832262,9.368134793675754,12.85588389511857,5.184799021684533,3.75003919118057,4.280503740539305,7.087685226998904,7.08768519075515,15.77316872074532,5.737407008418983,5.394122496082022,4.931797992573975,5.7374222799542585,5.394122496082022,4.931797992573975,5.7374222799542585,5.394122496082022,4.931797992573975,4.398674689987956,3.820743500596506,3.6327348012554896,4.398674689987956,3.820743500596506,3.6327348012554896
W kernel support bw5 [uv-pixels],5.69558781550708,12.998394093053996,4.902823984958997,6.474778518980072,3.8465025013692946,14.211342097538523,6.779087850375401,5.816655965540646,5.8763278955271945,7.191714775114661,6.779087850375401,5.816655965540646,5.8763278955271945,7.191714775114661,6.779087850375401,5.816655965540646,5.8763278955271945,7.191714775114661,13.706901988201539,12.68580253793848,11.736246930380124,15.478399222076387,14.672437754737901,11.426795137042868,10.789654590204014,15.529738697355432,16.25023451329102,11.5265396537931,12.076131192181462,16.577968990656554,6.680193956472137,4.830638892458462,5.514390525655641,9.134110584769028,9.134110538020877,20.345386378113666,7.392723236428331,6.950084281705782,6.3540048302942616,7.3927429286221225,6.950084281705782,6.3540048302942616,7.3927429286221225,6.950084281705782,6.3540048302942616,5.666720887482641,4.921769354180625,4.679449332422259,5.666720887482641,4.921769354180625,4.679449332422259
W kernel support bw6 [uv-pixels],7.573159491059306,17.299138792626046,6.890999825863753,9.102981917277907,5.405195177534962,20.002562710276134,9.015234669909074,7.734275790126717,7.813688333092429,9.564511547908966,9.015234669909074,7.734275790126717,7.813688333092429,9.564511547908966,9.015234669909074,7.734275790126717,7.813688333092429,9.564511547908966,15.162157814958146,14.032131047094566,12.98134195819883,17.12278975238753,20.652774457200007,16.077306620072434,15.179497970977447,21.861856650531795,22.878159286019024,16.217870623883908,16.992433842206083,23.34049652247772,9.39210738070023,6.789449415560395,7.751445659207656,11.955122176436085,11.955122115184855,26.658485905784076,10.39513040190876,9.772007337632656,8.9329988341322,10.395158125164354,9.772007337632656,8.9329988341322,10.395158125164354,9.772007337632656,8.9329988341322,7.96579211811342,6.917652660851533,6.576762512253021,7.96579211811342,6.917652660851533,6.576762512253021
W kernel support bw7 [uv-pixels],12.565332679577319,25.878798216295426,8.705923269851338,11.50317053720723,6.827618105364661,25.300202584265218,13.468544808839658,11.552045138418467,13.437834202593292,14.290569175364533,13.468544808839658,11.552045138418467,13.437834202593292,14.290569175364533,13.468544808839658,11.552045138418467,13.437834202593292,14.290569175364533,24.399256882338744,22.576078700543455,20.88130375918836,27.563960048102334,26.123884406992794,20.329132570438002,19.192471919129673,27.65570687234029,28.943458164991508,20.507104316605158,21.487857611308215,29.529332709335716,11.868872539700174,8.57752991225106,9.79390591235137,16.24042345464363,16.240423371316016,38.866279482824865,13.137683732260813,12.34941723074983,11.28817454792883,13.13771880460234,12.34941723074983,11.28817454792883,13.13771880460234,12.34941723074983,11.28817454792883,10.064959949137357,8.739621676161349,8.308630967745474,10.064959949137357,8.739621676161349,8.308630967745474
W kernel support bw8 [uv-pixels],,,9.989369581286512,13.201029784953732,7.833267852825281,29.052354256086463,,,,,,,,,,,,,28.016803911934932,25.92141841123503,23.973831821289274,31.654581322733485,29.999148323449653,23.339340501601054,22.033297226417414,31.760053416581634,33.24051272841607,23.54384245897403,24.670840745831836,33.9140990501107,13.620969175099102,9.841974519022969,11.238440647678631,18.641833426878208,18.64183333115754,51.30820139039778,15.078057987659813,14.172803343202252,12.954153795678156,15.078098266456577,14.172803343202252,12.954153795678156,15.078098266456577,14.172803343202252,12.954153795678156,11.549646833369083,10.02805551605348,9.533285483733788,11.549646833369083,10.02805551605348,9.533285483733788
W kernel support bw9 [uv-pixels],,,11.622742234609701,15.362404532512176,9.112839971557154,33.83408791200243,,,,,,,,,,,,,32.62670936366933,30.18389274621075,27.913695315697087,36.868458416531006,34.93805436212418,27.174169782641194,25.652029074833322,36.99145651985776,38.718005218517014,27.41252151514194,28.726125908330555,39.50361076816247,15.851464716138922,11.451142965145733,13.077027261487173,21.70010395237784,21.700103840853192,69.71784192875504,17.54852597304226,16.49415683053722,15.074902068875222,17.548572888429174,16.49415683053722,15.074902068875222,17.548572888429174,16.49415683053722,15.074902068875222,13.439389823440148,11.667781327665425,11.091771381097956,13.439389823440148,11.667781327665425,11.091771381097956
W kernel support bw10 [uv-pixels],,,13.185395163088568,17.43079669990173,10.336748218255913,38.41531955809848,,,,,,,,,,,,,37.04303190243409,34.2668261211269,31.68712055041806,41.86450469935863,39.67014394851112,30.846840386267747,29.11742870432777,42.00432817262392,43.96714561057626,31.117661952571726,32.610277796565626,44.86031063370456,17.986080237107764,12.990617996464318,14.836213409879884,24.628075051000625,24.628074924324434,90.0689050764095,19.913083542366238,18.71582738193255,17.104372537551225,19.913136817555113,18.71582738193255,17.104372537551225,19.913136817555113,18.71582738193255,17.104372537551225,15.247574046165532,13.236518113986163,12.582714624866785,15.247574046165532,13.236518113986163,12.582714624866785
W kernel support bw11 [uv-pixels],,,14.690866670503352,19.424027680489925,11.515639269098747,42.83465843691619,,,,,,,,,,,,,41.30303848485684,38.204763184174986,35.32611417609872,46.68469364805807,44.23525180929173,34.388530481450026,32.458966328961786,46.84077794852447,49.03195169839884,34.69070905635876,36.35621223684501,50.029083364395724,20.043195161957215,14.473740672372895,16.53120646658928,27.450764928549553,27.45076478724827,112.24715618855724,22.192042934833125,20.856927043001587,19.060058327626923,22.192102346393145,20.856927043001587,19.060058327626923,22.192102346393145,20.856927043001587,19.060058327626923,16.989822058545816,14.747855938179795,14.019042985054647,16.989822058545816,14.747855938179795,14.019042985054647
AW kernel support bw0 [uv-pixels],10.095107773031891,10.483341079773224,10.064237835798151,10.11161298760949,10.039628877889927,10.523926584444556,10.1343494752732,10.099163598874785,10.10119319174815,10.151026495610049,10.1343494752732,10.099163598874785,10.10119319174815,10.151026495610049,10.1343494752732,10.099163598874785,10.10119319174815,10.151026495610049,10.488397162459867,10.420024963119637,10.360777785085142,10.618178858899212,10.557402594890384,10.342385791423528,10.305953168908847,10.622146833855343,10.67903819928233,10.348264467608184,10.38149951051926,10.70565450632835,10.118744507789017,10.062370233112688,10.081149028799242,10.220460370600497,10.2204603683759,11.043461277504342,10.145150561230858,10.128442342841703,10.107520966514832,10.145151326676848,10.128442342841703,10.107520966514832,10.145151326676848,10.128442342841703,10.107520966514832,10.08566334074548,10.064732501342249,10.058546747924808,10.08566334074548,10.064732501342249,10.058546747924808
AW kernel support bw1 [uv-pixels],10.165470415624618,10.830402635199338,10.11781078133904,10.20433977054326,10.07274201900714,10.944984633190904,10.23344169545489,10.1725038611736,10.176022780110891,10.262274376399162,10.23344169545489,10.1725038611736,10.176022780110891,10.262274376399162,10.23344169545489,10.1725038611736,10.176022780110891,10.262274376399162,10.88198976355985,10.760344905980224,10.65447803570154,11.111397796520478,11.004205446160164,10.621525754793943,10.556125166543723,11.118381879383723,11.218327673339513,10.632062964344584,10.691554046116073,11.264966752844064,10.217338538978556,10.114393356711853,10.148733863348351,10.401987063170617,10.401987059147384,11.850650566735474,10.265408851872005,10.235003809113655,10.196878010802108,10.26541024393334,10.235003809113655,10.196878010802108,10.26541024393334,10.235003809113655,10.196878010802108,10.156981894648494,10.118715862865104,10.10739547936508,10.156981894648494,10.118715862865104,10.10739547936508
AW kernel support bw2 [uv-pixels],10.29187797310556,11.4337284473104,10.180959692667658,10.313218350097246,10.11185259240869,11.424635743278534,10.410816081702835,10.30421091847146,10.310379007202064,10.461103391774838,10.410816081702835,10.30421091847146,10.310379007202064,10.461103391774838,10.410816081702835,10.30421091847146,10.310379007202064,10.461103391774838,11.331410210035541,11.150751185755293,10.99281457453925,11.669871784162853,11.512076793156812,10.943515545309644,10.845470131133366,11.68013198697067,11.826688207107896,10.959287303857213,11.048203155710388,11.89490665754544,10.333039339914626,10.175724815685305,10.228288803835001,10.613299003837364,10.613298997756711,12.74307671912918,10.406232510464683,10.359956322255377,10.301834827624416,10.406234627651582,10.359956322255377,10.301834827624416,10.406234627651582,10.359956322255377,10.301834827624416,10.240900795350202,10.182345968420742,10.16500261876848,10.240900795350202,10.182345968420742,10.16500261876848
AW kernel support bw3 [uv-pixels],10.506039407897987,12.405489055513991,10.33044549101048,10.569180386320447,10.204776616321311,12.499019476799903,10.709507168840505,10.527208416060146,10.537789442607524,10.795084509501784,10.709507168840505,10.527208416060146,10.537789442607524,10.795084509501784,10.709507168840505,10.527208416060146,10.537789442607524,10.795084509501784,12.341565440814518,12.034405539386597,11.763544812093286,12.910029158401043,12.646085236311414,11.678526364745258,11.508747040764975,12.927128963510958,13.170582173527434,11.705750527959482,11.858793876991223,13.28340838141005,10.60476382009479,10.320948695465333,10.416140910263255,11.102806316307888,11.102806305600641,14.663018940990654,10.735737975120436,10.6530071498595,10.548721697372857,10.735741754139307,10.6530071498595,10.548721697372857,10.735741754139307,10.6530071498595,10.548721697372857,10.438926475478796,10.332959771473277,10.301485617437859,10.438926475478796,10.332959771473277,10.301485617437859
AW kernel support bw4 [uv-pixels],10.881455880276727,13.990025496369373,10.699811967223715,11.191755833602492,10.43640900792936,14.88281273401752,11.228021310709005,10.91770718363402,10.935809538667787,11.372587351673983,11.228021310709005,10.91770718363402,10.935809538667787,11.372587351673983,11.228021310709005,10.91770718363402,10.935809538667787,11.372587351673983,14.595718199471559,14.029869387487267,13.523908120392422,15.623717808029102,15.149283028338585,13.363622368862625,13.041271288745056,15.654293988196127,16.087618590833905,13.4150283528946,13.702625643010112,16.287226612433717,11.264197303636903,10.680018442652159,10.877624385534324,12.257050292669051,12.257050271710968,18.675996666660087,11.528999921079679,11.362066603516201,11.150005894148967,11.52900752096708,11.362066603516201,11.150005894148967,11.52900752096708,11.362066603516201,11.150005894148967,10.924666540830463,10.70504931783831,10.639396699825266,10.924666540830463,10.70504931783831,10.639396699825266
AW kernel support bw5 [uv-pixels],11.508245763979525,16.399946615716193,11.137220615013838,11.913133797193995,10.7142699934732,17.377060862334307,12.081226431248913,11.56864238454364,11.598759827488069,12.317498179687405,12.081226431248913,11.56864238454364,11.598759827488069,12.317498179687405,12.081226431248913,11.56864238454364,11.598759827488069,12.317498179687405,16.96700215459889,16.15331501678731,15.418803196450005,18.427719405232295,17.756137802648926,15.184585839065438,14.71110621863327,18.470863109452647,19.080621628682717,15.259787560463113,15.679060704352736,19.360502469077872,12.026013108927117,11.105632449767654,11.419654235984588,13.543706146206421,13.543706114678658,22.670128955847012,12.435930075809665,12.177999487716107,11.847927134457015,12.435941782136663,12.177999487716107,11.847927134457015,12.435941782136663,12.177999487716107,11.847927134457015,11.49398649801852,11.145573721246993,11.040708584810448,11.49398649801852,11.145573721246993,11.040708584810448
AW kernel support bw6 [uv-pixels],12.544032233577115,19.98149651468927,12.14437641874025,13.52273196459534,11.367327518253674,22.362971962119197,13.463820265939773,12.641954832925968,12.690694439891962,13.83762556040898,13.463820265939773,12.641954832925968,12.690694439891962,13.83762556040898,13.463820265939773,12.641954832925968,12.690694439891962,13.83762556040898,18.162902565550926,17.230806763551012,16.386434604138064,19.82901734591171,22.94639607389302,18.933562479254267,18.177380412229603,24.040398836300557,24.968183200154122,19.053066093756055,19.716561766234765,25.39249451936132,13.719026242798858,12.087043615642884,12.65246655034698,15.586049732164783,15.586049685182648,28.47235274417779,14.424241265060974,13.98184992791535,13.408895113714896,14.424261244416314,13.98184992791535,13.408895113714896,14.424261244416314,13.98184992791535,13.408895113714896,12.784906885425404,12.15951965894156,11.96886816464183,12.784906885425404,12.15951965894156,11.96886816464183
AW kernel support bw7 [uv-pixels],16.05887870769481,27.743687518420032,13.258699030468224,15.242143300995187,12.10852464145419,27.204783601507664,16.775032019871727,15.279062369139599,16.750384713683026,17.441914096677547,16.775032019871727,15.279062369139599,16.750384713683026,17.441914096677547,16.775032019871727,15.279062369139599,16.750384713683026,17.441914096677547,26.36899194907448,24.691685432410882,23.152296790674868,29.321867156328597,27.972438873110818,22.655543053885143,21.64141812281674,29.408130212728754,30.62227572452142,22.815374804112377,23.700802195787727,31.176617684711157,15.519991474342016,13.174749310539525,13.997163749131149,19.072266618997833,19.072266548042673,40.13212778855681,16.510564310431985,15.890503640197842,15.080546562525782,16.510592217991515,15.890503640197842,15.080546562525782,16.510592217991515,15.890503640197842,15.080546562525782,14.188143598714351,13.280850388526682,13.001282573584003,14.188143598714351,13.280850388526682,13.001282573584003
AW kernel support bw8 [uv-pixels],,,14.134620781313245,16.561014080763155,12.702758962292641,30.725222339653545,,,,,,,,,,,,,29.74796297966993,27.783447094453816,25.97584670796049,33.196573900291995,31.62196863151205,25.39143192200226,24.19640854894902,33.29716193647919,34.71212592809594,25.57953318051345,26.62048803283284,35.357688193386174,16.897656679818063,14.030839690948557,15.04335561606503,21.15462014585641,21.154620061505625,52.27362174096622,18.09275635936194,17.345557200767146,16.364904538740298,18.09278992673382,17.345557200767146,16.364904538740298,18.09278992673382,17.345557200767146,16.364904538740298,15.277249162580038,14.161987764189412,13.8160606583197,15.277249162580038,14.161987764189412,13.8160606583197
AW kernel support bw9 [uv-pixels],,,15.332584160935824,18.33039751398072,13.52936999077229,35.28095101945396,,,,,,,,,,,,,34.124802767215336,31.797285753893426,29.65087496478931,38.200565781300625,36.34099121667906,28.955750782457876,27.53228279050057,38.31928829532886,39.988547461755985,29.179553386200414,30.416941162800377,40.749665811175454,18.74216992898627,15.202916667804459,16.46234011304829,23.893398911498647,23.8933988102114,70.43136718254783,20.19779106304793,19.28878455347453,18.090126378391567,20.197831824740778,19.28878455347453,18.090126378391567,20.197831824740778,19.28878455347453,18.090126378391567,16.751632721212182,15.366753759666288,14.934101659307922,16.751632721212182,15.366753759666288,14.934101659307922
AW kernel support bw10 [uv-pixels],,,16.54855418478604,20.095588411223616,14.382223879762712,39.69555109518979,,,,,,,,,,,,,38.36907885947681,35.696153468063535,33.22760311513195,43.04226706067678,40.911127103706065,32.42726571599707,30.786761024044253,43.178276774710305,45.090019884023285,32.68499480487232,34.109092892792994,45.96136932416687,20.579093330263085,16.393784063786573,17.89170836850131,26.580859292312574,26.580859174942752,90.62233533551905,22.282973234406064,21.21985378343348,19.813115855496743,22.283020843563133,21.21985378343348,19.813115855496743,22.283020843563133,21.21985378343348,19.813115855496743,18.234267583133157,16.589316193920826,16.072482923644266,18.234267583133157,16.589316193920826,16.072482923644266
AW kernel support bw11 [uv-pixels],,,17.771369208097227,21.84703300982627,15.251555585447969,43.98645204386546,,,,,,,,,,,,,42.49636441016533,39.49182105143915,36.71422534635264,47.74369718625731,45.351488427960625,35.81300083312788,33.964459294160335,47.896330536096144,50.04130581184025,36.10325878411715,37.706420782282144,51.01871403986637,22.39932303218794,17.59230425643842,19.32047585441423,29.21548382557589,29.21548369280971,112.69172140143378,24.341051119897777,23.130313566337378,21.524075437810104,24.3411052861777,23.130313566337378,21.524075437810104,24.3411052861777,23.130313566337378,21.524075437810104,19.71431088273313,17.818508769627865,17.220150005641937,19.71431088273313,17.818508769627865,17.220150005641937
"W kernel support bw, ff0 [pixels]",80.76086218425513,83.86672863818579,80.51390268638521,80.89290390087592,80.31703102311941,84.19141267555645,81.0747958021856,80.79330879099828,80.8095455339852,81.20821196488039,81.0747958021856,80.79330879099828,80.8095455339852,81.20821196488039,81.0747958021856,80.79330879099828,80.8095455339852,81.20821196488039,83.90717729967893,83.3601997049571,82.88622228068114,84.9454308711937,84.45922075912307,82.73908633138822,82.44762535127077,84.97717467084274,85.43230559425864,82.78611574086547,83.05199608415408,85.6452360506268,80.94995606231214,80.4989618649015,80.64919223039394,81.76368296480398,81.7636829470072,88.34769022003474,81.16120448984687,81.02753874273363,80.86016773211865,81.16121061341478,81.02753874273363,80.86016773211865,81.16121061341478,81.02753874273363,80.86016773211865,80.68530672596384,80.51786001073799,80.46837398339846,80.68530672596384,80.51786001073799,80.46837398339846
"W kernel support bw, ff1 [pixels]",81.32376332499695,86.6432210815947,80.94248625071232,81.63471816434608,80.58193615205712,87.55987706552723,81.86753356363911,81.3800308893888,81.40818224088713,82.0981950111933,81.86753356363911,81.3800308893888,81.40818224088713,82.0981950111933,81.86753356363911,81.3800308893888,81.40818224088713,82.0981950111933,87.0559181084788,86.08275924784179,85.23582428561232,88.89118237216383,88.03364356928131,84.97220603835154,84.44900133234978,88.94705503506978,89.7466213867161,85.05650371475667,85.53243236892858,90.11973402275251,81.73870831182845,80.91514685369482,81.18987090678681,83.21589650536494,83.21589647317907,94.8052045338838,82.12327081497604,81.88003047290924,81.57502408641686,82.12328195146672,81.88003047290924,81.57502408641686,82.12328195146672,81.88003047290924,81.57502408641686,81.25585515718795,80.94972690292083,80.85916383492064,81.25585515718795,80.94972690292083,80.85916383492064
"W kernel support bw, ff2 [pixels]",82.33502378484448,91.4698275784832,81.44767754134126,82.50574680077797,80.89482073926952,91.39708594622827,83.28652865362268,82.43368734777168,82.48303205761651,83.6888271341987,83.28652865362268,82.43368734777168,82.48303205761651,83.6888271341987,83.28652865362268,82.43368734777168,82.48303205761651,83.6888271341987,90.65128168028433,89.20600948604235,87.942516596314,93.35897427330282,92.0966143452545,87.54812436247715,86.76376104906693,93.44105589576536,94.61350565686317,87.6742984308577,88.3856252456831,95.15925326036351,82.664314719317,81.40579852548244,81.82631043068001,84.90639203069891,84.90639198205369,101.94461375303344,83.24986008371746,82.87965057804301,82.41467862099533,83.24987702121265,82.87965057804301,82.41467862099533,83.24987702121265,82.87965057804301,82.41467862099533,81.92720636280161,81.45876774736594,81.32002095014784,81.92720636280161,81.45876774736594,81.32002095014784
"W kernel support bw, ff3 [pixels]",84.0483152631839,99.24391244411193,82.64356392808384,84.55344309056358,81.63821293057049,99.99215581439923,85.67605735072404,84.21766732848117,84.30231554086019,86.36067607601427,85.67605735072404,84.21766732848117,84.30231554086019,86.36067607601427,85.67605735072404,84.21766732848117,84.30231554086019,86.36067607601427,98.73252352651615,96.27524431509278,94.10835849674629,103.28023326720835,101.16868189049131,93.42821091796206,92.0699763261198,103.41703170808766,105.36465738821947,93.64600422367586,94.87035101592978,106.2672670512804,84.83811056075832,82.56758956372266,83.32912728210604,88.8224505304631,88.82245044480513,117.30415152792523,85.88590380096349,85.224057198876,84.38977357898285,85.88593403311445,85.224057198876,84.38977357898285,85.88593403311445,85.224057198876,84.38977357898285,83.51141180383037,82.66367817178622,82.41188493950287,83.51141180383037,82.66367817178622,82.41188493950287
"W kernel support bw, ff4 [pixels]",87.05164704221382,111.92020397095499,85.59849573778972,89.53404666881994,83.49127206343488,119.06250187214016,89.82417048567204,87.34165746907216,87.4864763093423,90.98069881339187,89.82417048567204,87.34165746907216,87.4864763093423,90.98069881339187,89.82417048567204,87.34165746907216,87.4864763093423,90.98069881339187,116.76574559577247,112.23895509989813,108.19126496313937,124.98974246423282,121.19426422670868,106.908978950901,104.33017030996045,125.23435190556901,128.70094872667124,107.3202268231568,109.6210051440809,130.29781289946973,90.11357842909523,85.44014754121727,87.02099508427459,98.05640234135241,98.05640217368774,149.4079733332807,92.23199936863743,90.89653282812961,89.20004715319173,92.23206016773663,90.89653282812961,89.20004715319173,92.23206016773663,90.89653282812961,89.20004715319173,87.3973323266437,85.64039454270647,85.11517359860213,87.3973323266437,85.64039454270647,85.11517359860213
"W kernel support bw, ff5 [pixels]",92.0659661118362,131.19957292572954,89.0977649201107,95.30507037755196,85.7141599477856,139.01648689867446,96.6498114499913,92.54913907634912,92.79007861990455,98.53998543749924,96.6498114499913,92.54913907634912,92.79007861990455,98.53998543749924,96.6498114499913,92.54913907634912,92.79007861990455,98.53998543749924,135.73601723679113,129.22652013429848,123.35042557160004,147.42175524185836,142.0491024211914,121.4766867125235,117.68884974906616,147.76690487562118,152.64497302946174,122.07830048370491,125.43248563482189,154.88401975262298,96.20810487141694,88.84505959814123,91.3572338878767,108.34964916965137,108.34964891742926,181.3610316467761,99.48744060647732,97.42399590172886,94.78341707565612,99.4875342570933,97.42399590172886,94.78341707565612,99.4875342570933,97.42399590172886,94.78341707565612,91.95189198414816,89.16458976997595,88.32566867848358,91.95189198414816,89.16458976997595,88.32566867848358
"W kernel support bw, ff6 [pixels]",100.35225786861692,159.85197211751415,97.155011349922,108.18185571676273,90.9386201460294,178.90377569695357,107.71056212751819,101.13563866340775,101.5255555191357,110.70100448327184,107.71056212751819,101.13563866340775,101.5255555191357,110.70100448327184,107.71056212751819,101.13563866340775,101.5255555191357,110.70100448327184,145.3032205244074,137.8464541084081,131.0914768331045,158.63213876729367,183.57116859114416,151.46849983403413,145.41904329783682,192.32319069040446,199.74546560123298,152.42452875004844,157.73249412987812,203.13995615489057,109.75220994239086,96.69634892514307,101.21973240277585,124.68839785731826,124.68839748146118,227.77882195342232,115.3939301204878,111.8547994233228,107.27116090971917,115.39408995533051,111.8547994233228,107.27116090971917,115.39408995533051,111.8547994233228,107.27116090971917,102.27925508340323,97.27615727153248,95.75094531713464,102.27925508340323,97.27615727153248,95.75094531713464
"W kernel support bw, ff7 [pixels]",128.47102966155848,221.94950014736025,106.06959224374579,121.93714640796149,96.86819713163352,217.6382688120613,134.20025615897381,122.23249895311679,134.0030777094642,139.53531277342037,134.20025615897381,122.23249895311679,134.0030777094642,139.53531277342037,134.20025615897381,122.23249895311679,134.0030777094642,139.53531277342037,210.95193559259585,197.53348345928705,185.21837432539894,234.57493725062878,223.77951098488654,181.24434443108115,173.13134498253393,235.26504170183003,244.97820579617135,182.52299843289902,189.60641756630181,249.41294147768926,124.15993179473612,105.3979944843162,111.97730999304919,152.57813295198267,152.5781323843414,321.05702230845446,132.08451448345588,127.12402912158274,120.64437250020626,132.08473774393212,127.12402912158274,120.64437250020626,132.08473774393212,127.12402912158274,120.64437250020626,113.50514878971481,106.24680310821346,104.01026058867203,113.50514878971481,106.24680310821346,104.01026058867203
