,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
Snapshot vis size1 [GB],,29.663584140148032,29.66358413495417,1.14466711801825,4.737661629786038,7.544684625601915,0.05065446836256705,,0.30267544286256026,,47.23156699222213,47.23156699445865,4.103106062545764,22.19694738370847,35.73924673221183,0.18139601871883446,,0.2744796809376037,,84.75489575038252,84.754892687212,5.493439619348841,20.12212142181832,20.350702234920533,0.33182696864940475,,0.20057201764439048,,207.41518873474607,207.4151877747569,3.4176054494683723,21.50333483739607,33.24550651663966,0.3192288948230553,,0.14115649475793812,,248.63677684214917,248.6367674641315,3.437866408099711,21.629403102857037,33.44366732510173,0.5277492143469802,,0.06444459188625051,,172.72585899709702,172.7258589964464,5.086441547560544,32.11542889167013,49.585173177433376,0.33521731121958015,,0.24266350329277256
Snapshot vis size2 [GB],,30.379032371530283,30.37903236621115,1.1722750450050354,4.851928052140928,7.726652901796094,0.05187619024318622,,0.30997559274518255,,26.492219788234593,26.492219789489063,2.3014351321712545,12.450283701447386,20.04616911506699,0.10174515694983059,,0.15395584982393132,,47.53908179073958,47.53908007260505,3.081274220970713,11.286512331893192,11.414723473841423,0.18612198461616344,,0.11250098849525525,,116.33932806599292,116.33932752753431,1.9169373468319204,12.061235926940752,18.647428440285296,0.17905571597487496,,0.0791747791107564,,139.46054638892585,139.460541128789,1.9283017330541719,12.13194770742145,18.75857697982149,0.29601491269283303,,0.03614701779203673,,96.88205814590584,96.88205814554091,2.852988710710619,18.013567090239704,27.812359184918858,0.188023630194454,,0.13611013297258942
Snapshot vis size3 [GB],,38.057914588211965,38.057914581548324,1.4685900127123312,6.078345785943396,9.679712394819218,0.0649888908011182,,0.3883278601125597,,47.47328429319436,47.47328429544233,4.124104555422459,22.310544847292434,35.922149710220445,0.18232435031662042,,0.2758843874056081,,85.18864643767898,85.18864335883207,5.521553431411473,20.225100534933887,20.454851157566367,0.33352516170882496,,0.2015984863779716,,208.47667881001425,208.47667784511216,3.4350957513499405,21.613382595490854,33.41564726394919,0.3208626146372144,,0.1418788922793502,,249.9092269099315,249.90921748391992,3.455460399622495,21.740096041342944,33.61482220128375,0.5304500799715143,,0.06477440039790897,,173.6098192614635,173.60981926080956,5.112472462914926,32.27978623328741,49.838935544256046,0.33693285505746523,,0.24390538389923339
Snapshot vis size4 [GB],,14.591212790264418,14.59121278770961,0.5630500149311912,2.3304071632705283,3.711152984328636,0.02491641344363332,,0.14888294591541887,,66.61729716147283,66.61729716462732,5.787185419841434,31.30746519973791,50.40806755954169,0.25584822296686954,,0.3871371549628599,,119.54170559326695,119.54170127284837,7.748167652812244,28.38104741469309,28.703446964857257,0.4680220705010346,,0.2828948212514917,,292.5467043263871,292.5467029723799,4.820327850765472,30.3291662345516,46.89079630297627,0.4502532417029069,,0.19909278383903636,,350.68728612988554,350.68727290275314,4.848904719751048,30.506977974404048,47.1702902580519,0.7443586668355959,,0.09089523811147665,,243.61948182187368,243.61948182095603,7.174121242348405,45.29688947853143,69.93691775900916,0.47280394569297474,,0.34226234144975
Snapshot vis size5 [GB],,,,,,,,,,,35.049013399667324,35.04901340132698,3.0447818805186926,16.471634456070934,26.520935412064258,0.1346080999550512,,0.20368246551512256,,62.89385819724644,62.893855924167,4.076503302558804,14.931973429109016,15.101595834028284,0.24623802704829134,,0.14883798657737093,,153.91608181146694,153.91608109909012,2.5360941171593665,15.956927090255952,24.67041170944665,0.23688940521615026,,0.1047476548266069,,184.5052848791919,184.50527792006926,2.5511291171769783,16.050478259670715,24.817460415923396,0.39162556872943105,,0.04782224068342347,,128.1742557356868,128.17425573520399,3.7744832388565803,23.831817770212247,36.795548185112686,0.2487538902672929,,0.18007271238574796
Snapshot vis size6 [GB],,,,,,,,,,,53.51621765726964,53.51621765980376,4.649066950292408,25.150481831549683,40.494724795873786,0.20553264348646128,,0.3110020539859213,,96.03241512701868,96.03241165626152,6.224398830649715,22.799578720591033,23.0585745855444,0.37597999409415866,,0.22726020828363644,,235.01393437952717,235.0139332918015,3.872353359153613,24.364576930186153,37.66916653778711,0.3617056156670297,,0.1599388328243914,,281.7204830252111,281.72047239935074,3.8953102488167954,24.507419888057832,37.89369470045728,0.5979717299681586,,0.07301961433518461,,195.70882894166328,195.70882894092608,5.7632454372105695,36.38872034472647,56.18299559643907,0.3798214569647022,,0.2749524033752708
Snapshot vis size7 [GB],,,,,,,,,,,51.14738784648016,51.147387848902106,4.443281697404439,24.037226565644296,38.70227541369755,0.19643499282476584,,0.2972359290811928,,91.78165792269127,91.78165460556292,5.948883442048941,21.79038330075289,22.037915031045213,0.3593377002763385,,0.21720081358507673,,224.6113304945808,224.611329455002,3.7009483818097437,23.286108781911505,36.00178703025605,0.34569515972245435,,0.15285933633374527,,269.25047098560873,269.2504608300891,3.7228891128769392,23.422628971252816,36.21637672887965,0.5715032439284784,,0.06978749056445621,,187.0460173954378,187.0460173947332,5.508142438601953,34.77801821923049,53.69612412729629,0.3630091254991719,,0.2627819720896607
Snapshot vis size8 [GB],,,,,,,,,,,16.195061311217085,16.19506131198396,1.406899209172921,7.611031068696406,12.254501150474203,0.062198225293816224,,0.09411534582792505,,29.061299899901524,29.061298849582062,1.8836256578036914,6.899601493038896,6.977978741953118,0.11377895005849324,,0.0687734142633957,,71.11984446736727,71.11984413820007,1.1718503813520398,7.373200769405077,11.399431580326556,0.1094592420535785,,0.04840064034838723,,85.254165838815,85.25416262322042,1.1787975882340938,7.416427861338642,11.46737822378753,0.18095802082330786,,0.022097173209308492,,59.22534556076174,59.22534556053864,1.744071559858052,11.011943347598011,17.002080830138247,0.11494145236969247,,0.08320601165886252
Snapshot vis size9 [GB],,,,,,,,,,,14.164635759111814,14.164635759782543,1.2305118495546623,6.656812269348934,10.718115965751716,0.05440023901236299,,0.08231581019530063,,25.417793724763744,25.417792806126123,1.6474696104315996,6.034576847463346,6.10312769523953,0.09951412678607596,,0.06015107595034453,,62.20332685169898,62.203326563800495,1.024931829343009,6.448799499455379,9.970249145299926,0.0957359941010853,,0.042332500499261995,,74.56558409058441,74.56558127813899,1.0310080431427884,6.486607075505769,10.029677105292416,0.15827074707501046,,0.019326781405827,,51.800078521139895,51.80007852094477,1.5254118467649525,9.631341525744313,14.870476713730149,0.10053088254209509,,0.07277421341405382
Snapshot vis size10 [GB],,,,,,,,,,,1.0152128040449537,1.0152128040930264,0.08819368224088124,0.47710941282900626,0.768192613542509,0.0038989932482330026,,0.005899767978985675,,1.8217531377998304,1.8217530719589086,0.11807802694179459,0.4325123347133758,0.43742553541786616,0.007132411832869617,,0.00431116927539684,,4.458258930761086,4.458258910126723,0.07345927802999755,0.46220064771904223,0.7145912372166379,0.006861624165441184,,0.003034070008220599,,5.34429102147267,5.344290819898084,0.07389477458314277,0.4649104057353449,0.718850579068322,0.011343637186925186,,0.0013851959399345554,,3.7126336221788394,3.7126336221648546,0.1093298595610865,0.6903009299604187,1.0658020875912593,0.0072052851124689895,,0.005215899266221595
Snapshot vis size11 [GB],,,,,,,,,,,0.4350912005338808,0.4350912005544834,0.037797292284731165,0.2044754620772054,0.3292254048961639,0.001670997101778156,,0.002528471984022141,,0.7807513426186014,0.7807513144010635,0.05060486854980845,0.18536242865177815,0.18746808609075383,0.0030567479199443653,,0.001847643970075592,,1.910682393629311,1.9106823847860128,0.03148254764033543,0.19808599133340984,0.306253386534131,0.0029406960627950253,,0.0013003157142234861,,2.2904104314586853,2.290410345069577,0.03166918901974018,0.19924731619433744,0.3080788187512481,0.004861558780991802,,0.0005936554011922176,,1.5911286908323061,1.5911286908263127,0.046855653968414075,0.2958432548815979,0.456772321993945,0.0030879793254008398,,0.0022353853936456585
Facet vis size predict0 [GB],(undefined),0.029708007942673798,0.02970800793747216,0.014331022404053088,0.011862930958798429,0.09445806793874555,5.532314282676835,(undefined),0.006308696795344457,(undefined),0.028504706307709637,0.028504706309059394,0.010700700558429711,0.011577711306683286,0.09320621296051883,10.108546085401654,(undefined),0.004136852458419008,(undefined),0.032546987622073066,0.032546986445775555,0.012463396929224815,0.013693209407693521,0.19167596370078702,18.491520534256136,(undefined),0.0021953908250629435,(undefined),0.07279394764159669,0.07279394730468114,0.03218916327745595,0.040506393515870605,0.3131271451104183,55.2468177120269,(undefined),0.0015450478902198207,(undefined),0.072151348325503,0.07215134560411711,0.032380054439574764,0.04074394795073753,0.3149941388340338,91.33403998047892,(undefined),0.0007053883068001435,(undefined),0.10581425544550534,0.10581425544510674,0.049047814871678794,0.06193688047230826,0.47814260159016114,58.013826402303515,(undefined),0.002729880465118683
Facet vis size predict1 [GB],,0.016030870819871795,0.016030870817064915,0.007732729831164233,0.006400997606716358,0.05096766295875018,2.0748070241307466,,0.004730540692914401,,0.004189644738250055,0.004189644738448444,0.0013676162822221464,0.0014797037266325549,0.011912335435706859,1.1654872041919155,,0.0007662004676305032,,0.005415699305589505,0.005415699109857916,0.0015387315916027139,0.002515878633233638,0.03634574815339802,2.091020405519941,,0.00041790975587445607,,0.013481696404008864,0.013481696341610915,0.006103737033136074,0.007680857437967642,0.059375440585906644,6.97366161704125,,0.0002941120074458184,,0.013565136140458069,0.01356513562881177,0.005928208289548207,0.007459487458281587,0.05766978769228844,11.528857503814566,,0.0001342761329594181,,0.019749122214246746,0.019749122214172354,0.009084208256010801,0.01147140851045295,0.08855740016715562,7.3229339026954685,,0.0005056099466936546
Facet vis size predict2 [GB],,0.03282179731186568,0.032821797306118845,0.015831573873262835,0.013105057164275877,0.10434844342124514,4.249697504721816,,0.01937564619293883,,0.004177403962402091,0.0041774039625999005,0.0013570479047281478,0.0014682691833577991,0.01182028179510883,0.8773645534031709,,0.0007639981346355808,,0.005366174980514379,0.005366174786572674,0.00152203583019731,0.0025085679148319794,0.03624104431783105,1.5638064594621648,,0.0004167080837227007,,0.013442587469182126,0.013442587406965186,0.006086154741668827,0.007658732127938788,0.05920440498972839,5.333907000967911,,0.0002932663566941903,,0.013525778414123049,0.013525777903961238,0.006122241488068243,0.007703640183718427,0.05955734845556906,8.818015144653412,,0.00013389001601650427,,0.019845690686207527,0.01984569068613277,0.009058045243814232,0.011438370232122838,0.0883023500543253,5.6010530129198814,,0.0005041564100590885
Facet vis size predict3 [GB],,0.15225868323053435,0.15225868320387506,0.07344069868271345,0.060792727376697844,0.4840594278659946,10.647779868855206,,0.09708559254734878,,0.01684169213352379,0.016841692134321285,0.005578304593113603,0.006035492705095576,0.04858865482922036,2.3897617244700076,,0.0030802939398431963,,0.022189286340165416,0.02218928553821094,0.006136170045607813,0.010113745367655564,0.14611599909019565,4.20344326879799,,0.0016800852493959362,,0.05419649180561219,0.054196491554772096,0.024538055425578305,0.030878346250113365,0.23869931553498303,15.020037366331772,,0.0011823926190388345,,0.05453186562537256,0.054531863568553746,0.024683541381845628,0.03105939575174482,0.24012222942546754,24.83112602929511,,0.0005398182205219545,,0.08128198460319241,0.08128198460288623,0.036520092320768006,0.04611705126572644,0.3560161038417164,15.772308277890028,,0.0020326610034995755
Facet vis size predict4 [GB],,0.23347730186750018,0.23347730182662013,0.11261490976424111,0.09322034826256899,0.7422629382267891,8.164610357209767,,0.1488829459154189,,0.06564378173738475,0.06564378174049314,0.022177161866453785,0.023994763360527686,0.19316952759286635,5.589089713452254,,0.012349545651438833,,0.08432549821619488,0.08432549516854343,0.024599955306061804,0.04054710607552012,0.5980110333678803,10.224098137451934,,0.006735808963360093,,0.21449484912833333,0.21449484813557707,0.10042726507177178,0.12637626780342154,0.9769282454506993,36.884745560302136,,0.004740456992206562,,0.21582208062526662,0.2158220724849452,0.10102267149663319,0.12711721893440195,0.982751572273557,60.97786198717203,,0.0021642426121062015,,0.3070696450580708,0.307069645056914,0.14946638885636052,0.18874402224530917,1.4570730256799465,38.73209923116849,,0.008149362054476597
Facet vis size predict5 [GB],,,,,,,,,,,0.07252536945060938,0.07252536945404361,0.02333518142390821,0.025247692180514023,0.20325621461818597,4.410838219327118,,0.012734772263859741,,0.09034261114668536,0.09034260788156633,0.025366768174193293,0.041811463018525674,0.5872988389968234,7.335206973016736,,0.0069459204221527845,,0.22820539832880124,0.22820539727258785,0.09862831425233608,0.12411249321631398,0.9594285568310059,25.874640100409376,,0.004888327311734141,,0.2296174274412701,0.22961741878061936,0.09921304418533518,0.12484015787759145,0.965147463620911,42.77595545375332,,0.0022317521879326526,,0.3266976826554962,0.3266976826542655,0.1467890280223387,0.1853630892028914,1.430972774773275,27.17055825426218,,0.008403568543981737
Facet vis size predict6 [GB],,,,,,,,,,,0.2610206138430979,0.26102061385545783,0.08709407893068805,0.09423215768678282,0.7586147490146374,11.224822769607272,,0.050926045924993266,,0.3406293678064234,0.3406293554955613,0.10143909957240416,0.16720138239816837,2.818306949093991,17.60016063782484,,0.027776558214165258,,0.8213222605324734,0.8213222567311103,0.47329376780623905,0.5955862674068182,4.604068923267577,59.261848070886145,,0.019548296982467024,,0.8264040931062532,0.8264040619361572,0.4760996993997114,0.5990780962985428,4.631512127053853,97.97168823798312,,0.008924719644977963,,1.410961260496734,1.410961260491419,0.7044056674230428,0.8895134215732332,6.866898337421884,62.22994750909681,,0.03360566226987552
Facet vis size predict7 [GB],,,,,,,,,,,0.4535709058074448,0.45357090582892245,0.17025926477474468,0.18421341706429484,1.4830076969675494,12.873563689763854,,0.099555638402663,,0.6215017176133106,0.6215016951512957,0.16997322704343013,0.3268615027789329,5.509520319522944,23.549555525310115,,0.05430055485799348,,1.605601688620328,1.6056016811890486,0.9252440390372445,1.1643141768057244,9.000514302808014,113.27738993785383,,0.03821508015272081,,1.615536038511559,1.6155359775771885,0.9307293231243495,1.1711403131940408,9.054162715267749,187.2701829704838,,0.01744698595099119,,2.298572028895502,2.2985720288868436,1.3770457990564573,1.7389137779979296,13.42413036324365,118.95083024356866,,0.06569591011589122
Facet vis size predict8 [GB],,,,,,,,,,,0.20680666850019508,0.20680666850998786,0.07763002835134399,0.08399245003388747,0.6761801169126705,5.095278616069425,,0.037827299654634286,,0.29518256876425336,0.2951825580959075,0.07534682616795041,0.12419449241949966,2.093404150534998,9.320771588791764,,0.02063211330724124,,0.813420774866217,0.8134207711014245,0.35155687327354546,0.44239425949914785,3.419846583871523,35.8676044361166,,0.014520254435877105,,0.8184536313627889,0.8184536004925667,0.35364106100310716,0.44498791716495406,3.440230827125524,59.29632426338152,,0.006629180665156299,,1.1644895214008957,1.1644895213965092,0.5232240490220255,0.6607198601874256,5.100649410548681,37.66401511250083,,0.024961909150988063
Facet vis size predict9 [GB],,,,,,,,,,,0.2763410915987319,0.2763410916118173,0.10373142626206039,0.11223307297824983,0.903530881374253,5.941956773190369,,0.08087373535216022,,0.42072720611772024,0.4207271909120007,0.12081663370028661,0.17701595371318304,4.475639253897017,10.869596355087124,,0.044110892852269504,,0.8695343168365879,0.8695343128120827,0.7516187259958209,0.9458265077181055,7.311535992842435,31.37077054704363,,0.031043906388679526,,0.8749143367008719,0.8749143037010791,0.7560746460411151,0.9513716563589589,7.355116788589801,51.86215840153943,,0.014173006502742292,,1.8672322152220902,1.8672322152150564,1.1186383642541855,1.4126005580435443,10.90504559932807,32.94195959139372,,0.05336787971295969
Facet vis size predict10 [GB],,,,,,,,,,,0.031209377950830376,0.031209377952308215,0.008786401221608954,0.009506519336095302,0.07653210917790831,0.6388110537904952,,0.005899767978985675,,0.035637043408540944,0.035637042120564136,0.010233574489283064,0.022490798016392678,0.37910257067373526,0.7790495697982387,,0.0037363504259035492,,0.1104788825298011,0.11047888201846663,0.0636647811312723,0.08011487143597808,0.6193131206264298,2.248417006531767,,0.002629529945384584,,0.11116243986399284,0.11116243567119669,0.06404221254929578,0.0805845641682882,0.6230045606821563,3.717083033411645,,0.0012005043474517555,,0.15816108430151,0.15816108430091422,0.09475265281890276,0.11965229740473514,0.9236961941103654,2.3610278256538386,,0.004520450446079025
Facet vis size predict11 [GB],,,,,,,,,,,0.015433171431350291,0.015433171432081087,0.005793215312387323,0.0062680171319661766,0.0504605896767332,0.2737761651553331,,0.002528471984022141,,0.026434013775801686,0.02643401282043632,0.006747392155928429,0.011121801651813824,0.18746808609075383,0.5008175792036847,,0.0018476439700755923,,0.05463231694747777,0.05463231669462052,0.03148254764033543,0.03961719826668196,0.3062533865341309,0.9636072858566739,,0.0013003157142234857,,0.05497033835817005,0.05497033628481304,0.03166918901974019,0.0398494632388675,0.30807881875124815,1.5930355813553936,,0.0005936554011922176,,0.07821138758939845,0.07821138758910384,0.046855653968414075,0.059168650976319556,0.45677232199394485,1.0118690653473472,,0.002235385393645659
Facet size [GB],(undefined),1.3344505672290021,1.3344505672290021,1.1440762750591578,1.1440762750591578,1.1440762750591578,3.1779896529421054,(undefined),0.9267017827979179,(undefined),24.208886833848794,24.208886833848794,18.080101430553125,18.080101430553125,18.080101430553125,10.170057054686136,(undefined),32.95098485718307,(undefined),28.76066619802189,28.76066619802189,15.780886802755495,35.50699530619986,98.63054251722188,8.876748826549965,(undefined),28.7606661980219,(undefined),42.283485654023394,42.283485654023394,100.69798252463272,100.69798252463272,100.69798252463272,100.69798252463272,(undefined),29.363531704182897,(undefined),40.85747749179098,40.85747749179098,97.30194875921866,97.30194875921866,97.30194875921866,97.30194875921866,(undefined),28.37324825818816,(undefined),44.73827127041753,44.73827127041753,106.54404642589142,106.54404642589142,106.54404642589142,106.54404642589142,(undefined),31.068243937789934
Facet size (all pol) [GB],(undefined),5.3378022689160085,5.3378022689160085,2.2881525501183155,2.2881525501183155,4.576305100236631,12.711958611768422,(undefined),1.8534035655958359,(undefined),96.83554733539518,96.83554733539518,36.16020286110625,36.16020286110625,72.3204057222125,40.680228218744546,(undefined),65.90196971436615,(undefined),115.04266479208756,115.04266479208756,31.56177360551099,71.01399061239972,394.52217006888753,35.50699530619986,(undefined),57.5213323960438,(undefined),169.13394261609358,169.13394261609358,201.39596504926544,201.39596504926544,402.7919300985309,402.7919300985309,(undefined),58.727063408365794,(undefined),163.42990996716392,163.42990996716392,194.60389751843732,194.60389751843732,389.20779503687464,389.20779503687464,(undefined),56.74649651637632,(undefined),178.9530850816701,178.9530850816701,213.08809285178285,213.08809285178285,426.1761857035657,426.1761857035657,(undefined),62.13648787557987
Image size [GB],3.1779896529421046,23.167544569947953,23.167544569947953,3.1779896529421046,3.1779896529421046,3.1779896529421046,3.1779896529421046,3.1779896529421046,0.9267017827979179,113.00063394095704,823.7746214295769,823.7746214295769,113.00063394095704,113.00063394095704,113.00063394095704,113.00063394095704,113.00063394095704,32.95098485718307,98.63054251722188,719.0166549505476,719.0166549505476,98.63054251722188,98.63054251722188,98.63054251722188,98.63054251722188,98.63054251722188,28.7606661980219,100.69798252463272,734.0882926045728,734.0882926045728,100.69798252463272,100.69798252463272,100.69798252463272,100.69798252463272,100.69798252463272,29.363531704182904,97.30194875921863,709.3312064547041,709.3312064547041,97.30194875921863,97.30194875921863,97.30194875921863,97.30194875921863,97.30194875921863,28.37324825818816,106.54404642589135,776.7060984447481,776.7060984447481,106.54404642589135,106.54404642589135,106.54404642589135,106.54404642589135,106.54404642589135,31.068243937789934
Image size (all pol) [GB],12.711958611768418,92.67017827979181,92.67017827979181,6.355979305884209,6.355979305884209,12.711958611768418,12.711958611768418,12.711958611768418,1.8534035655958359,452.0025357638282,3295.0984857183075,3295.0984857183075,226.0012678819141,226.0012678819141,452.0025357638282,452.0025357638282,452.0025357638282,65.90196971436615,394.52217006888753,2876.0666198021904,2876.0666198021904,197.26108503444377,197.26108503444377,394.52217006888753,394.52217006888753,394.52217006888753,57.5213323960438,402.7919300985309,2936.353170418291,2936.353170418291,201.39596504926544,201.39596504926544,402.7919300985309,402.7919300985309,402.7919300985309,58.72706340836581,389.20779503687453,2837.3248258188164,2837.3248258188164,194.60389751843726,194.60389751843726,389.20779503687453,389.20779503687453,389.20779503687453,56.74649651637632,426.1761857035654,3106.8243937789925,3106.8243937789925,213.0880928517827,213.0880928517827,426.1761857035654,426.1761857035654,426.1761857035654,62.13648787557987
Image cube size [GB],833090.919580855,3706.8071311916724,3706.8071311916724,254.23917223536836,254.23917223536836,508.4783444707367,833090.919580855,833090.919580855,74.13614262383344,29622438.183818243,131803.93942873232,131803.93942873232,9040.050715276564,9040.050715276564,18080.101430553128,29622438.183818243,29622438.183818243,2636.078788574646,25855404.937634613,115042.66479208763,115042.66479208763,7890.44340137775,7890.44340137775,15780.8868027555,25855404.937634613,25855404.937634613,2300.853295841752,26397371.93093732,117454.12681673164,117454.12681673164,8055.838601970617,8055.838601970617,16111.677203941234,26397371.93093732,26397371.93093732,2349.0825363346326,25507122.05553661,113492.99303275265,113492.99303275265,7784.15590073749,7784.15590073749,15568.31180147498,25507122.05553661,25507122.05553661,2269.8598606550527,27929882.506268863,124272.9757511597,124272.9757511597,8523.523714071309,8523.523714071309,17047.047428142618,27929882.506268863,27929882.506268863,2485.4595150231944
Gain calibration [MB],0.0,19.6608,0.032768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5648,0.012608000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5648,0.012608000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5648,0.012608000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5648,0.012608000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5648,0.012608000000000001,0.0,0.0,0.0,0.0,0.0,0.0
Ionospheric calibration [MB],0.0,58.9824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600
Bandpass calibration [MB],0.0,16.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bandpass process interval [s],3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],3.2920924323840004,2.0188071817654136,2.0188071817654136,0.37386856785626965,0.37386856785626965,0.7477371357125393,3.2920924323840004,3.2920924323840004,0.00018166238341372638,3.123330416639999,3.123330416639999,3.123330416639999,1.5616652083199996,1.5616652083199996,3.123330416639999,3.123330416639999,3.123330416639999,0.00043379589119999987,3.123330416639999,3.123330416639999,3.123330416639999,0.9791331546538908,0.9791331546538908,1.9582663093077817,3.123330416639999,3.123330416639999,0.00031699001123368945,3.123330416639999,3.123330416639999,3.123330416639999,0.6890841747134411,0.6890841747134411,1.3781683494268822,3.123330416639999,3.123330416639999,0.00022308794309662487,3.123330416639999,1.698828673679929,1.698828673679929,0.31459940188128116,0.31459940188128116,0.6291988037625623,3.123330416639999,3.123330416639999,0.00010185015908944967,3.123330416639999,3.123330416639999,3.123330416639999,1.184611290389301,1.184611290389301,2.369222580778602,3.123330416639999,3.123330416639999,0.00038351265315166315
Total buffer ingest rate [TeraBytes/s],0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705
Cleaning memory [PetaBytes],(undefined),0.015179375202229893,(undefined),0.002082218820607667,0.002082218820607667,0.011898393260615241,13.537727443188897,(undefined),(undefined),(undefined),0.3084212182632336,(undefined),0.04230743734749433,0.04230743734749433,0.42307437347494325,693.1650535013471,(undefined),(undefined),(undefined),0.20189987671011372,(undefined),0.027695456338835904,0.027695456338835904,0.25643941054477687,605.0164755406498,(undefined),(undefined),(undefined),0.13742132837557602,(undefined),0.013090737728202254,0.013090737728202254,0.26181475456404507,428.95729387773144,(undefined),(undefined),(undefined),0.06639340092416032,(undefined),0.006324626669349213,0.006324626669349213,0.2529850667739685,414.49073340247,(undefined),(undefined),(undefined),0.21809907244328539,(undefined),0.020776089053048827,0.020776089053048827,0.2770145207073177,453.8605907268693,(undefined),(undefined)
