,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Facet size (all pol) [GB],2.2881525501183164,12.711958611768422,13.017673029998253,452.0025357638282,33.15775159452364,414.4718949315456,5.330032972007449,2.2848220901952367,4.5696441803904735,12.693456056640207,3.7014117861162834,2.2848220901952367,4.5696441803904735,12.693456056640207,3.7014117861162834,2.2848220901952367,4.5696441803904735,12.693456056640207,11.26836090413403,13.417782283729169,13.417782283729169,13.417782283729169,2.113806664150882,5.66327659934114,5.66327659934114,4.203558678232858,1.0957973746958174,1.8789392570230061,1.8789392570230061,1.323326767302051,157.7948219561977,187.89392570230066,375.7878514046013,43.49396428293995,21.746982141469974,43.49396428293995,1.2856961017282222,4.0178003179006945,42.24162215380701,35.491074854879,39.92745921173888,95.04364984606579,35.491074854879,39.92745921173888,51.88972599157584,88.97415293480083,28.471728939136263,212.58855593746011,205.04297447671698,410.08594895343396,172.19673030934274,205.04297447671698,410.08594895343396
Image size [GB],3.1779896529421046,3.1779896529421046,113.00063394095704,113.00063394095704,103.61797373288637,103.61797373288637,23.133823663226774,3.173364014160051,3.173364014160051,3.173364014160051,10.281699405878562,3.173364014160051,3.173364014160051,3.173364014160051,10.281699405878562,3.173364014160051,3.173364014160051,3.173364014160051,48.907816424192816,6.708891141864585,6.708891141864585,6.708891141864585,9.174508090932648,2.83163829967057,2.83163829967057,2.101779339116429,3.043881596377269,0.939469628511503,0.939469628511503,0.6616633836510253,684.8733591848858,93.9469628511503,93.9469628511503,10.873491070734987,10.873491070734987,10.873491070734987,2.0089001589503472,2.0089001589503472,359.34713290564986,110.90960892149687,110.90960892149687,808.5310490377123,110.90960892149687,110.90960892149687,144.13812775437734,44.48707646740041,44.48707646740041,332.1696186522814,102.52148723835849,102.52148723835849,747.3816419676333,102.52148723835849,102.52148723835849
Image size (all pol) [GB],6.355979305884209,12.711958611768418,226.0012678819141,452.0025357638282,207.23594746577274,414.4718949315455,92.5352946529071,6.346728028320102,12.693456056640205,12.693456056640205,41.12679762351425,6.346728028320102,12.693456056640205,12.693456056640205,41.12679762351425,6.346728028320102,12.693456056640205,12.693456056640205,195.63126569677127,13.41778228372917,13.41778228372917,13.41778228372917,36.69803236373059,5.66327659934114,5.66327659934114,4.203558678232858,12.175526385509077,1.878939257023006,1.878939257023006,1.3233267673020506,2739.493436739543,187.8939257023006,375.7878514046012,43.49396428293995,21.746982141469974,43.49396428293995,8.035600635801389,4.0178003179006945,1437.3885316225994,221.81921784299374,443.6384356859875,3234.124196150849,221.81921784299374,443.6384356859875,576.5525110175093,88.97415293480083,177.94830586960165,1328.6784746091255,205.04297447671698,410.08594895343396,2989.526567870533,205.04297447671698,410.08594895343396
Image cube size [GB],3177.9896529421044,833090.919580855,113000.63394095705,29622438.183818243,103617.97373288637,27162830.106233764,3701.411786116284,253.8691211328041,6346.728028320103,19040.184084960307,1645.07190494057,253.8691211328041,6346.728028320103,19040.184084960307,1645.07190494057,253.8691211328041,6346.728028320103,19040.184084960307,7825.250627870851,536.7112913491668,6708.891141864585,42936.903307933346,18349.016181865296,226.5310639736456,226.5310639736456,275484.42153666855,6087.763192754538,75.15757028092024,563.6817771069017,86725.54302190719,109579.73746958171,7515.757028092024,187893.9257023006,1739.758571317598,869.879285658799,21746.982141469973,4017.800317900694,2812.4602225304857,718694.2658112997,8872.76871371975,310546.90498019126,129364.96784603396,8872.76871371975,310546.90498019126,23062.100440700375,3558.966117392033,124563.81410872116,53147.13898436502,8201.718979068679,410085.94895343395,119581.06271482132,8201.718979068679,410085.94895343395
Gain calibration [MB],0.0,0.0,0.0,0.0,0.0,0.0,19.6608,0.0,0.0,0.0,19.6608,0.0,0.0,0.0,19.6608,0.0,0.0,0.0,7.5648,0.0,0.0,0.0,7.5648,0.0,0.0,0.0,7.5648,0.0,0.0,0.0,7.5648,0.0,0.0,7.5648,0.0,0.0,7.5648,0.0,7.5648,0.0,0.0,7.5648,0.0,0.0,7.5648,0.0,0.0,7.5648,0.0,0.0,7.5648,0.0,0.0
Ionospheric calibration [MB],0.0,0.0,0.0,0.0,0.0,0.0,58.9824,0.0,0.0,0.0,58.9824,0.0,0.0,0.0,58.9824,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.0
Calibration process interval [s],600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
Bandpass calibration [MB],0.0,0.0,0.0,0.0,0.0,0.0,16.384,0.0,0.0,0.0,16.384,0.0,0.0,0.0,16.384,0.0,0.0,0.0,6.304,0.0,0.0,0.0,6.304,0.0,0.0,0.0,6.304,0.0,0.0,0.0,6.304,0.0,0.0,6.304,0.0,0.0,6.304,0.0,6.304,0.0,0.0,6.304,0.0,0.0,6.304,0.0,0.0,6.304,0.0,0.0,6.304,0.0,0.0
Bandpass process interval [s],3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],0.37386856785626965,3.292092432384001,1.5616652083199996,3.123330416639999,0.7397335402460925,3.123330416639999,17.2524436612356,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,1.0622177883119122,0.1967105405821072,0.1967105405821072,0.6532836333712048,0.32710142210494925,0.09086331887845268,0.003655723623047832,0.30918653389646455,0.06181066911735407,0.01717021296950057,0.01717021296950057,0.06002396806848926,9.217020112932722,1.706863782796064,3.413727565592128,0.029148582938054706,0.014574291469027353,0.029148582938054706,0.21138866526935218,0.10569433263467609,18.6411959061079,5.178126833076211,10.356253666152423,18.739982499839996,5.178126833076211,10.356253666152423,11.653350405642486,3.2370584202910027,6.474116840582005,15.569297212707173,4.324819141782734,8.649638283565467,18.739982499839996,4.324819141782734,8.649638283565467
Total buffer ingest rate [TeraBytes/s],0.22951231488,0.45902462976,0.21911118994285705,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.11718355056481629,0.058591775282408144,0.0936553801197049,0.17067605927255525,0.11230408655405545,0.056152043277027726,8.568121837925374e-05,0.007246575962058415,0.0603171441186228,0.0301585720593114,0.0301585720593114,0.0019206548095032597,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.24400634366067123,0.12200317183033561,0.24400634366067123,0.0882049461869223,0.04410247309346115,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4326091720769555,0.21630458603847774,0.4326091720769555,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141
Cleaning memory [PetaBytes],0.0020822188206076676,13.537727443188897,0.04230743734749433,481.36462048704647,0.019397284682796327,441.3959892262987,0.01082662947439013,0.001485134358626904,0.1485134358626904,0.30940299138060506,0.004811835321951169,0.001485134358626904,0.1485134358626904,0.30940299138060506,0.004811835321951169,0.001485134358626904,0.1485134358626904,0.30940299138060506,0.004577771617304449,0.00043607792422119794,0.218038962110599,1.3954493575078335,0.0008587339573112956,0.00018405648947858704,0.007362259579143483,8.953243699941728,0.00028490731742091257,6.106552585324769e-05,0.018319657755974307,2.8185801482119834,0.06410414641970531,0.006106552585324772,3.053276292662386,0.0014135538391955478,0.0014135538391955478,0.353388459798887,0.0007521322195110101,0.0914049572322408,0.06726978327993767,0.020762278790104217,7.266797576536476,0.15135701237985974,0.020762278790104217,7.266797576536476,0.02698265751561944,0.005783319940762054,2.914793250144075,0.06218215261170708,0.013327793340986605,6.663896670493303,0.13990984337634096,0.013327793340986605,6.663896670493303
Working (cache) memory [TeraBytes],0.0001000287188972712,0.00031574526270643287,0.0039025207996900005,0.03139135488455348,0.00029121289190761585,0.0012649285619185497,0.0007071065577127979,7.989415548726815e-05,7.989415548726815e-05,0.0002015783009176349,0.00019852335881719184,7.989415548726815e-05,7.989415548726815e-05,0.0002015783009176349,0.00019852335881719184,7.989415548726815e-05,7.989415548726815e-05,0.0002015783009176349,0.00022081469710131098,1.747329118535103e-05,6.011565056135644e-05,9.823983241538795e-05,0.0001598213538287985,3.6044046546460815e-06,1.3168163864213617e-05,0.00021816717288941566,8.56835572725596e-05,1.6646956625909315e-06,4.831379288597576e-06,0.00010697140303969479,0.0004931490385055431,1.5184868512237034e-05,9.667870522961013e-05,2.629514710729215e-05,1.7511681714373986e-05,6.408492365105488e-05,0.0001170494587219956,3.45780027259563e-05,0.008016800297596167,0.00023583109127183881,0.0009260718882950149,0.0028067423196784596,0.00023583109127183881,0.0009260718882950149,0.0002800949380086894,3.979670525465753e-05,0.00022782815420578062,0.00024655386850579825,3.123581364557247e-05,0.00019141942930635958,0.0006103250019963497,3.123581364557247e-05,0.00019141942930635958
Visibility I/O Rate [TeraBytes/s],1.2462285595208986,10.973641441280003,5.205550694399998,10.411101388799995,2.465778467486975,10.411101388799995,7.987242435757222,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,0.4917674945888483,0.10928363365672622,0.10928363365672622,0.36293535187289155,0.1514358435671061,0.05047962159914038,0.0020309575683599068,0.17177029660914697,0.039021887069036656,0.013007737098106494,0.013007737098106494,0.04547270308218883,4.267138941172556,0.9482576571089243,1.8965153142178486,0.658278747471877,0.3949672484831261,0.7899344969662522,0.2669048803905961,0.1601429282343577,8.63018328986477,2.876737129486784,5.753474258973568,8.675917823999997,2.876737129486784,5.753474258973568,5.39506963224189,1.7983657890505569,3.5967315781011138,7.208007968845914,2.402677300990408,4.805354601980816,8.675917823999997,2.402677300990408,4.805354601980816
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],3.6141954566534857,28.326526837105533,15.649286841456307,340.45405889311667,6.747942226016185,280.19502378042733,12.831439013687095,4.677504468078017,5.100009489437786,10.103995982754292,7.968135038708627,4.677504468078017,5.100009489437786,10.103995982754292,7.968135038708627,4.677504468078017,5.100009489437786,10.103995982754292,0.8599012666053825,0.3246468657437782,0.35659388181697343,1.2637210270265802,0.30837593252081086,0.1592994941385444,0.007920781246193354,1.6152508307433904,0.09132973086316516,0.04518300767190549,0.048881970546930636,0.7066725986812269,6.01160761440593,2.508987570296005,2.838449961779765,1.0066622333397337,1.1344222633423053,2.9600741976114926,0.47740545958274494,0.5627079580867518,13.926422491978714,7.426572378685574,8.645848661785228,13.617213885428406,7.426572378685574,8.645848661785228,7.516947555218186,4.685146767550814,5.267062406096261,9.598167510128215,6.123695043220622,7.082666253472395,12.231926543494858,6.123695043220622,7.082666253472395
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,2.049938960014179e-06,,,,8.652228137882298e-07,,,,3.9144567854645957e-07,,,,,,,0.00016207100511935618,,,,,3.388904717045737e-05,,,3.388904717045737e-05,,,1.3593273365039017e-05,,,3.132600998949843e-05,,,3.132600998949843e-05,
-> Phase Rotation [PetaFLOP/s],0.0053310888379505105,0.0,0.13917618175999996,0.0,0.023733117749562136,0.0,0.20966511393862705,0.007593123308885102,0.015186246617770204,0.0,0.08945819851939481,0.007593123308885102,0.015186246617770204,0.0,0.08945819851939481,0.007593123308885102,0.015186246617770204,0.0,0.012908896732957267,0.0,0.0,0.0,0.003975190893636537,0.0,0.0,0.0,0.000655567702759816,0.0,0.0,0.0,0.1120123972057796,0.0,0.0,0.0,0.0,0.0,0.002522251119691134,0.0,0.4440229302635423,0.02768859487131028,0.09844833732021434,0.44637597204479984,0.02768859487131028,0.09844833732021434,0.09063716982166378,0.0,0.03461854143922322,0.06811567530559388,0.0,0.0,0.2277428428799999,0.0,0.0
-> Subtract Image Component [PetaFLOP/s],7.180424961111111e-05,1.3445038007182222,4.1030999777777776e-05,1.3445038007182222,2.0515499888888888e-05,1.3445038007182222,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,2.7975681666666665e-05,1.7096249907407408e-06,0.0008548124953703703,0.00547079997037037,2.7975681666666665e-05,1.7096249907407408e-06,6.838499962962963e-05,0.11204198339318519,3.814865681818181e-05,2.331306805555555e-06,0.0006993920416666665,0.15278452280888885,2.7975681666666665e-05,1.7096249907407408e-06,0.0017096249907407406,0.0027293347967479674,0.00016679268202348687,0.08339634101174344,0.00030518925454545447,0.003263829527777777,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.0034192499814814812,5.595136333333333e-05,3.4192499814814816e-06,0.0034192499814814812
-> Correct [PetaFLOP/s],0.045695047182432946,0.40236685284693335,0.006362339737599997,0.012724679475199995,0.0030137292380396363,0.012724679475199995,0.28754072768725986,0.065083914076158,0.130167828152316,0.2529927499417765,0.1916961396844174,0.065083914076158,0.130167828152316,0.2529927499417765,0.1916961396844174,0.065083914076158,0.130167828152316,0.2529927499417765,0.0005901209935066179,0.00013356888558044318,0.00013356888558044318,0.0004435876522890896,0.0001817230122805274,6.169731528783825e-05,2.4822814724398867e-06,0.0002099414736334019,4.6826264482843994e-05,1.5898345342130163e-05,1.5898345342130163e-05,5.5577748211564123e-05,0.005120566729407066,0.0011589815809109072,0.0023179631618218143,0.0007899344969662522,0.00048273774814604296,0.0009654754962920859,0.0003202858564687154,0.00019573024561977053,0.010356219947837723,0.003516012047150513,0.007032024094301026,0.010411101388799995,0.003516012047150513,0.007032024094301026,0.0064740835586902705,0.0021980026310617915,0.004396005262123583,0.008649609562615094,0.0029366055900993866,0.005873211180198773,0.010411101388799995,0.0029366055900993866,0.005873211180198773
-> Degrid [PetaFLOP/s],0.09310994998934954,0.690724036748231,0.32943609528773693,5.979761898010133,0.10125304857862927,1.2825403290848802,0.279512825268187,0.023646179566261614,0.048387206287593784,0.20377751902618924,0.12615510576459338,0.023646179566261614,0.048387206287593784,0.20377751902618924,0.12615510576459338,0.023646179566261614,0.048387206287593784,0.20377751902618924,0.014228800729660436,0.0010363774178935793,0.0017836093054350666,0.008481758075138948,0.004908457570241966,0.0005236875304042852,4.610980091790957e-05,0.013174544626986036,0.0017668422245098979,0.00013082742877617247,0.00015730000482143907,0.0026849349523832334,0.09533468414414363,0.034995332031836295,0.028665250585218897,0.00658172760041475,0.0035047893745875944,0.011578535475499278,0.0034045600206820694,0.0018157541903613423,0.21727720668525585,0.022246388348106452,0.056106524612536096,0.3153146634857276,0.022246388348106452,0.056106524612536096,0.09974793226272866,0.021068082859102166,0.04334649719049703,0.11129166288475588,0.017879245021138503,0.0722228497268051,0.2113756883322983,0.017879245021138503,0.0722228497268051
-> Visibility Weighting [PetaFLOP/s],7.944264740494452e-05,0.0016516118510884372,0.00017649329216306341,0.0011955647265367239,7.173596816514932e-05,0.0011955647265367239,0.0012497762639891957,0.00011315096919854346,0.00023000458472419285,0.0005151307960054483,0.0006353566873428667,0.00011315096919854346,0.00023000458472419285,0.0005151307960054483,0.0006353566873428667,0.00011315096919854346,0.00023000458472419285,0.0005151307960054483,4.9311338456450985e-05,2.850806184194578e-06,2.9185483027500263e-06,1.3466001803128538e-05,1.9911320443392137e-05,2.13065405073555e-06,1.613027538065216e-07,1.3642344033604376e-05,8.07285589290979e-06,6.495482092518479e-07,6.495482092518479e-07,4.459558516300394e-06,0.00031928235566020403,2.458707824605534e-05,4.931571751238856e-05,1.860641907196803e-05,1.1370589432869351e-05,2.2741178865738702e-05,1.5735554886846823e-05,6.456994477364095e-06,0.0004310508783193861,8.332261718134469e-05,0.0001695734379949983,0.000940107330835527,8.332261718134469e-05,0.0001695734379949983,0.00034450711241011266,5.467981882080047e-05,0.00013418159805014406,0.0004085471865286174,6.230283477235812e-05,0.00012460566954471624,0.0008092213868547807,6.230283477235812e-05,0.00012460566954471624
-> DFT [PetaFLOP/s],3.080944590069022,13.564598954812304,13.060666196904226,13.060666196904226,6.186609519336058,13.060666196904226,9.69357845124568,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,0.6977525011644179,0.3158607303146316,0.3158607303146316,1.0489862156272984,0.22853090698744002,0.15517840304841335,0.00624332635889937,0.5280356602239987,0.06453271686098978,0.04381999844970805,0.04381999844970805,0.15318681209013738,5.255771897602803,2.379167441685174,2.379167441685174,0.9041410960500461,1.105061339616723,1.105061339616723,0.4212071581462665,0.5148087488454368,10.629669066638986,7.217700026413433,7.217700026413433,10.685999615648914,7.217700026413433,7.217700026413433,6.732139604517608,4.571229403903007,4.571229403903007,8.877996766130018,6.028289425914713,6.028289425914713,10.685999615648914,6.028289425914713,6.028289425914713
-> Identify Component [PetaFLOP/s],0.0012235260163827107,7.954861211275527,0.024860139467010555,282.8531423802089,0.011397977110617501,259.3673013616072,0.017350367747420076,0.00029089170129800463,0.029089170129800463,0.060602437770417635,0.007711274554408922,0.00029089170129800463,0.029089170129800463,0.060602437770417635,0.007711274554408922,0.00029089170129800463,0.029089170129800463,0.060602437770417635,0.0036680862318144622,4.2707061666962054e-05,0.021353530833481026,0.13666259733427857,0.0006880881068199484,1.8025475287254785e-05,0.0007210190114901914,0.8768312028076833,0.0003113060723567662,8.15511830305124e-06,0.002446535490915372,0.3764129471436944,0.051365501938866444,0.0005980420088904245,0.2990210044452123,0.05525147901796233,0.00675295854663984,1.68823963665996,0.0016436455845957386,0.02441371720946602,0.05390206993584748,0.002033342830227443,0.711669990579605,0.12127965735565686,0.002033342830227443,0.711669990579605,0.0216207191631566,0.0005663863902099591,0.28545874066581933,0.049825442797842213,0.001305250416229101,0.6526252081145506,0.112107246295145,0.001305250416229101,0.6526252081145506
-> Flag [PetaFLOP/s],0.013280123087394576,0.11693786660864,0.05547164958719997,0.11094329917439993,0.026275951794158082,0.11094329917439993,0.08356652398410992,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.055711690595783805,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.055711690595783805,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.005145117412135825,0.0011645537211544888,0.0011645537211544888,0.0038675298433954995,0.001584397513320848,0.0005379234676658397,2.1642391587835258e-05,0.001830427223241223,0.00040826649345979604,0.00013861369845169735,0.00013861369845169735,0.0004845684922195747,0.04464494117201787,0.010104870658566975,0.02020974131713395,0.0068872413954245105,0.004208869741648313,0.008417739483296625,0.0027924923110866124,0.0017065230789973741,0.09029329267021012,0.03065523003609353,0.06131046007218706,0.09077179023359995,0.03065523003609353,0.06131046007218706,0.0564459160273308,0.019163835439569996,0.03832767087913999,0.07541378337405036,0.025603529988679027,0.051207059977358055,0.09077179023359995,0.025603529988679027,0.051207059977358055
-> Reprojection [PetaFLOP/s],0.03185245722030787,1.051499493431289,0.1624493854349241,10.074037612892345,0.02940531115651386,1.3342400563546537,0.017463165413941183,0.00021196163437601237,0.03596739714312907,0.08803341407273346,0.007627704186060836,0.00021196163437601237,0.03596739714312907,0.08803341407273346,0.007627704186060836,0.00021196163437601237,0.03596739714312907,0.08803341407273346,0.0038336134622611036,4.9154931267388214e-05,0.002850823653572751,0.014697875263299779,0.0019371428982144765,1.7515775484833606e-05,7.90427040406343e-05,0.023782972244623002,0.0005881033080035226,4.42930043148422e-06,0.0001658798506765889,0.005455612130203457,0.011141064790329145,0.008668168795908532,0.01916709822970513,0.0010821712960698041,9.892372336450615e-05,0.011159602127047601,0.0010489406589911402,0.0025280745401833303,0.0833216932905561,0.000592167906790546,0.06574344369941977,0.05358407771162885,0.000592167906790546,0.06574344369941977,0.013896059364651117,0.0005429369742340273,0.04276814333817798,0.010437921339284319,0.0003111108853011061,0.05596929758140074,0.02001613444170153,0.0003111108853011061,0.05596929758140074
-> Reprojection Predict [PetaFLOP/s],0.03185245722030787,0.003208921793918729,0.1624493854349241,0.030743522988563064,0.02940531115651386,0.004071777515730754,0.0873158270697059,0.00021196163437601237,0.014386958857251627,0.011737788543031128,0.03813852093030418,0.00021196163437601237,0.014386958857251627,0.011737788543031128,0.03813852093030418,0.00021196163437601237,0.014386958857251627,0.011737788543031128,0.01916806731130552,4.9154931267388214e-05,0.0011403294614291005,0.0009186172039562362,0.009685714491072384,1.7515775484833606e-05,7.90427040406343e-05,7.257987135199891e-05,0.0029405165400176124,4.42930043148422e-06,0.00011058656711772594,1.664920694031817e-05,0.055705323951645735,0.008668168795908532,0.007666839291882052,0.005410856480349021,9.892372336450615e-05,0.0044638408508190395,0.0052447032949556995,0.0007223070114809517,0.4166084664527804,0.000592167906790546,0.018783841056977075,0.2679203885581442,0.000592167906790546,0.018783841056977075,0.06948029682325559,0.0005429369742340273,0.012219469525193706,0.0521896066964216,0.0003111108853011061,0.01119385951628015,0.10008067220850766,0.0003111108853011061,0.01119385951628015
-> FFT [PetaFLOP/s],0.043146599721973,1.5018287188052961,0.24042308039189889,16.983588263395994,0.04550270053242804,2.241021841937862,0.0238472597627654,0.00229676834021853,0.04871682278823408,0.1257265307700326,0.010215566254727717,0.00229676834021853,0.04871682278823408,0.1257265307700326,0.010215566254727717,0.00229676834021853,0.04871682278823408,0.1257265307700326,0.0054421130680095894,0.0005828482503974849,0.004225409170135055,0.021784769759860982,0.0025160770647580503,0.00019897213206952237,0.00011223664748046025,0.03325925480470761,0.0007359917033723873,4.7494983301749204e-05,0.00022233930786168295,0.00717454517849589,0.017936701484613512,0.014498000966753492,0.03205805230688271,0.0016416590591609994,0.0012005421117124348,0.016929170081515746,0.0013248069402434766,0.0035271390996234712,0.12622380897510993,0.007353952556012833,0.09932737156471286,0.0843088427582539,0.007353952556012833,0.09932737156471286,0.021257309123508983,0.0070305272000396905,0.06357230261713961,0.017029089235950888,0.004178484922624067,0.09396443403426584,0.03235134429932968,0.004178484922624067,0.09396443403426584
-> Degridding Kernel Update [PetaFLOP/s],0.05230058924765507,0.4990999248317181,0.10081856622280574,1.9851823429888906,0.012821805979682915,0.07282009773117584,0.7524990627859706,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.35010911121639676,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.35010911121639676,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.020858806434027176,0.0008810965672771168,0.0018707371995214505,0.006261389940745298,0.016270857280323434,0.000609321921816999,0.00019441572644502233,0.006354728285084942,0.006556832031296985,0.0003202463772987524,0.0003991286927567921,0.00285083291779497,0.02817100300793771,0.0007682488607109969,0.003392142921447534,0.002985718399473674,0.0015676367185669272,0.005714614951553173,0.012234770173158827,0.0034419679920755664,0.27196659210710944,0.013574684051448321,0.06189499074483767,0.16950680011510827,0.013574684051448321,0.06189499074483767,0.048490425189556235,0.003187434406722577,0.036097335349389796,0.02362165741723125,0.001914012009076358,0.008197119771687002,0.06066320715536399,0.001914012009076358,0.008197119771687002
-> Phase Rotation Predict [PetaFLOP/s],0.026655444189752554,0.0,0.6958809087999998,0.0,0.11866558874781068,0.0,0.20966511393862705,0.007593123308885102,0.015186246617770204,0.0,0.08945819851939481,0.007593123308885102,0.015186246617770204,0.0,0.08945819851939481,0.007593123308885102,0.015186246617770204,0.0,0.012908896732957267,0.0,0.0,0.0,0.003975190893636537,0.0,0.0,0.0,0.000655567702759816,0.0,0.0,0.0,0.1120123972057796,0.0,0.0,0.0,0.0,0.0,0.002522251119691134,0.0,0.4440229302635423,0.02768859487131028,0.09844833732021434,0.44637597204479984,0.02768859487131028,0.09844833732021434,0.09063716982166378,0.0,0.03461854143922322,0.06811567530559388,0.0,0.0,0.2277428428799999,0.0,0.0
-> IFFT [PetaFLOP/s],0.043146599721973,0.00458321752565093,0.24042308039189889,0.05182979816710202,0.04550270053242804,0.006839055914117011,0.119236298813827,0.01148384170109265,0.019486729115293627,0.016763537436004346,0.05107783127363858,0.01148384170109265,0.019486729115293627,0.016763537436004346,0.05107783127363858,0.01148384170109265,0.019486729115293627,0.016763537436004346,0.027210565340047947,0.002914241251987425,0.001690163668054022,0.0013615481099913114,0.01258038532379025,0.000994860660347612,0.00011223664748046025,0.0001014991906881946,0.003679958516861937,0.000237474916508746,0.00014822620524112195,2.189497429960904e-05,0.08968350742306755,0.014498000966753492,0.01282322092275308,0.008208295295804996,0.006002710558562174,0.006771668032606299,0.006624034701217384,0.0010077540284638491,0.6311190448755496,0.03676976278006416,0.028379249018489386,0.42154421379126944,0.03676976278006416,0.028379249018489386,0.1062865456175449,0.03515263600019846,0.01816351503346846,0.08514544617975443,0.020892424613120332,0.01879288680685317,0.1617567214966484,0.020892424613120332,0.01879288680685317
