Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Facet side length [pixels],(undefined),53813.967250552094,53813.967250552094,19931.098981685962,19931.098981685962,19931.098981685962,19931.098981685962,(undefined),10762.79345011042,(undefined),42785.63158168294,42785.63158168294,47539.59064631437,47539.59064631437,47539.59064631437,35654.69298473578,(undefined),64178.4473725244,(undefined),51393.43996315978,51393.43996315978,44414.08391878005,44414.08391878005,111035.20979695015,44414.08391878005,(undefined),59959.01329035308,(undefined),72701.00210281096,72701.00210281096,112192.90447964653,67315.74268778792,112192.90447964653,112192.90447964653,(undefined),60584.16841900912,(undefined),89330.71181075086,89330.71181075086,66170.89763759321,110284.8293959887,110284.8293959887,110284.8293959887,(undefined),59553.807873833895,(undefined),62317.978884297445,62317.978884297445,115403.66460055082,115403.66460055082,115403.66460055082,115403.66460055082,(undefined),62317.97888429744
Image side length [pixels],19931.09898168596,53813.9672505521,53813.9672505521,19931.09898168596,19931.09898168596,19931.09898168596,19931.09898168596,19931.09898168596,10762.79345011042,118848.97661578593,320892.236862622,320892.236862622,118848.97661578593,118848.97661578593,118848.97661578593,118848.97661578593,118848.97661578593,64178.4473725244,111035.20979695015,299795.0664517654,299795.0664517654,111035.20979695015,111035.20979695015,111035.20979695015,111035.20979695015,111035.20979695015,59959.01329035308,112192.90447964653,302920.84209504566,302920.84209504566,112192.90447964653,112192.90447964653,112192.90447964653,112192.90447964653,112192.90447964653,60584.168419009126,110284.82939598868,297769.0393691695,297769.0393691695,110284.82939598868,110284.82939598868,110284.82939598868,110284.82939598868,110284.82939598868,59553.807873833895,115403.6646005508,311589.8944214872,311589.8944214872,115403.6646005508,115403.6646005508,115403.6646005508,115403.6646005508,115403.6646005508,62317.97888429744
Grid side dimension [lambda],72668.06529245574,72668.06529245574,72668.06529245574,72668.06529245574,72668.06529245574,72668.06529245574,72668.06529245574,72668.06529245574,43600.83917547343,1004497.2720443411,1004497.2720443411,1004497.2720443411,1004497.2720443411,1004497.2720443411,1004497.2720443411,1004497.2720443411,1004497.2720443411,602698.3632266046,2283161.0249714144,2283161.0249714144,2283161.0249714144,2283161.0249714144,2283161.0249714144,2283161.0249714144,2283161.0249714144,2283161.0249714144,1369896.6149828488,10378503.711903185,10378503.711903185,10378503.711903185,10378503.711903185,10378503.711903185,10378503.711903185,10378503.711903185,10378503.711903185,6227102.22714191,22901473.54349206,22901473.54349206,22901473.54349206,22901473.54349206,22901473.54349206,22901473.54349206,22901473.54349206,22901473.54349206,13740884.126095237,11726603.768333973,11726603.768333973,11726603.768333973,11726603.768333973,11726603.768333973,11726603.768333973,11726603.768333973,11726603.768333973,7035962.261000384
Baselines dimension [lambda],43600.83917547344,43600.83917547344,43600.83917547344,43600.83917547344,43600.83917547344,43600.83917547344,43600.83917547344,43600.83917547344,43600.83917547344,602698.3632266046,602698.3632266046,602698.3632266046,602698.3632266046,602698.3632266046,602698.3632266046,602698.3632266046,602698.3632266046,602698.3632266046,1369896.614982849,1369896.614982849,1369896.614982849,1369896.614982849,1369896.614982849,1369896.614982849,1369896.614982849,1369896.614982849,1369896.614982849,6227102.227141909,6227102.227141909,6227102.227141909,6227102.227141909,6227102.227141909,6227102.227141909,6227102.227141909,6227102.227141909,6227102.227141909,13740884.126095237,13740884.126095237,13740884.126095237,13740884.126095237,13740884.126095237,13740884.126095237,13740884.126095237,13740884.126095237,13740884.126095237,7035962.261000384,7035962.261000384,7035962.261000384,7035962.261000384,7035962.261000384,7035962.261000384,7035962.261000384,7035962.261000384,7035962.261000384
Epsilon (approx),0.6666666666666672,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.342997170285018,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.24373333911071637,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.24373333911071637,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.24373333911071637,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.24373333911071637,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.24373333911071637,0.342997170285018
Qbw,2.2049999999999983,2.2049999999999983,2.2049999999999983,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,4.285749642711291,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,6.031181476294671,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,6.031181476294671,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,6.031181476294671,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,6.031181476294671,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,6.031181476294671,4.285749642711291
Max subband ratio,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
Number subbands,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Station/antenna diameter,35,35,35,35,35,35,35,35,35,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
-- Time Coalescing --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionospheric timescale [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Coalesce time full0 [s],27.900000000000002,9.9,9.9,27.900000000000002,27.900000000000002,27.900000000000002,14.4,14.4,15.3,5.74,2.1,2.1,5.74,5.74,5.74,3.22,3.22,5.040000000000001,6.0200000000000005,2.24,2.24,6.0200000000000005,6.0200000000000005,6.0200000000000005,3.22,3.22,5.180000000000001,6.0200000000000005,2.24,2.24,6.0200000000000005,6.0200000000000005,6.0200000000000005,3.22,3.22,5.180000000000001,6.0200000000000005,2.24,2.24,6.0200000000000005,6.0200000000000005,6.0200000000000005,3.22,3.22,5.180000000000001,5.880000000000001,2.1,2.1,5.880000000000001,5.880000000000001,5.880000000000001,3.22,3.22,5.040000000000001
Coalesce time full1 [s],13.5,4.5,4.5,13.5,13.5,13.5,7.2,7.2,7.2,3.7800000000000002,1.4000000000000001,1.4000000000000001,3.7800000000000002,3.7800000000000002,3.7800000000000002,2.1,2.1,3.3600000000000003,3.9200000000000004,1.4000000000000001,1.4000000000000001,3.9200000000000004,3.9200000000000004,3.9200000000000004,2.1,2.1,3.3600000000000003,3.9200000000000004,1.4000000000000001,1.4000000000000001,3.9200000000000004,3.9200000000000004,3.9200000000000004,2.1,2.1,3.3600000000000003,4.0600000000000005,1.4000000000000001,1.4000000000000001,4.0600000000000005,4.0600000000000005,4.0600000000000005,2.1,2.1,3.3600000000000003,3.9200000000000004,1.4000000000000001,1.4000000000000001,3.9200000000000004,3.9200000000000004,3.9200000000000004,2.1,2.1,3.3600000000000003
Coalesce time full2 [s],6.3,1.8,1.8,6.3,6.3,6.3,3.6,3.6,3.6,2.8000000000000003,0.9800000000000001,0.9800000000000001,2.8000000000000003,2.8000000000000003,2.8000000000000003,1.54,1.54,2.5200000000000005,2.9400000000000004,1.12,1.12,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,1.54,2.5200000000000005,2.9400000000000004,1.12,1.12,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,1.54,2.5200000000000005,2.9400000000000004,1.12,1.12,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,1.54,2.5200000000000005,2.9400000000000004,0.9800000000000001,0.9800000000000001,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,1.54,2.5200000000000005
Coalesce time full3 [s],2.7,0.9,0.9,2.7,2.7,2.7,1.8,1.8,1.8,1.8200000000000003,0.7000000000000001,0.7000000000000001,1.8200000000000003,1.8200000000000003,1.8200000000000003,0.9800000000000001,0.9800000000000001,1.6800000000000002,1.9600000000000002,0.7000000000000001,0.7000000000000001,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,0.9800000000000001,1.6800000000000002,1.9600000000000002,0.7000000000000001,0.7000000000000001,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,0.9800000000000001,1.6800000000000002,1.9600000000000002,0.7000000000000001,0.7000000000000001,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,0.9800000000000001,1.6800000000000002,1.9600000000000002,0.7000000000000001,0.7000000000000001,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,0.9800000000000001,1.6800000000000002
Coalesce time full4 [s],0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.12,0.42000000000000004,0.42000000000000004,1.12,1.12,1.12,0.56,0.56,0.9800000000000001,1.12,0.42000000000000004,0.42000000000000004,1.12,1.12,1.12,0.56,0.56,0.9800000000000001,1.12,0.42000000000000004,0.42000000000000004,1.12,1.12,1.12,0.56,0.56,0.9800000000000001,1.12,0.42000000000000004,0.42000000000000004,1.12,1.12,1.12,0.56,0.56,0.9800000000000001,1.12,0.42000000000000004,0.42000000000000004,1.12,1.12,1.12,0.56,0.56,0.9800000000000001
Coalesce time full5 [s],,,,,,,,,,0.7000000000000001,0.28,0.28,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.8400000000000001,0.28,0.28,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.8400000000000001,0.28,0.28,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.8400000000000001,0.28,0.28,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.8400000000000001,0.28,0.28,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.7000000000000001
Coalesce time full6 [s],,,,,,,,,,0.42000000000000004,0.14,0.14,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.28,0.42000000000000004,0.42000000000000004,0.14,0.14,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.28,0.42000000000000004,0.42000000000000004,0.14,0.14,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.28,0.42000000000000004,0.42000000000000004,0.14,0.14,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.28,0.42000000000000004,0.42000000000000004,0.14,0.14,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.28,0.42000000000000004
Coalesce time full7 [s],,,,,,,,,,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.14,0.28
Coalesce time full8 [s],,,,,,,,,,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.14,0.28
Coalesce time full9 [s],,,,,,,,,,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time full10 [s],,,,,,,,,,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time full11 [s],,,,,,,,,,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time pred0 [s],(undefined),9.9,9.9,10.0,10.0,10.0,10.0,(undefined),10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,(undefined),5.040000000000001,(undefined),10.0,10.0,10.0,10.0,6.0200000000000005,8.260000000000002,(undefined),5.180000000000001,(undefined),9.24,9.24,6.0200000000000005,10.0,6.0200000000000005,3.22,(undefined),5.180000000000001,(undefined),7.420000000000001,7.420000000000001,10.0,6.0200000000000005,6.0200000000000005,3.22,(undefined),5.180000000000001,(undefined),10.0,10.0,5.880000000000001,5.880000000000001,5.880000000000001,3.22,(undefined),5.040000000000001
Coalesce time pred1 [s],,4.5,4.5,10.0,10.0,10.0,7.2,,7.2,,10.0,10.0,9.66,9.66,9.66,7.140000000000001,,3.3600000000000003,,8.680000000000001,8.680000000000001,10.0,10.0,3.9200000000000004,5.460000000000001,,3.3600000000000003,,6.16,6.16,3.9200000000000004,6.720000000000001,3.9200000000000004,2.1,,3.3600000000000003,,4.9,4.9,6.720000000000001,4.0600000000000005,4.0600000000000005,2.1,,3.3600000000000003,,7.280000000000001,7.280000000000001,3.9200000000000004,3.9200000000000004,3.9200000000000004,2.1,,3.3600000000000003
Coalesce time pred2 [s],,1.8,1.8,6.3,6.3,6.3,3.6,,3.6,,8.120000000000001,8.120000000000001,7.280000000000001,7.280000000000001,7.280000000000001,5.32,,2.5200000000000005,,6.44,6.44,7.5600000000000005,7.5600000000000005,2.9400000000000004,4.0600000000000005,,2.5200000000000005,,4.62,4.62,2.9400000000000004,5.040000000000001,2.9400000000000004,1.54,,2.5200000000000005,,3.6400000000000006,3.6400000000000006,5.040000000000001,2.9400000000000004,2.9400000000000004,1.54,,2.5200000000000005,,5.460000000000001,5.460000000000001,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,,2.5200000000000005
Coalesce time pred3 [s],,0.9,0.9,2.7,2.7,2.7,1.8,,1.8,,5.32,5.32,4.760000000000001,4.760000000000001,4.760000000000001,3.5000000000000004,,1.6800000000000002,,4.340000000000001,4.340000000000001,5.040000000000001,5.040000000000001,1.9600000000000002,2.66,,1.6800000000000002,,3.08,3.08,1.9600000000000002,3.3600000000000003,1.9600000000000002,0.9800000000000001,,1.6800000000000002,,2.3800000000000003,2.3800000000000003,3.3600000000000003,1.9600000000000002,1.9600000000000002,0.9800000000000001,,1.6800000000000002,,3.6400000000000006,3.6400000000000006,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,,1.6800000000000002
Coalesce time pred4 [s],,0.9,0.9,0.9,0.9,0.9,0.9,,0.9,,3.22,3.22,2.8000000000000003,2.8000000000000003,2.8000000000000003,2.1,,0.9800000000000001,,2.5200000000000005,2.5200000000000005,2.9400000000000004,2.9400000000000004,1.12,1.54,,0.9800000000000001,,1.8200000000000003,1.8200000000000003,1.12,1.9600000000000002,1.12,0.56,,0.9800000000000001,,1.4000000000000001,1.4000000000000001,1.9600000000000002,1.12,1.12,0.56,,0.9800000000000001,,2.1,2.1,1.12,1.12,1.12,0.56,,0.9800000000000001
Coalesce time pred5 [s],,,,,,,,,,,2.24,2.24,1.9600000000000002,1.9600000000000002,1.9600000000000002,1.4000000000000001,,0.7000000000000001,,1.8200000000000003,1.8200000000000003,2.1,2.1,0.8400000000000001,1.12,,0.7000000000000001,,1.2600000000000002,1.2600000000000002,0.8400000000000001,1.4000000000000001,0.8400000000000001,0.42000000000000004,,0.7000000000000001,,0.9800000000000001,0.9800000000000001,1.4000000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,,0.7000000000000001,,1.54,1.54,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,,0.7000000000000001
Coalesce time pred6 [s],,,,,,,,,,,1.4000000000000001,1.4000000000000001,1.2600000000000002,1.2600000000000002,1.2600000000000002,0.8400000000000001,,0.42000000000000004,,1.12,1.12,1.2600000000000002,1.2600000000000002,0.42000000000000004,0.7000000000000001,,0.42000000000000004,,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.8400000000000001,0.42000000000000004,0.28,,0.42000000000000004,,0.56,0.56,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.28,,0.42000000000000004,,0.9800000000000001,0.9800000000000001,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,,0.42000000000000004
Coalesce time pred7 [s],,,,,,,,,,,0.9800000000000001,0.9800000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.7000000000000001,,0.28,,0.8400000000000001,0.8400000000000001,0.9800000000000001,0.9800000000000001,0.28,0.42000000000000004,,0.28,,0.56,0.56,0.28,0.56,0.28,0.14,,0.28,,0.42000000000000004,0.42000000000000004,0.56,0.28,0.28,0.14,,0.28,,0.7000000000000001,0.7000000000000001,0.28,0.28,0.28,0.14,,0.28
Coalesce time pred8 [s],,,,,,,,,,,0.8400000000000001,0.8400000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.56,,0.28,,0.7000000000000001,0.7000000000000001,0.8400000000000001,0.8400000000000001,0.28,0.42000000000000004,,0.28,,0.42000000000000004,0.42000000000000004,0.28,0.56,0.28,0.14,,0.28,,0.28,0.28,0.56,0.28,0.28,0.14,,0.28,,0.56,0.56,0.28,0.28,0.28,0.14,,0.28
Coalesce time pred9 [s],,,,,,,,,,,0.7000000000000001,0.7000000000000001,0.56,0.56,0.56,0.42000000000000004,,0.14,,0.56,0.56,0.56,0.56,0.14,0.28,,0.14,,0.42000000000000004,0.42000000000000004,0.14,0.42000000000000004,0.14,0.14,,0.14,,0.28,0.28,0.42000000000000004,0.14,0.14,0.14,,0.14,,0.42000000000000004,0.42000000000000004,0.14,0.14,0.14,0.14,,0.14
Coalesce time pred10 [s],,,,,,,,,,,0.56,0.56,0.56,0.56,0.56,0.28,,0.14,,0.42000000000000004,0.42000000000000004,0.56,0.56,0.14,0.28,,0.14,,0.28,0.28,0.14,0.28,0.14,0.14,,0.14,,0.28,0.28,0.28,0.14,0.14,0.14,,0.14,,0.42000000000000004,0.42000000000000004,0.14,0.14,0.14,0.14,,0.14
Coalesce time pred11 [s],,,,,,,,,,,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,,0.14,,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.14,0.14,,0.14,,0.28,0.28,0.14,0.28,0.14,0.14,,0.14,,0.14,0.14,0.28,0.14,0.14,0.14,,0.14,,0.28,0.28,0.14,0.14,0.14,0.14,,0.14
Coalesce time bw0 [s],(undefined),9.9,9.9,10.0,10.0,10.0,10.0,(undefined),10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,(undefined),5.040000000000001,(undefined),10.0,10.0,10.0,10.0,6.0200000000000005,8.260000000000002,(undefined),5.180000000000001,(undefined),9.24,9.24,6.0200000000000005,10.0,6.0200000000000005,3.22,(undefined),5.180000000000001,(undefined),7.420000000000001,7.420000000000001,10.0,6.0200000000000005,6.0200000000000005,3.22,(undefined),5.180000000000001,(undefined),10.0,10.0,5.880000000000001,5.880000000000001,5.880000000000001,3.22,(undefined),5.040000000000001
Coalesce time bw1 [s],,4.5,4.5,10.0,10.0,10.0,7.2,,7.2,,10.0,10.0,9.66,9.66,9.66,7.140000000000001,,3.3600000000000003,,8.680000000000001,8.680000000000001,10.0,10.0,3.9200000000000004,5.460000000000001,,3.3600000000000003,,6.16,6.16,3.9200000000000004,6.720000000000001,3.9200000000000004,2.1,,3.3600000000000003,,4.9,4.9,6.720000000000001,4.0600000000000005,4.0600000000000005,2.1,,3.3600000000000003,,7.280000000000001,7.280000000000001,3.9200000000000004,3.9200000000000004,3.9200000000000004,2.1,,3.3600000000000003
Coalesce time bw2 [s],,1.8,1.8,6.3,6.3,6.3,3.6,,3.6,,8.120000000000001,8.120000000000001,7.280000000000001,7.280000000000001,7.280000000000001,5.32,,2.5200000000000005,,6.44,6.44,7.5600000000000005,7.5600000000000005,2.9400000000000004,4.0600000000000005,,2.5200000000000005,,4.62,4.62,2.9400000000000004,5.040000000000001,2.9400000000000004,1.54,,2.5200000000000005,,3.6400000000000006,3.6400000000000006,5.040000000000001,2.9400000000000004,2.9400000000000004,1.54,,2.5200000000000005,,5.460000000000001,5.460000000000001,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,,2.5200000000000005
Coalesce time bw3 [s],,0.9,0.9,2.7,2.7,2.7,1.8,,1.8,,5.32,5.32,4.760000000000001,4.760000000000001,4.760000000000001,3.5000000000000004,,1.6800000000000002,,4.340000000000001,4.340000000000001,5.040000000000001,5.040000000000001,1.9600000000000002,2.66,,1.6800000000000002,,3.08,3.08,1.9600000000000002,3.3600000000000003,1.9600000000000002,0.9800000000000001,,1.6800000000000002,,2.3800000000000003,2.3800000000000003,3.3600000000000003,1.9600000000000002,1.9600000000000002,0.9800000000000001,,1.6800000000000002,,3.6400000000000006,3.6400000000000006,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,,1.6800000000000002
