,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [blcoal] [spbf],37cDPrepA [blcoal] [spbf],37cDPrepB [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
"W kernel support pred, ff1 [pixels]",80.78575407247907,86.62235435293779,80.40727132734324,81.62885750310451,80.27797028616452,87.53417677749694,81.04774004447276,80.34252230078549,80.26775456670428,82.09121855776156,80.70838124170994,80.34252230078549,80.26775456670428,82.09121855776156,80.70838124170994,80.34252230078549,80.26775456670428,82.09121855776156,84.03139101124813,81.16215071494689,82.2525002727373,88.82832649562022,82.46077266630186,82.25211531332828,80.81949584430089,89.19040251876037,83.83637414475372,82.1398527877715,81.50592050490862,148.21931633748648,80.88099021716438,80.43768715317408,80.42049797803543,82.02877729498343,81.56458900257016,81.07604767133476,82.34001875987951,81.23457644031002,80.96313272968706,81.67993010153624,81.29163420635213,81.16436095538424,81.67993010153624,81.29163420635213,80.96313272968706,81.67993010153624,81.29163420635213,80.45402546656703,80.45372101974766,80.30303254088075,80.63412221759285,80.45372101974766,80.30303254088075
"W kernel support pred, ff2 [pixels]",81.38921572068773,91.43468605522796,80.62656087749296,82.49680732351597,80.42779312521445,91.35909496297509,81.85033150171378,80.60670275079919,80.47440869749856,83.67667082759732,81.25283262716937,80.60670275079919,80.47440869749856,83.67667082759732,81.25283262716937,80.60670275079919,80.47440869749856,83.67667082759732,86.13613209009335,81.7839117177129,83.4463308227665,93.26660960008942,83.7626608057938,83.4457457800826,81.25922371231573,93.79831965709083,85.84255453847122,83.27507838924731,82.30921481894912,174.52271664700885,81.35346695664713,80.67329540378735,80.64688493458112,83.10610490548133,82.39875570984182,81.65216960150993,83.57930307635478,81.89467366216888,81.47929960774252,82.57469967628226,81.98189897096167,81.78729259563697,82.57469967628226,81.98189897096167,81.47929960774252,82.57469967628226,81.98189897096167,80.69839604118201,80.69792834037807,80.46633183649185,80.97491617229458,80.69792834037807,80.46633183649185
"W kernel support pred, ff3 [pixels]",82.41798056007597,99.18705584608567,81.14851007807407,84.53738272751414,80.7848666456179,99.92812385233464,83.21440269991284,81.05942237768532,80.82885523610945,86.3400194032385,82.1818407263445,81.05942237768532,80.82885523610945,86.3400194032385,82.1818407263445,81.05942237768532,80.82885523610945,86.3400194032385,90.97763720925718,83.25247727233351,86.2362965867181,103.12622536363503,86.79923257120167,86.2352540668379,82.30144975122559,104.01176135368777,90.46495273093247,85.93091173892172,84.2000665242726,225.54261982987643,82.47261133878038,81.23391193964414,81.18565451954038,85.6291539199837,84.36114303587908,83.01411914000563,86.47311388108014,83.45265458354864,82.70091124359136,84.67727890336998,83.61015289158289,83.2585904406638,84.67727890336998,83.61015289158289,82.70091124359136,84.67727890336998,83.61015289158289,81.27976491251587,81.2789106319431,80.85542565595061,81.78418609128211,81.2789106319431,80.85542565595061
"W kernel support pred, ff4 [pixels]",84.24013857751781,111.83056314241276,82.45529037752509,89.501298315006,81.68179078201494,118.9461152624233,85.61808776455453,81.8685678030453,81.46334304505565,90.94588300870404,83.82985825447764,81.8685678030453,81.46334304505565,90.94588300870404,83.82985825447764,81.8685678030453,81.46334304505565,90.94588300870404,102.2376724588452,86.86251249995455,92.93544641582804,124.71417912251454,94.0605864971696,92.93335704679407,84.88431340513732,126.29604621605324,,,,,85.2419888896527,82.63642448383388,82.53409660465975,91.7149932741631,89.14156046563673,86.36878465846203,89.7865605013838,85.26398746379537,85.71792620277387,89.78636929944086,87.60086449919598,86.87515728265824,89.78636929944086,87.60086449919598,85.71792620277387,89.78636929944086,87.60086449919598,82.73359552112422,82.73178565917667,81.83215903413651,83.79884955393437,82.73178565917667,81.83215903413651
"W kernel support pred, ff5 [pixels]",87.33244559108627,131.0644229337994,84.03335800895258,95.25396226597287,82.77046050927744,138.85058658866066,89.66393182694814,83.26263205543387,82.55944218156705,98.48326058330805,86.63370899873719,83.26263205543387,82.55944218156705,98.48326058330805,86.63370899873719,83.26263205543387,82.55944218156705,98.48326058330805,114.59465984672387,91.10643148130005,100.56926340434235,147.03277411756943,,,,,,,,,88.52847572810917,84.32810022327902,84.16163767514064,98.69013594361186,94.69197780400998,90.32362327378878,,,89.28820105452243,95.69856752324829,92.27297349288203,91.12645050594637,95.69856752324829,92.27297349288203,89.28820105452243,95.69856752324829,92.27297349288203,84.48606419414897,84.48312300464701,83.01651468181325,86.21091597765566,84.48312300464701,83.01651468181325
"W kernel support pred, ff6 [pixels]",101.16194914900204,159.65520239454457,87.78433598789067,108.09274863535171,85.3815088801862,178.64789521909339,96.42749329367187,85.67888818870694,85.67888818870694,110.61159822381487,91.39686520331279,85.67888818870694,85.67888818870694,110.61159822381487,91.39686520331279,85.67888818870694,85.67888818870694,110.61159822381487,120.97578279425997,93.40097992152654,104.60655307190453,158.1894928344074,,,,,,,,,96.12053551248128,88.34095633849665,88.02678026175316,110.08433715473541,103.89253398877055,97.0009810128618,,,97.50009556261922,108.86708189964708,102.84965810484586,100.807428208008,108.86708189964708,102.84965810484586,97.50009556261922,108.86708189964708,102.84965810484586,88.63864479292575,88.63310597873169,85.85199038796574,91.86195729719745,88.63310597873169,85.85199038796574
"W kernel support pred, ff7 [pixels]",159.70660523889669,221.63153696577206,92.10588599036087,121.81077742869756,88.42763296886,217.30123641558313,134.0030777094642,105.2182451797207,105.2182451797207,139.37666996587268,120.40452481861578,105.2182451797207,105.2182451797207,139.37666996587268,120.40452481861578,105.2182451797207,105.2182451797207,139.37666996587268,,,,,,,,,,,,,104.55332949002258,92.95147506489623,92.47448208782825,,,,,,106.57418444714133,122.90804067844348,114.325752848259,111.38147771993751,122.90804067844348,114.325752848259,106.57418444714133,122.90804067844348,114.325752848259,93.40275852078925,93.39436786657033,89.15157520507945,98.24940187508832,93.39436786657033,89.15157520507945
"W kernel support pred, ff8 [pixels]",,,95.61408842405734,132.3348388520066,90.92772109885287,245.4078888253017,,,,,,,,,,,,,,,,,,,,,,,,,111.20132639190743,96.68547690695641,96.08137076478752,,,,,,113.7002177426455,133.66512041788891,123.2215930455018,119.61618302505042,133.66512041788891,123.2215930455018,113.7002177426455,133.66512041788891,123.2215930455018,97.25641480824238,97.24580475924125,91.85357884488614,103.35347856070993,97.24580475924125,91.85357884488614
"W kernel support pred, ff9 [pixels]",,,100.55047163438837,146.4554958556681,94.48305337698663,281.7818087615883,,,,,,,,,,,,,,,,,,,,,,,,,120.31554027717604,101.92800845056586,101.15168954142929,,,,,,123.43864239636983,148.08368942307686,148.08368632514882,130.79375653624476,148.08368942307686,148.08368632514882,123.43864239636983,148.08368942307686,148.08368632514882,102.66074923765996,102.64714065475029,95.68751642962683,110.43271146244263,102.64714065475029,95.68751642962683
"W kernel support pred, ff10 [pixels]",,,111.98724492466839,160.5441499791272,98.23645810105202,317.03012957499357,,,,,,,,,,,,,,,,,,,,,,,,,129.58771839015012,107.38802228851081,106.43909883547452,,,,,,133.31630322523569,179.28508883765528,179.28508883765528,142.0609356862394,179.28508883765528,179.28508883765528,133.31630322523569,179.28508883765528,179.28508883765528,108.28264094055598,108.26603496433695,99.72531014092665,117.71550977674302,108.26603496433695,99.72531014092665
"W kernel support pred, ff11 [pixels]",,,125.93436521389373,174.524175608057,102.14163957177493,351.2915433972006,,,,,,,,,,,,,,,,,,,,,,,,,138.9291203599814,112.99916883002237,111.87902975386837,,,,,,143.24381554854935,214.7472212021009,214.7472212021009,153.32947825063513,214.7472212021009,214.7472212021009,143.24381554854935,214.7472212021009,214.7472212021009,114.05412737545201,114.03455450360737,103.91698648480772,125.1207312714665,114.03455450360737,103.91698648480772
W kernel support bw0 [uv-pixels],1.0634085648682994,3.141357126825653,0.7451409823576595,1.4955238591320101,0.6153742839918251,3.273355405423032,1.2289069714197616,0.7012055370037976,0.6198388961539959,1.7415777980940652,1.0094665988074507,0.7012055370037976,0.6198388961539959,1.7415777980940652,1.0094665988074507,0.7012055370037976,0.6198388961539959,1.7415777980940652,2.369707155830659,1.2614837407648636,1.761943294275804,3.5568202210176256,1.8427458805745867,1.761790701519601,1.0582446798277096,3.6328628647344106,2.310335158893233,1.716743335694469,1.4374542868553193,11.482110649962252,1.0974290252999361,0.7725307853779193,0.7571722941266632,1.6710391653791474,1.4654429085984804,1.213544713335636,1.796315828014522,1.300476329432191,1.1477272516396875,1.519019770523943,1.3304133955581652,1.2626909977811325,1.519019770523943,1.3304133955581652,1.1477272516396875,1.519019770523943,1.3304133955581652,0.78685397206484,0.7865894348708743,0.6425615203295473,0.9303898659996553,0.7865894348708743,0.6425615203295473
W kernel support bw1 [uv-pixels],1.4050025637157915,4.152243884421715,1.0103316465785033,2.028201085869188,0.8343458634080673,4.440988248890393,1.6237310733906263,0.9263578686532798,0.8188446813639705,2.301386010029393,1.3337142840648837,0.9263578686532798,0.8188446813639705,2.301386010029393,1.3337142840648837,0.9263578686532798,0.8188446813639705,2.301386010029393,3.214407690591284,1.7106957131701288,2.389671136882154,4.825828277373262,2.4993093693668564,2.3894640923654675,1.4350027685457196,4.929071764570789,3.1338315948171025,2.3283424093010043,1.949419293952062,15.596957703924131,1.4881541550537494,1.0474784794321845,1.0266487884982904,2.2663306815133097,1.9873906383362823,1.6456643130727022,2.4363096111784475,1.76359190218328,1.5563823307439375,2.060078052950325,1.804204256466683,1.7123334284678542,2.060078052950325,1.804204256466683,1.5563823307439375,2.060078052950325,1.804204256466683,1.0669042085560545,1.0665454303745991,0.8712153441973449,1.2615817564278433,1.0665454303745991,0.8712153441973449
W kernel support bw2 [uv-pixels],1.871682213063306,5.534411969128499,1.2540080674835146,2.5178215366082037,1.0355396162168746,5.514872267976131,2.1631746308248845,1.2338996132416058,1.0906595998238748,3.066413929551088,1.776684103968325,1.2338996132416058,1.0906595998238748,3.066413929551088,1.776684103968325,1.2338996132416058,1.0906595998238748,3.066413929551088,3.9910706024551126,2.1235591286014452,2.9667167452594767,5.993043449355851,3.102880076604398,2.9664596133116277,1.7812453435385447,6.121331516832389,3.8909835069571517,2.8905521767456146,2.4199911031341914,19.388373862419193,1.8472385888565057,1.3001237399446817,1.2742647981505846,2.8135405646202383,2.467143282631598,2.0428105663282192,3.0246381568946785,2.1892406440117087,1.9319528032224822,2.5574066045636523,2.23966989366236,2.1255926751597314,2.5574066045636523,2.23966989366236,1.9319528032224822,2.5574066045636523,2.23966989366236,1.3242398976598078,1.3237944895073135,1.08130822979348,1.5659314775384814,1.3237944895073135,1.08130822979348
W kernel support bw3 [uv-pixels],2.477156634887383,7.329384403949068,1.7005545414074206,3.4154270377632847,1.4042050628729124,7.485016216423158,2.863118974298563,1.632817523695581,1.443216020191199,4.059323663169612,2.351379067331604,1.632817523695581,1.443216020191199,4.059323663169612,2.351379067331604,1.632817523695581,1.443216020191199,4.059323663169612,5.41544445339441,2.8803617719296764,4.024726017445952,8.134627332574196,4.209562727717313,4.024376978125157,2.4158611015067897,8.308924512888705,5.279541399073299,3.921339041630015,3.282651373822909,26.35973295095552,2.505405471916936,1.763113585650134,1.7280340155350984,3.816804948702716,3.3466458355719073,2.770785021295439,4.103351191957037,2.9694947935241283,2.6203551778586966,3.469153270430126,3.037931210528664,2.883121361276135,3.469153270430126,3.037931210528664,2.6203551778586966,3.469153270430126,3.037931210528664,1.795829301090123,1.7952250621239787,1.4662870733002604,2.123724229587107,1.7952250621239787,1.4662870733002604
W kernel support bw4 [uv-pixels],3.298676220185257,9.767672167625493,2.4964816218342096,5.016352011284718,2.061230462903399,11.002967168011494,3.8129240593239326,2.1739307505423255,1.9214100456940555,5.407104175632164,3.1311068703959677,2.1739307505423255,1.9214100456940555,5.407104175632164,3.1311068703959677,2.1739307505423255,1.9214100456940555,5.407104175632164,7.95744705233142,4.229908535145812,5.91211309583612,11.959323294376494,6.183892802312519,5.911599894469809,3.547328797537253,12.215954788850583,,,,,3.678902413304805,2.588371385496278,2.53684444225039,5.606413725702609,4.915247009066482,4.068873775728262,5.0953815587449105,3.6868591778484356,3.847813649707833,5.095328914762851,4.461487036653417,4.2339641459102175,5.095328914762851,4.461487036653417,3.847813649707833,5.095328914762851,4.461487036653417,2.636426996941674,2.635539432319634,2.152405094409684,3.118110371690801,2.635539432319634,2.152405094409684
W kernel support bw5 [uv-pixels],4.378491558388083,12.977072907011959,3.215211059996667,6.4630165743339525,2.6544453661436505,14.185977559292022,5.061528719584757,2.884944477364783,2.549698184747538,7.179563678333541,4.15594366329319,2.884944477364783,2.549698184747538,7.179563678333541,4.15594366329319,2.884944477364783,2.549698184747538,7.179563678333541,10.256047046579969,5.4491711773110785,7.61800574881231,15.420479820228211,,,,,,,,,4.7389526380150935,3.333608422348519,3.267217030980006,7.223813627259787,6.332666623887501,5.241595834800275,,,4.9566603669217475,6.564839851913886,5.747691978658301,5.454399001340415,6.564839851913886,5.747691978658301,4.9566603669217475,6.564839851913886,5.747691978658301,3.395527948221612,3.394384315993287,2.771906242540151,4.016221081646596,3.394384315993287,2.771906242540151
W kernel support bw6 [uv-pixels],7.739650302607018,17.270722901978413,4.517482783646768,9.08642729874596,3.729112785438454,19.966796839617643,6.7294379674553975,3.8342043691719505,3.8342043691719505,9.548335638367364,5.524642195699936,3.8342043691719505,3.8342043691719505,9.548335638367364,5.524642195699936,3.8342043691719505,3.8342043691719505,9.548335638367364,11.343459033929507,6.025652260208799,8.42478759523161,17.058683475729,,,,,,,,,6.660467967800497,4.683956271812609,4.5906052896972644,9.452646195971276,8.285584826416756,6.857010916592931,,,6.96673865000677,9.229742616725954,8.079731752473753,7.667033306135155,9.229742616725954,8.079731752473753,6.96673865000677,9.229742616725954,8.079731752473753,4.7710214949317695,4.76941341295808,3.8942350291315284,5.643883855655341,4.76941341295808,3.8942350291315284
W kernel support bw7 [uv-pixels],17.278147215545847,25.836184103467893,5.705663625498238,11.482231856345278,4.7094424306310785,25.254896600628864,13.437834202593292,8.542978767952349,8.542978767952349,14.266359102566138,11.248089835609772,8.542978767952349,8.542978767952349,14.266359102566138,11.248089835609772,8.542978767952349,8.542978767952349,14.266359102566138,,,,,,,,,,,,,8.414458081415233,5.91604903622873,5.798073275629031,,,,,,8.80168377940879,11.663502410975976,10.209047583762102,9.687164170853983,11.663502410975976,10.209047583762102,8.80168377940879,11.663502410975976,10.209047583762102,6.026083018964398,6.024050689211673,4.918084233130914,7.129324311440533,6.024050689211673,4.918084233130914
W kernel support bw8 [uv-pixels],,,6.545578069825386,13.176986077762242,5.402329451598248,29.00027798834749,,,,,,,,,,,,,,,,,,,,,,,,,9.654771319889848,6.787029731321173,6.651632562809962,,,,,,10.099303437246459,13.38513892363978,11.715081754323716,11.115888994955009,13.38513892363978,11.715081754323716,10.099303437246459,13.38513892363978,11.715081754323716,6.9133139454706685,6.910981459867499,5.641752756532253,8.179568229167806,6.910981459867499,5.641752756532253
W kernel support bw9 [uv-pixels],,,7.6141288752985625,15.33440385738553,6.283718265583415,33.77336870342341,,,,,,,,,,,,,,,,,,,,,,,,,11.233202203866426,7.895131912588033,7.73755482319602,,,,,,11.750730320826653,15.576815239899753,15.57681477972805,12.934333398013832,15.576815239899753,15.57681477972805,11.750730320826653,15.576815239899753,15.57681477972805,8.042105439922999,8.039390800727,6.56232237910828,9.515927241461998,8.039390800727,6.56232237910828
W kernel support bw10 [uv-pixels],,,9.795680669478822,17.3990050418302,7.126536786283086,38.346305040857835,,,,,,,,,,,,,,,,,,,,,,,,,12.743243772170052,8.954910778308403,8.776105486728502,,,,,,13.330672283334838,20.055837320281416,20.055837320281416,14.67422775227981,20.055837320281416,20.055837320281416,13.330672283334838,20.055837320281416,20.055837320281416,9.121686323897785,9.118605916355712,7.442632139723829,10.794197835236588,9.118605916355712,7.442632139723829
W kernel support bw11 [uv-pixels],,,12.15747220194383,19.388579060747947,7.9381540423553245,42.757628789782075,,,,,,,,,,,,,,,,,,,,,,,,,14.197986479162166,9.975604740656625,9.776340460094016,,,,,,14.852814702158955,24.91120763520158,24.91120763520158,16.35061586216441,24.91120763520158,24.91120763520158,14.852814702158955,24.91120763520158,24.91120763520158,10.16146517746075,10.15803224426688,8.290374765431777,12.025492059778244,10.15803224426688,8.290374765431777
AW kernel support bw0 [uv-pixels],10.056382937012454,10.481799683177423,10.027723325041878,10.11121118428614,10.018916383990758,10.522112697087605,10.075227657199816,10.024554314538117,10.01919159698952,10.150521820419588,10.050821996936762,10.024554314538117,10.01919159698952,10.150521820419588,10.050821996936762,10.024554314538117,10.01919159698952,10.150521820419588,10.27694079015711,10.079253009435476,10.154035856359947,10.613716129831243,10.168368226041709,10.154009379351633,10.055838194918595,10.639440426731394,10.26341310414904,10.146290340841395,10.10278549840581,15.226255776715972,10.060037299412501,10.029795801229287,10.028624525975285,10.13865730223835,10.106805772268585,10.07336541436202,10.160056621592986,10.084207389944607,10.065648406543733,10.114713098414736,10.088111805639379,10.079404176630558,10.114713098414736,10.088111805639379,10.065648406543733,10.114713098414736,10.088111805639379,10.030909189767108,10.030888442159572,10.020622999964035,10.043188004949169,10.030888442159572,10.020622999964035
AW kernel support bw1 [uv-pixels],10.098219259059883,10.827794294117224,10.050908915917905,10.203607187888064,10.034746285770565,10.941772097187117,10.130967505559095,10.042815287598186,10.033469320838035,10.261402319720196,10.088547655213743,10.042815287598186,10.033469320838035,10.261402319720196,10.088547655213743,10.042815287598186,10.033469320838035,10.261402319720196,10.503923876406017,10.145268839368361,10.281562534092162,11.103540811952527,10.307596583287733,10.281514414166034,10.102436980537611,11.148800314845046,10.479546768094215,10.267481598471438,10.188240063113577,18.52741454218581,10.110123777145548,10.05471089414676,10.052562247254428,10.253597161872928,10.19557362532127,10.134505958916845,10.292502344984939,10.154322055038753,10.120391591210883,10.20999126269203,10.161454275794016,10.14554511942303,10.20999126269203,10.161454275794016,10.120391591210883,10.20999126269203,10.161454275794016,10.056753183320879,10.056715127468458,10.037879067610094,10.079265277199106,10.056715127468458,10.037879067610094
AW kernel support bw2 [uv-pixels],10.173651965085966,11.429335756903495,10.07832010968662,10.312100915439496,10.053474140651806,11.419886870371887,10.231291437714223,10.075837843849898,10.05930108718732,10.459583853449665,10.156604078396171,10.075837843849898,10.05930108718732,10.459583853449665,10.156604078396171,10.075837843849898,10.05930108718732,10.459583853449665,10.76701651126167,10.222988964714112,10.430791352845812,11.658326200011178,10.470332600724225,10.430718222510325,10.157402964039466,11.724789957136354,10.730319317308902,10.409384798655914,10.28865185236864,21.815339580876106,10.16918336958089,10.084161925473419,10.08086061682264,10.388263113185166,10.299844463730228,10.20652120018874,10.447412884544347,10.23683420777111,10.184912450967815,10.321837459535283,10.247737371370208,10.223411574454621,10.321837459535283,10.247737371370208,10.184912450967815,10.321837459535283,10.247737371370208,10.087299505147751,10.087241042547259,10.05829147956148,10.121864521536823,10.087241042547259,10.05829147956148
AW kernel support bw3 [uv-pixels],10.302247570009497,12.398381980760709,10.143563759759259,10.567172840939268,10.098108330702237,12.49101548154183,10.401800337489105,10.132427797210665,10.103606904513681,10.792502425404813,10.272730090793063,10.132427797210665,10.103606904513681,10.792502425404813,10.272730090793063,10.132427797210665,10.103606904513681,10.792502425404813,11.372204651157148,10.406559659041688,10.779537073339762,12.890778170454379,10.849904071400209,10.779406758354737,10.287681218903199,13.001470169210972,11.308119091366558,10.741363967365215,10.525008315534075,28.192827478734554,10.309076417347548,10.154238992455518,10.148206814942547,10.703644239997962,10.545142879484885,10.376764892500704,10.809139235135017,10.43158182294358,10.33761390544892,10.584659862921248,10.45126911144786,10.407323805082974,10.584659862921248,10.45126911144786,10.33761390544892,10.584659862921248,10.45126911144786,10.159970614064484,10.159863828992888,10.106928206993826,10.223023261410264,10.159863828992888,10.106928206993826
AW kernel support bw4 [uv-pixels],10.530017322189726,13.978820392801595,10.306911297190636,11.18766228937575,10.210223847751868,14.868264407802913,10.702260970569316,10.233570975380662,10.182917880631956,11.368235376088005,10.478732281809705,10.233570975380662,10.182917880631956,11.368235376088005,10.478732281809705,10.233570975380662,10.182917880631956,11.368235376088005,12.77970905735565,10.857814062494318,11.616930801978505,15.589272390314317,11.7575733121462,11.616669630849259,10.610539175642165,15.787005777006655,,,,,10.655248611206588,10.329553060479235,10.316762075582469,11.464374159270388,11.142695058204591,10.796098082307754,11.223320062672975,10.657998432974422,10.714740775346733,11.223296162430108,10.950108062399497,10.85939466033228,11.223296162430108,10.950108062399497,10.714740775346733,11.223296162430108,10.950108062399497,10.341699440140527,10.341473207397083,10.229019879267064,10.474856194241797,10.341473207397083,10.229019879267064
AW kernel support bw5 [uv-pixels],10.916555698885784,16.383052866724924,10.504169751119072,11.90674528324661,10.34630756365968,17.356323323582583,11.207991478368518,10.407829006929234,10.319930272695881,12.310407572913507,10.829213624842149,10.407829006929234,10.319930272695881,12.310407572913507,10.829213624842149,10.407829006929234,10.319930272695881,12.310407572913507,14.324332480840484,11.388303935162506,12.571157925542794,18.37909676469618,,,,,,,,,11.066059466013646,10.541012527909878,10.52020470939258,12.336266992951483,11.836497225501247,11.290452909223598,,,11.161025131815304,11.962320940406036,11.534121686610254,11.390806313243296,11.962320940406036,11.534121686610254,11.161025131815304,11.962320940406036,11.534121686610254,10.56075802426862,10.560390375580877,10.377064335226656,10.776364497206957,10.560390375580877,10.377064335226656
AW kernel support bw6 [uv-pixels],12.645243643625255,19.95690029931807,10.973041998486334,13.511593579418964,10.672688610023275,22.330986902386673,12.053436661708984,10.709861023588367,10.709861023588367,13.826449777976858,11.424608150414098,10.709861023588367,10.709861023588367,13.826449777976858,11.424608150414098,10.709861023588367,10.709861023588367,13.826449777976858,15.121972849282496,11.675122490190818,13.075819133988066,19.773686604300924,,,,,,,,,12.01506693906016,11.042619542312082,11.003347532719145,13.760542144341926,12.986566748596319,12.125122626607725,,,12.187511945327403,13.608385237455884,12.856207263105732,12.600928526001,13.608385237455884,12.856207263105732,12.187511945327403,13.608385237455884,12.856207263105732,11.079830599115718,11.079138247341461,10.731498798495718,11.482744662149681,11.079138247341461,10.731498798495718
AW kernel support bw7 [uv-pixels],19.963325654862086,27.703942120721507,11.51323574879511,15.226347178587195,11.0534541211075,27.16265455194789,16.750384713683026,13.152280647465087,13.152280647465087,17.422083745734085,15.050565602326973,13.152280647465087,13.152280647465087,17.422083745734085,15.050565602326973,13.152280647465087,13.152280647465087,17.422083745734085,,,,,,,,,,,,,13.069166186252822,11.618934383112029,11.559310260978531,,,,,,13.321773055892667,15.363505084805436,14.290719106032375,13.922684714992188,15.363505084805436,14.290719106032375,13.321773055892667,15.363505084805436,14.290719106032375,11.675344815098656,11.674295983321292,11.143946900634932,12.28117523438604,11.674295983321292,11.143946900634932
AW kernel support bw8 [uv-pixels],,,11.951761053007168,16.541854856500827,11.365965137356609,30.675986103162714,,,,,,,,,,,,,,,,,,,,,,,,,13.900165798988429,12.085684613369551,12.01017134559844,,,,,,14.212527217830688,16.708140052236114,15.402699130687726,14.952022878131302,16.708140052236114,15.402699130687726,14.212527217830688,16.708140052236114,15.402699130687726,12.157051851030298,12.155725594905157,11.481697355610768,12.919184820088741,12.155725594905157,11.481697355610768
AW kernel support bw9 [uv-pixels],,,12.568808954298547,18.30693698195851,11.810381672123329,35.22272609519854,,,,,,,,,,,,,,,,,,,,,,,,,15.039442534647005,12.741001056320732,12.643961192678661,,,,,,15.429830299546229,18.510461177884608,18.510460790643602,16.349219567030595,18.510461177884608,18.510460790643602,15.429830299546229,18.510461177884608,18.510460790643602,12.832593654707495,12.830892581843786,11.960939553703353,13.804088932805328,12.830892581843786,11.960939553703353
AW kernel support bw10 [uv-pixels],,,13.998405615583549,20.0680187473909,12.279557262631503,39.628766196874196,,,,,,,,,,,,,,,,,,,,,,,,,16.198464798768764,13.423502786063851,13.304887354434316,,,,,,16.66453790315446,22.41063610470691,22.41063610470691,17.757616960779924,22.41063610470691,22.41063610470691,16.66453790315446,22.41063610470691,22.41063610470691,13.535330117569497,13.533254370542119,12.465663767615832,14.714438722092877,13.533254370542119,12.465663767615832
AW kernel support bw11 [uv-pixels],,,15.741795651736716,21.815521951007124,12.767704946471866,43.911442924650075,,,,,,,,,,,,,,,,,,,,,,,,,17.366140044997675,14.124896103752796,13.984878719233546,,,,,,17.90547694356867,26.84340265026261,26.84340265026261,19.16618478132939,26.84340265026261,26.84340265026261,17.90547694356867,26.84340265026261,26.84340265026261,14.256765921931501,14.254319312950921,12.989623310600965,15.640091408933312,14.254319312950921,12.989623310600965
"W kernel support bw, ff0 [pixels]",80.45106349609964,83.85439746541938,80.22178660033502,80.88968947428911,80.15133107192607,84.17690157670084,80.60182125759853,80.19643451630493,80.15353277591616,81.2041745633567,80.40657597549409,80.19643451630493,80.15353277591616,81.2041745633567,80.40657597549409,80.19643451630493,80.15353277591616,81.2041745633567,82.21552632125687,80.63402407548381,81.23228685087958,84.90972903864994,81.34694580833367,81.23207503481306,80.44670555934876,85.11552341385115,82.10730483319232,81.17032272673116,80.82228398724648,121.81004621372777,80.48029839530001,80.2383664098343,80.22899620780228,81.1092584179068,80.85444617814868,80.58692331489615,81.28045297274389,80.67365911955686,80.52518725234987,80.91770478731789,80.70489444511503,80.63523341304446,80.91770478731789,80.70489444511503,80.52518725234987,80.91770478731789,80.70489444511503,80.24727351813686,80.24710753727658,80.16498399971228,80.34550403959335,80.24710753727658,80.16498399971228
