,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [Bmax=95000] [blcoal] [spbf],37cDPrepA [Bmax=95000] [blcoal] [spbf],37cDPrepB [Bmax=95000] [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
Delta W max3 [lambda],11.08370356089452,19.256412818532176,74.8820923158149,1077.2359454635423,3815.5597092791363,26797.06561130779,11.047963967884906,8.889623797005942,7.0906833723001315,178.4484878754201,11.04796463534318,8.889623797005942,7.0906833723001315,178.4484878754201,11.04796463534318,8.889623797005942,7.0906833723001315,178.4484878754201,479.89859773707,469.18469718843744,115.46314214437618,4576.119315498642,850.1958007379108,833.1619217719043,809.6965404977213,6613.463842148799,806.3201069114483,594.7883430167021,229.5239728407252,2923.305191317917,17645.149948952687,5930.893615871658,5764.631896325785,484.67755615050976,163.96904495487178,129.22905075410839,80.73955870814423,25.40176221920089,442.9331181839587,510.6177147437387,398.49359459443826,549.1770562349506,510.6177147437387,398.49359459443826,365.8027171771168,415.02708494878755,111.13336235407975,10183.845436670053,3536.8600784964456,2729.474286455565,8338.570285510319,3536.8600784964456,2729.474286455565
Delta W max4 [lambda],24.167420631115196,38.51282563706435,124.80348719302484,1795.3932424392372,6359.266182131893,44661.776018846314,22.09592793576981,22.095927434162466,22.095927434162466,356.8969757508402,22.09592927068636,22.095927434162466,22.095927434162466,356.8969757508402,22.09592927068636,22.095927434162466,22.095927434162466,356.8969757508402,799.8309962284501,781.9744953140623,192.43857024062697,7626.865525831071,1416.9930012298512,1388.6032029531739,1349.494234162869,11022.439736914665,,,,,29408.583248254476,9884.82269311943,9607.719827209641,807.7959269175162,273.28174159145294,215.3817512568473,107.6527449441923,33.86901629226785,738.2218636399313,851.0295245728978,664.1559909907304,915.2950937249176,851.0295245728978,664.1559909907304,609.6711952951947,691.7118082479792,185.22227059013292,16973.075727783424,5894.766797494076,4549.123810759275,13897.6171425172,5894.766797494076,4549.123810759275
Delta W max5 [lambda],,,174.72488207023477,2513.550539414932,8902.972654984651,62526.48642638484,,,,,,,,,,,,,1119.76339471983,1094.7642934396872,269.41399833687774,10677.611736163499,,,,,,,,,41172.01654755627,13838.751770367202,13450.807758093499,1130.9142976845228,382.59443822803416,301.5344517595862,,,1033.5106090959036,1191.441334402057,929.8183873870225,1281.4131312148845,1191.441334402057,929.8183873870225,853.5396734132726,968.3965315471709,259.31117882618605,23762.306018896794,8252.673516491706,6368.773335062985,19456.66399952408,8252.673516491706,6368.773335062985
Delta W max6 [lambda],,,274.5676718246546,3949.8651333663215,13990.385600690166,98255.9072414619,,,,,,,,,,,,,1279.72959396552,1251.1591925024998,307.9017123850031,12202.984841329713,,,,,,,,,64698.88314615985,21746.609924862747,21136.98361986121,1615.5918538350325,546.5634831829059,430.7635025136946,,,1624.0881000078487,1872.2649540603752,1461.1431801796068,2013.6492061948186,1872.2649540603752,1461.1431801796068,1341.2766296494283,1521.7659781455543,407.4889952982924,37340.766601123534,12968.486954486967,10008.072383670406,30574.757713537838,12968.486954486967,10008.072383670406
Delta W max7 [lambda],,,374.4104615790745,5386.179727317711,19077.798546395683,133985.32805653894,,,,,,,,,,,,,,,,,,,,,,,,,88225.74974476344,29654.46807935829,28823.159481628925,,,,,,2214.6655909197934,2553.0885737186936,1992.4679729721913,2745.885281174753,2553.0885737186936,1992.4679729721913,1829.013585885584,2075.1354247439376,555.6668117703987,50919.227183350275,17684.30039248223,13647.371432277825,41692.8514275516,17684.30039248223,13647.371432277825
Delta W max8 [lambda],,,449.2925538948894,6463.415672781253,22893.35825567482,160782.39366784674,,,,,,,,,,,,,,,,,,,,,,,,,105870.89969371611,35585.36169522995,34587.79137795471,,,,,,2657.5987091037523,3063.706288462432,2390.9615675666296,3295.062337409703,3063.706288462432,2390.9615675666296,2194.816303062701,2490.162509692725,666.8001770072697,61103.07262002033,21221.160470978673,16376.84571873339,50031.421713061914,21221.160470978673,16376.84571873339
Delta W max9 [lambda],,,549.1353436493092,7899.730266732643,27980.771201380332,196511.8144829238,,,,,,,,,,,,,,,,,,,,,,,,,129397.7662923197,43493.219849725494,42273.96723972242,,,,,,3248.1762000156973,3744.5299081207504,2922.2863603592136,4027.298412389637,3744.5299081207504,2922.2863603592136,2316.7505421217397,2628.504871342321,742.9471108013097,74681.53320224707,25936.973908973934,20016.14476734081,61149.515427075676,25936.973908973934,20016.14476734081
Delta W max10 [lambda],,,648.9781334037291,9336.044860684033,33068.18414708585,232241.23529800086,,,,,,,,,,,,,,,,,,,,,,,,,152924.63289092327,51401.07800422104,49960.14310149014,,,,,,3838.7536909276423,4425.353527779069,3453.611153151798,4759.534487369571,4425.353527779069,3453.611153151798,,,,88259.9937844738,30652.787346969195,23655.44381594823,72267.60914108943,30652.787346969195,23655.44381594823
Delta W max11 [lambda],,,772.2134402841542,10772.359454635422,38155.597092791366,267970.6561130779,,,,,,,,,,,,,,,,,,,,,,,,,176451.49948952688,59308.93615871658,57646.31896325785,,,,,,4429.331181839587,5106.177147437387,3984.9359459443826,5491.770562349506,5106.177147437387,3984.9359459443826,,,,101838.45436670055,35368.60078496446,27294.74286455565,83385.7028551032,35368.60078496446,27294.74286455565
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],0.6812465279840563,2.2221952409975376,0.919067963005287,1.5602107264144167,0.7570547034868437,3.274814369948603,0.8722593727264499,0.6600537787651086,0.5570111557753529,1.2055566379815768,0.6633525468109919,0.6600537787651086,0.5570111557753529,1.2055566379815768,0.6633525468109919,0.6600537787651086,0.5570111557753529,1.2055566379815768,2.5812105437444752,1.6163753594893495,2.2338668211360146,4.155780048530373,2.1225376885899263,1.3316472829268688,1.3033747036254215,3.605594489478494,2.778386945488562,1.6804923644792096,1.7705215640315608,10.513794951144506,1.123058012590811,0.950197965265142,0.9301245007025403,1.0227138716114492,1.7948873829496523,1.5008779030084205,1.7883946844117222,1.616174327652827,1.4626277875535372,1.0368777866055197,0.8607363876592791,1.3636234828133798,1.0368777866055197,0.8607363876592791,1.2668221098360641,0.8874160540805508,1.3064528231842285,0.8413362828295123,0.9593514592223518,0.789719930250871,0.9521193258522361,0.9593514592223518,0.789719930250871
W kernel support pred1 [uv-pixels],1.1464350941380859,3.7424078194563357,1.2462253608385006,2.1159626903826054,1.0264893088601046,4.4429688929962285,1.4680450731606802,1.1107564225067228,0.9372920931130169,2.0293557534607687,1.116309953314601,1.1107564225067228,0.9372920931130169,2.0293557534607687,1.116309953314601,1.1107564225067228,0.9372920931130169,2.0293557534607687,3.501461162858286,2.1921639668993054,3.0300559250354384,5.639103625761972,2.878975645135666,1.8058781484150912,1.7675237871081193,4.892049072891009,3.769088997285797,2.279156752334402,2.401310528152689,14.279892084512777,1.522918979898312,1.288448560717987,1.2612218288026331,1.3868080554870126,2.4343714086285404,2.0354649041470076,2.4255617277456603,2.1918912141374705,1.983571425549661,1.4060201808015478,1.167109055930467,1.849257384699609,1.4060201808015478,1.167109055930467,1.7179375321265002,1.2032949431876432,1.7716995170307708,1.1407968160779445,1.3008640318683353,1.0707911633357954,1.2910546207284894,1.3008640318683353,1.0707911633357954
W kernel support pred2 [uv-pixels],1.92977645619022,6.306149492315243,1.5468660235378346,2.6268053740675805,1.2740668134349333,5.5173331646051755,2.471527178263494,1.8696847504364544,1.5775545402112876,3.4173731224596233,1.8790381492071073,1.8696847504364544,1.5775545402112876,3.4173731224596233,1.8790381492071073,1.8696847504364544,1.5775545402112876,3.4173731224596233,4.347646695699443,2.721435394549989,3.7620818631696116,7.003668553910036,3.574427723519218,2.2417484139074864,2.1941229271990164,6.0753276508499106,4.680112206664779,2.8294690085156526,2.981171915360973,17.749343639360767,1.890403463291747,1.5992876865373857,1.565484614902297,1.7214072399003877,3.0222310446580956,2.5268417743088305,3.0112900504901012,2.721096675172991,2.4624006268557044,1.7452607322429563,1.4486420526417323,2.295613999758984,1.7452607322429563,1.4486420526417323,2.1325512821443944,1.493567023874047,2.19930800229083,1.4159755890073173,1.6147020815853936,1.3290653932802152,1.602523228548866,1.6147020815853936,1.3290653932802152
W kernel support pred3 [uv-pixels],3.249547270550922,10.634573894761711,2.0978575460045503,3.563345484085518,1.7277654361543575,7.488359216367831,4.162724088903651,3.1482774969164975,2.656026989094842,5.757803104402424,3.164040062343794,3.1482774969164975,2.656026989094842,5.757803104402424,3.164040062343794,3.1482774969164975,2.656026989094842,5.757803104402424,5.899653208563325,3.6917867139624705,5.104518592994712,9.507854135485706,4.84973385787202,3.0407519514085766,2.976120376425805,8.246421206141337,6.351166168535518,3.8384256928116938,4.044347986115842,24.127293667775,2.5639759219122955,2.1689801073706376,2.1231179550643278,2.3346704901863387,4.100083637795068,3.427669553032473,4.085231728502861,3.691326963075526,3.340209102743267,2.367035582456932,1.9645973543196207,3.113853191765276,2.367035582456932,1.9645973543196207,2.8925644348755517,2.025546256325206,2.9831568811071687,1.9202800800938287,2.1898937243350343,1.8023755572347278,2.17336994667229,2.1898937243350343,1.8023755572347278
W kernel support pred4 [uv-pixels],5.842695255920037,17.953748852535444,3.080108941351042,5.233794453286903,2.536449940603288,11.007888244676026,7.01538718289395,6.247242415976737,6.247242415976737,9.708325604850813,5.33049151711693,6.247242415976737,6.247242415976737,9.708325604850813,5.33049151711693,6.247242415976737,6.247242415976737,9.708325604850813,8.669809619357345,5.422615547024102,7.500078777802579,13.981584452230166,7.125330706113757,4.465632798161736,4.370642302785833,12.12392472031349,,,,,3.764966847672521,3.184598118556727,3.117219672296748,3.4280346120106806,6.022914922113172,5.034348207095877,5.072870183077992,4.583508974541715,4.905785472275975,3.4755884313414778,2.884340442367567,4.57307449118317,3.4755884313414778,2.884340442367567,4.24784212814715,2.97387703834585,4.380983886767094,2.8192381275035947,3.2153238797333024,2.6460427885272644,3.1910475348491296,3.2153238797333024,2.6460427885272644
W kernel support pred5 [uv-pixels],,,3.967249819400506,6.743364894923451,3.2667087275923534,14.192329380945232,,,,,,,,,,,,,11.175086100590324,6.9868226295398,9.666048141719145,18.03151569483399,,,,,,,,,4.849878947971107,4.101902960024291,4.015073259365065,4.415629052030057,7.76088837591337,6.486218537246236,,,6.320468458513355,4.476915812581519,3.7149769383359232,5.891541745434363,4.476915812581519,3.7149769383359232,5.472288243617757,3.8303547029779015,5.643915973785403,3.631087201791082,4.141499348369419,3.407917970452587,4.110214317266842,4.141499348369419,3.407917970452587
W kernel support pred6 [uv-pixels],,,5.575010290596282,9.481024800345608,4.589890587856222,19.97575335910919,,,,,,,,,,,,,12.360383709035244,7.726540569755856,10.69065191235731,19.94882655938598,,,,,,,,,6.816516214304803,5.764390230745356,5.642269536506255,5.775787842726274,10.156113751629329,8.486663142569506,,,8.885799054386693,6.291863142597574,5.220229826506483,8.282158697287516,6.291863142597574,5.220229826506483,7.692204587336112,5.382485964282663,7.933702347439345,5.1022594513299016,5.820081314550948,4.788443371326641,5.776079834514654,5.820081314550948,4.788443371326641
W kernel support pred7 [uv-pixels],,,7.042265593771967,11.981343706990394,5.797170053666906,25.266242144890064,,,,,,,,,,,,,,,,,,,,,,,,,8.611751078948453,7.281651623351084,7.127283739228191,,,,,,11.228476951756383,7.948450809769177,6.593828873460758,10.46504288268555,7.948450809769177,6.593828873460758,9.718993783270134,6.798914049797584,10.024379856175617,6.444723314492177,7.352049713741234,6.048101217357849,7.296428176606434,7.352049713741234,6.048101217357849
W kernel support pred8 [uv-pixels],,,8.079640551042639,13.750123599007171,6.650595969415108,29.013318936255118,,,,,,,,,,,,,,,,,,,,,,,,,9.881260105258093,8.354414603714606,8.17722601073596,,,,,,12.88560494097126,9.119820588123543,7.5649305032467415,12.00900926811987,9.119820588123543,7.5649305032467415,11.152432883225014,7.80032171243361,11.50305502622043,7.393794376749124,8.435220798901238,6.938584056295132,8.37137576938257,8.435220798901238,6.938584056295132
W kernel support pred9 [uv-pixels],,,9.39961170809455,16.001881252240455,7.7363484310723205,33.788573998681514,,,,,,,,,,,,,,,,,,,,,,,,,11.496879513421172,9.719450932244852,9.51320089151583,,,,,,14.99507379514193,10.61043885866138,8.800510723418698,13.974282149427353,10.61043885866138,8.800510723418698,11.61700789763117,8.124815915595862,12.48160032096528,8.601322955847369,9.81351179021229,8.071515843021917,9.739194175419698,9.81351179021229,8.071515843021917
W kernel support pred10 [uv-pixels],,,10.662193811248367,18.156868368170358,8.774736583765371,38.36358762620413,,,,,,,,,,,,,,,,,,,,,,,,,13.042531920782379,11.025175641398828,10.791103743903582,,,,,,17.013738388751815,12.03639817753431,9.982307514272998,15.854813664044283,12.03639817753431,9.982307514272998,,,,9.756268188358627,11.131926066167544,9.15505950948532,11.047582337689972,11.131926066167544,9.15505950948532
W kernel support pred11 [uv-pixels],,,12.15747220194383,20.233635906121588,9.774814936696526,42.77691850012496,,,,,,,,,,,,,,,,,,,,,,,,,14.5316109648296,12.282935607006799,12.022043470849502,,,,,,18.959000671553014,13.410072314649764,11.12060669347008,17.66683873455955,13.410072314649764,11.12060669347008,,,,10.868685631141844,12.40191899762646,10.19865768098164,12.307909906694212,12.40191899762646,10.19865768098164
AW kernel support pred0 [uv-pixels],10.023177980655154,10.243932432865423,10.042145483940306,10.120981054760383,10.028615648436805,10.522566662065955,10.037969735624289,10.021759874935245,10.015501057244125,10.072406207425386,10.021977679148993,10.021759874935245,10.015501057244125,10.072406207425386,10.021977679148993,10.021759874935245,10.015501057244125,10.072406207425386,10.327761028951901,10.129791177648448,10.246470659430608,10.829150835211555,10.222776836040424,10.088274604020576,10.084581578729514,10.630160470216698,10.378797330079301,10.140219651815878,10.155527884295369,14.509992566321722,10.062865362293406,10.045042367914334,10.043163425276278,10.05216114391261,10.159804167279598,10.112004473878509,10.158659141207176,10.129759101645215,10.106397975783645,10.053612064544561,10.036974998924764,10.092545219263577,10.053612064544561,10.036974998924764,10.079922532339696,10.039298145440242,10.084979870044661,10.035329926853695,10.045912363857852,10.03113441083487,10.04522429867354,10.045912363857852,10.03113441083487
AW kernel support pred1 [uv-pixels],10.06550115121306,10.67734125553398,10.077354695057481,10.22141370393994,10.0525459611585,10.942576140202641,10.10718340275031,10.061499879746554,10.043829770949534,10.20383676731965,10.062114485130312,10.061499879746554,10.043829770949534,10.20383676731965,10.062114485130312,10.061499879746554,10.043829770949534,10.20383676731965,10.595292835736297,10.23745978540437,10.448982673391816,11.480395886121778,10.406176087558979,10.161751615096835,10.155005678875469,11.132481490286601,10.68672222290169,10.256439708871275,10.284274026523066,17.433167180559323,10.115299413232142,10.082663323428797,10.079220232808105,10.095703867624271,10.292043730724627,10.2050535214674,10.28996354197159,10.237401383877309,10.194829846557377,10.098360894166005,10.067876814325595,10.169550278889723,10.098360894166005,10.067876814325595,10.146492466083485,10.072135757638543,10.155733315652153,10.064860524397423,10.08425739603114,10.05716628655796,10.082996679246918,10.08425739603114,10.05716628655796
AW kernel support pred2 [uv-pixels],10.184499848832345,11.822331471390395,10.11893247802236,10.339250769433455,10.080835592603236,11.421075485664742,10.30089542675272,10.173284674381948,10.123669212659076,10.567801997487908,10.17500783125869,10.173284674381948,10.123669212659076,10.567801997487908,10.17500783125869,10.173284674381948,10.123669212659076,10.567801997487908,10.904220824553503,10.363696763544823,10.684252895976853,12.20865976317746,10.619629633403548,10.248191838136947,10.237879439593943,11.700837836034712,11.040989551076146,10.392588458615618,10.434911882183625,20.372510881776858,10.177112815235244,10.127078606602701,10.121795398025776,10.147080510451342,10.446716253794547,10.314307022403018,10.443556279744016,10.363607823322798,10.298709474839038,10.151154369011891,10.104383395174692,10.260109338398369,10.151154369011891,10.104383395174692,10.224860633327756,10.110921938913581,10.238991927379399,10.099751822132296,10.129524313227952,10.08793412050332,10.127590073558402,10.129524313227952,10.08793412050332
AW kernel support pred3 [uv-pixels],10.514730498854687,14.597745097210982,10.217681061930257,10.615904626500402,10.148161084766524,12.493019000760427,10.831817568641874,10.483875771754967,10.34671345726749,11.53916360006505,10.488620000558535,10.483875771754967,10.34671345726749,11.53916360006505,10.488620000558535,10.483875771754967,10.34671345726749,11.53916360006505,11.610594643742909,10.65970398938872,11.227471223130733,13.798524930646487,11.113951524646408,10.452089381075684,10.433469820485268,12.96161497303085,11.846405011662826,10.711373011861594,10.786878632523834,26.117547735785905,10.32346707885224,10.232520447385852,10.222897331535544,10.268918458033783,10.807899233288348,10.571136105678795,10.802273754889129,10.659544772096432,10.543101860934902,10.27632509453731,10.191155124155438,10.47358972367482,10.27632509453731,10.191155124155438,10.40994375632774,10.20307981133702,10.435479144595952,10.18270472841107,10.236973894852031,10.161129742765674,10.233451857760329,10.236973894852031,10.161129742765674
AW kernel support pred4 [uv-pixels],11.581756682539593,20.550841779837576,10.463606982804286,11.286833230771897,10.3166650765248,14.871906522274697,12.215386089924163,11.791015130343055,11.791015130343055,13.937416763869907,11.331996285476604,11.791015130343055,11.791015130343055,13.937416763869907,11.331996285476604,11.791015130343055,11.791015130343055,13.937416763869907,13.235014122995908,11.375621274059167,12.500047266840419,17.189668519050752,12.278857343885365,10.951797856426031,10.913409830978631,15.71590120304364,,,,,10.685269082436491,10.494839930971555,10.474591089171636,10.571254480956517,11.673709956950853,11.195743024484328,11.213117848946462,11.000388834932357,11.138524637490999,10.586770751464996,10.407661590745404,10.996045211889145,10.586770751464996,10.407661590745404,10.864813056176425,10.432830135643956,10.917555578796607,10.389807679623814,10.504204284551172,10.344154989109413,10.496798767703737,10.504204284551172,10.344154989109413
