,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
Frequencies total1,65536.0,40188.588316266854,40188.588316266854,14885.274922420835,14885.274922420835,14885.274922420835,65536.0,65536.0,26037.867607994198,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies total2,65536.0,40188.588316266854,40188.588316266854,14885.274922420835,14885.274922420835,14885.274922420835,65536.0,65536.0,26037.867607994198,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies total3,65536.0,40188.588316266854,40188.588316266854,14885.274922420835,14885.274922420835,14885.274922420835,65536.0,65536.0,26037.867607994198,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies total4,65536.0,40188.588316266854,40188.588316266854,14885.274922420835,14885.274922420835,14885.274922420835,65536.0,65536.0,26037.867607994198,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies total5,,,,,,,,,,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies total6,,,,,,,,,,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies total7,,,,,,,,,,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies total8,,,,,,,,,,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies total9,,,,,,,,,,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies total10,,,,,,,,,,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies total11,,,,,,,,,,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies backward kernels0,1542.0248846599302,293.6803431144321,293.68034311345446,293.5586709515265,294.11858889520704,294.11858875308957,581.5247790803238,2996.239803783305,568.3766995122635,1653.6895352808203,249.72013811664368,249.7201382650675,248.8542558186493,248.97433294673627,249.65704757898146,562.5124838981128,3013.2055638820098,320.9447391063214,477.6494769664614,140.87230813322373,140.87230818779915,140.30735143561694,141.5414784835756,141.39148593709183,294.42949542000855,870.2058997004478,181.06580428946253,142.05961516019846,98.42055280195227,98.42055281977755,98.34674790794763,98.51413142576762,98.32854369302385,191.12329342991066,258.7088267152041,126.76079324381075,51.85481874048063,45.311757380304996,45.31175735800199,45.279081983264156,45.353044645374126,45.27103337183113,85.83101039309173,94.41728663017996,58.37042676227166,233.51921025218118,166.55757704148084,166.55757706504608,166.5011099697386,166.70760355385448,166.48051213703638,322.9923081596833,425.2593842891853,214.8627280819143
Frequencies backward kernels1,2589.0440271258344,295.18036465974376,295.18036465698805,294.83725389126914,296.4143060012112,296.4143056015513,605.0570623605315,5031.279103104012,568.9292759033625,2244.38063605269,251.24838043990115,251.2483807112735,249.66316396736883,249.88324180890203,251.13301731353394,641.4655509199725,4089.6715105142057,321.1775679609643,637.1551995094678,141.6987959753542,141.69879607515958,140.6640523370438,142.92035947179932,142.64693280941574,324.1580390980911,1160.8865431233971,181.0986895150543,170.65343496759726,98.82628987265237,98.8262899053,98.69106373069933,98.99763669142865,98.65769818501519,201.27916335518776,310.81772073171675,126.76322321000433,56.92631317749319,45.491188101835,45.49118806097842,45.43131177824023,45.566799265244846,45.416558116871634,88.84430970130417,103.65948929180907,58.37075511939606,278.0293070628458,167.02222093372035,167.02222097694028,166.91865455016745,167.29726020605307,166.88086969394112,339.4807323183212,506.37382987994,214.8663821777743
Frequencies backward kernels2,4398.317559003407,299.39140231414933,299.3914023064568,298.43129746507617,302.8290645192212,302.8290634096181,667.3926523531879,8547.874674455388,573.3418467740167,2794.006289684675,253.04832653882454,253.0483269541137,250.618619063002,250.95639090230063,252.87176118425907,724.2098940327145,5091.300455542433,321.63094464022424,786.549486713369,142.67247165829556,142.67247181107808,141.0856667722669,144.53845419710396,144.12146656269888,356.26821224523445,1433.1402785373002,181.16275284055416,199.4030734849952,99.30511963747385,99.30511968754242,99.09765765584982,99.5677972518114,99.04644731161252,212.70752097567186,363.21058294614414,126.76795654369104,62.417750948535634,45.7029771074554,45.702977044782884,45.611100765356625,45.818912786455044,45.58845313291934,92.29283803801734,113.66699066569934,58.37139467467777,323.08880488479275,167.57129025329155,167.5712903196631,167.41220166582292,167.993546199476,167.35414837886015,358.0705948088119,588.489505601063,214.87349993375022
Frequencies backward kernels3,7532.618127481135,311.0277384445723,311.02773842355424,308.3980778519971,320.3363013573616,320.3363013573616,819.2124674207793,14639.85991138596,607.656367027984,3814.4821658632754,257.30289977552656,257.3029005272467,252.88888175599226,253.50444725487515,256.98321851596165,892.0250996693047,6950.999276454101,323.4898038917681,1064.4966425658906,144.97502662946343,144.9750269061943,142.08875874749674,148.33843442827998,147.58961138000942,423.4733863409414,1939.6666939783506,181.42596454196993,255.59137742441712,100.44106168795416,100.44106177904885,100.0633267868658,100.91847011239417,99.96999322553835,237.86768830408107,465.6072228139999,126.78740920165475,73.94326101923939,46.205559507289934,46.205559393218586,46.038211650795475,46.41636522993652,45.99692073488244,100.07025137843269,134.6708843708672,58.37402281394203,411.65304648565717,168.87703221043378,168.87703233159752,168.58650714908228,169.647131409537,168.48043882885176,399.1047686618547,749.887517634557,214.9027516495355
Frequencies backward kernels4,13002.718680303446,350.073787451184,350.073787451184,339.0278924205873,471.0493394801615,471.0493394801615,1146.673375693297,25271.824280687648,834.6428404131265,5668.007878000282,267.7796872664212,267.7796888250863,258.54899465790197,259.8459384933151,267.1164391426957,1219.2934739080615,10328.834728887183,332.9430346251011,1568.4788802640078,150.65105064241573,150.6510512170392,144.5975123835551,157.55969987161464,156.0342123034548,559.1669758160343,2858.115810418163,182.78034482061048,361.35875968351434,103.26230789529967,103.26230808644006,102.46822521607001,104.2616350612518,102.27154749232895,292.2006315673163,658.3559772006284,126.88779493556193,97.29173778525347,47.45466890380578,47.454668664222545,47.10253960905771,47.896411796008685,47.01545543905488,117.52463502222268,177.22075936159686,58.38758544413698,579.2096129832075,172.13911651590692,172.13911677225784,171.52392249441243,173.7645593046578,171.2990463191412,488.06868274513226,1055.2398706827228,215.05370784657586
Frequencies backward kernels5,,,,,,,,,,7374.03936970878,280.12618325505196,280.1261857289275,265.34056421353256,267.435020345568,279.0728277517155,1530.1413551942262,13437.87909063414,353.1415823259769,2030.3825852105663,157.35010895979872,157.3501098732297,147.62218930220791,168.21157135075268,165.83299002401642,690.9304212260568,3699.881691550796,185.76512484910464,459.8426322203661,106.62827112909261,106.62827143634878,105.34907967066813,108.23052428442895,105.03140422369363,347.7057803706351,837.8313915905277,127.11108348482301,120.0149962673106,48.946514944375096,48.94651455882085,48.37868144173995,49.655611915052184,48.23788837693575,135.98629974695734,218.63125210765725,58.417768034248624,735.6452585736696,176.06542563442645,176.06542605034903,175.06625222327347,178.69570172360784,174.70050376118235,579.2578747150721,1340.3256555048386,215.3895132367963
Frequencies backward kernels6,,,,,,,,,,10532.224216675766,308.3461886238237,308.3461930677712,281.30992334000575,285.20225715591783,306.45177138650195,2110.607880696978,19193.304384496867,433.4849908184258,2880.277013114936,172.6964986736948,172.69650031926403,154.7917279360125,191.88046087408006,187.73963374436565,940.2444007264492,5248.715629467695,198.78195176314279,641.8216909715854,114.46963280052161,114.4696333662009,112.10446572965718,117.40428589334945,111.51388093543672,456.5190471002771,1169.4670907209324,128.12012201168568,163.07141116363067,52.42778095978245,52.427780248391805,51.37566451963689,53.729590066411596,51.113400515452824,173.24057365447916,297.09656118204333,58.5545405954349,1025.0898507348354,185.34552588886436,185.3455266694542,183.4662046449612,190.254360268517,182.77619053532635,758.4954536508558,1867.8048055535462,216.90772303582705
Frequencies backward kernels7,,,,,,,,,,13480.283788952602,339.3010423828972,339.30104883370444,299.44506636805806,305.26657731207877,336.54844837957063,2650.649745156176,24565.800757938705,565.3823411269022,3668.1814722725726,189.57417226384217,189.57417465821158,163.02077818275484,217.05505812294737,211.18911193989743,1173.9029577636259,6684.580047661451,223.42910514562718,810.2506060619802,123.26968381480461,123.26968465355282,119.74895067379782,127.60103702437095,118.8653514477731,560.779068052394,1476.409231705999,130.18767983115583,203.4573500174508,56.34291717311481,56.34291611618354,54.77370234466492,58.26831062723925,54.38058403074762,209.66631378732416,370.6952418082759,58.83693660152683,1293.1397002569497,195.95626483703833,195.95626601555063,193.11275904222265,203.32776440958384,192.06559266383448,930.5340541890035,2356.2945309566867,220.02242511280556
Frequencies backward kernels8,,,,,,,,,,15598.826171491737,363.48093156455,363.4809394964931,313.99123644209624,321.28797828183474,360.0943179463833,3036.1503489356865,28426.59834025773,692.1474329256977,4231.545704343195,202.78277489248248,202.78277784091014,169.67970884100893,236.310870918004,229.20040910764172,1341.1608433053966,7711.24596695844,249.96349582703067,930.2882700105453,130.26212216528265,130.26212321054584,125.86312250381505,135.64385726624863,124.75536034114302,636.1170916159231,1695.1639377638774,132.63528170340362,232.37595802553636,59.45897576606988,59.45897444717215,57.49576314552965,61.854517931811564,57.00228916229401,236.23820389605274,423.3960455988922,59.175069456976196,1484.2025927121103,204.51491092477423,204.5149124115081,200.9223277765665,213.77988754276515,199.59649632346654,1054.947063505673,2704.4844692194742,223.71625308711026
Frequencies backward kernels9,,,,,,,,,,18332.355043670676,396.3818967187059,396.3819065713281,334.2342219161524,343.4951241729492,426.892510095826,3529.9231552372075,33408.137415783196,890.8904083609574,4955.331951641294,220.78277730189583,220.78278097001117,179.0214136777901,262.0901661337351,253.3888049189903,1555.6881480913314,9030.262388146228,295.31337461164065,1083.9574207010946,139.9129154244371,139.91291674225155,134.3502326040146,146.67515816080345,132.94391312046105,733.2543181683907,1975.208124790044,137.31605111753885,269.47371673799046,63.76581783011973,63.7658161648016,61.279532739298034,66.7804474155281,60.6521276860828,270.69270915105966,491.002402239371,59.83323634343185,1728.798315029152,216.48609567669547,216.4860975781381,211.882945649312,228.2833948909536,210.17977768159477,1215.4329672746794,3150.2317763552037,230.7992898252916
Frequencies backward kernels10,,,,,,,,,,20984.231793182873,429.6199630554024,429.61997476092364,355.1286150411898,366.32653953064107,511.46528308666194,4004.9979033948084,38240.87497561911,1117.9350945725434,5654.479484285406,238.9926023140228,238.9926066773875,188.74268807365002,305.8570293840345,305.8570293840345,1762.2589826737815,10304.377612220242,350.6504186691082,1231.7964345645505,149.79377246984544,149.79377405439504,143.0883931366662,157.90227159554797,141.38755421125342,827.129941658605,2244.627565012232,143.79737652531196,305.199528373227,68.18141761516985,68.1814156102586,65.18059976464293,71.80073990774989,64.42083490926223,304.1294904398462,556.1085452495962,60.769008241548065,1964.101566517467,228.90588906898392,228.90589138340158,223.2939561321731,243.21070737255496,221.2127849216541,1370.581848886946,3579.0446355201443,240.64489972425974
Frequencies backward kernels11,,,,,,,,,,23570.993753474908,462.91974861335115,462.9197621061677,389.9023918392926,389.9023918392926,608.3587544370397,4464.774313179963,42954.9483909275,1369.302866892395,6333.876974677991,257.25637448431405,257.2563795188534,198.7258174352266,365.6193648027837,365.6193648027837,1962.251599037929,11542.500677047814,414.5082373488821,1374.9061185830358,159.80053126800286,159.80053311233272,151.97946663586893,169.21697723216053,149.99009427903889,918.2165570289237,2505.4283510725713,152.1903066598548,339.78972696741937,72.6584129399351,72.65841060387747,69.15458214669385,76.86587906968266,68.26496960943585,336.66124808450274,619.1451657356973,62.021216213055126,2191.858115983332,241.62626192735962,241.6262646492846,235.0169140930874,258.3947522405553,232.56093588860637,1521.1533342220428,3994.104507166983,253.45240403612777
Frequencies backward grid0,65536.0,603.7866629970722,603.7866629970722,559.1337152950158,931.2414905129898,931.2414905129898,65536.0,65536.0,1628.2786778496668,65536.0,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1507.2335084877068,65536.0,65536.0,2927.246459022404,65536.0,739.9202789596652,739.9202789596652,548.1694318247697,1369.9587468457216,1369.9587468457216,65536.0,65536.0,1596.6154427183094,65536.0,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,65536.0,65536.0,1123.6483696216517,65536.0,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,65536.0,65536.0,512.9992577598294,65536.0,1074.1554517174807,1074.1554517174807,1657.447518022577,1657.447518022577,1657.447518022577,65536.0,65536.0,1931.6697913193286
Frequencies backward grid1,65536.0,1206.6011546294023,1206.6011546294023,1117.2953217949262,1861.5105341316757,1861.5105341316757,65536.0,65536.0,3255.584691283069,65536.0,1743.998188401229,1743.998188401229,1507.2335084877068,1507.2335084877068,2260.575665262745,65536.0,65536.0,4390.595064095621,65536.0,1109.7254693717287,1109.7254693717287,822.0992112836918,2054.7831546141115,2054.7831546141115,65536.0,65536.0,2394.7681956579695,65536.0,937.1445813732993,937.1445813732993,1446.0929017246065,1446.0929017246065,1446.0929017246065,65536.0,65536.0,1685.3640564542193,65536.0,427.85149409557937,427.85149409557937,660.2103737905189,660.2103737905189,660.2103737905189,65536.0,65536.0,769.4489255803708,65536.0,1611.049285867178,1611.049285867178,2485.9873730119093,2485.9873730119093,2485.9873730119093,65536.0,65536.0,2897.3207797379746
Frequencies backward grid2,65536.0,2412.2297464079625,2412.2297464079625,2233.6181120846836,3722.048367432926,3722.048367432926,65536.0,65536.0,6510.1965728741225,65536.0,2325.1478494585263,2325.1478494585263,2009.4616148571042,2009.4616148571042,3013.917810920462,65536.0,65536.0,5853.943663441757,65536.0,1479.5306525735034,1479.5306525735034,1096.0289810115794,2739.607558487833,2739.607558487833,65536.0,65536.0,3192.9209452546934,65536.0,1249.4537785218913,1249.4537785218913,1928.0515355533043,1928.0515355533043,1928.0515355533043,65536.0,65536.0,2247.0797409596876,65536.0,570.4353523546921,570.4353523546921,880.2471903509299,880.2471903509299,880.2471903509299,65536.0,65536.0,1025.8985923202388,65536.0,2147.943113021092,2147.943113021092,3314.5272234667896,3314.5272234667896,3314.5272234667896,65536.0,65536.0,3862.9717642657424
Frequencies backward grid3,65536.0,4823.48673394533,4823.48673394533,4466.26348098825,7443.123906952532,7443.123906952532,65536.0,65536.0,13019.420263376436,65536.0,3487.4471571609083,3487.4471571609083,3013.917810920462,3013.917810920462,4520.602091119545,65536.0,65536.0,8780.640856407961,65536.0,2219.14101176475,2219.14101176475,1643.8885107326514,4109.256362339347,4109.256362339347,65536.0,65536.0,4789.226441112072,65536.0,1874.0721686334662,1874.0721686334662,2891.968800495013,2891.968800495013,2891.968800495013,65536.0,65536.0,3370.5111076432245,65536.0,855.6030669285161,855.6030669285161,1320.3208222098451,1320.3208222098451,1320.3208222098451,65536.0,65536.0,1538.7979247168228,65536.0,3221.730760331539,3221.730760331539,4971.606919841428,4971.606919841428,4971.606919841428,65536.0,65536.0,5794.273729429907
Frequencies backward grid4,65536.0,9646.000610935875,9646.000610935875,8931.554112875032,14885.274922420835,14885.274922420835,65536.0,65536.0,26037.867607994198,65536.0,5812.045755267206,5812.045755267206,5022.83018303477,5022.83018303477,7533.970638170312,65536.0,65536.0,14634.035235477146,65536.0,3698.3617214896512,3698.3617214896512,2739.607558487833,6848.5539653768465,6848.5539653768465,65536.0,65536.0,7981.837428793979,65536.0,3123.308943830835,3123.308943830835,4819.803327119454,4819.803327119454,4819.803327119454,65536.0,65536.0,5617.3738382134225,65536.0,1425.9384937424293,1425.9384937424293,2200.4680844190366,2200.4680844190366,2200.4680844190366,65536.0,65536.0,2564.5965882148244,65536.0,5369.306046552494,5369.306046552494,8285.76630714385,8285.76630714385,8285.76630714385,65536.0,65536.0,9656.87765508817
Frequencies backward grid5,,,,,,,,,,65536.0,8136.644346788232,8136.644346788232,7031.742547520076,7031.742547520076,10547.339180134843,65536.0,65536.0,20487.429611910986,65536.0,5177.5824279175995,5177.5824279175995,3835.3266017939427,9587.851566631676,9587.851566631676,65536.0,65536.0,11174.448414962055,65536.0,4372.54571711229,4372.54571711229,6747.637852514593,6747.637852514593,6747.637852514593,65536.0,65536.0,7864.236567728094,65536.0,1996.2739196668836,1996.2739196668836,3080.6153460537075,3080.6153460537075,3080.6153460537075,65536.0,65536.0,3590.395251217516,65536.0,7516.881329584529,7516.881329584529,11599.925692369377,11599.925692369377,11599.925692369377,65536.0,65536.0,13519.481578975125
Frequencies backward grid6,,,,,,,,,,65536.0,12785.841524431838,12785.841524431838,11049.567270263373,11049.567270263373,16574.07625990824,65536.0,65536.0,32194.218362539585,65536.0,8136.023838057545,8136.023838057545,6026.764684762012,15066.446767662303,15066.446767662303,65536.0,65536.0,17559.670386028447,65536.0,6871.019262117228,6871.019262117228,10603.30690224929,10603.30690224929,10603.30690224929,65536.0,65536.0,12357.962025880577,65536.0,3136.944770783244,3136.944770783244,4840.909868830683,4840.909868830683,4840.909868830683,65536.0,65536.0,5641.992576805486,65536.0,11812.031892985902,11812.031892985902,18228.244461150298,18228.244461150298,18228.244461150298,65536.0,65536.0,21244.689425282002
Frequencies backward grid7,,,,,,,,,,65536.0,17435.03869966,17435.03869966,15067.391990198219,15067.391990198219,22600.813337856664,65536.0,65536.0,43901.00711260044,65536.0,11094.465247025146,11094.465247025146,8218.202766101153,20545.041968064605,20545.041968064605,65536.0,65536.0,23944.89235654539,65536.0,9369.492806415708,9369.492806415708,14458.975951528024,14458.975951528024,14458.975951528024,65536.0,65536.0,16851.68748361234,65536.0,4277.615621592935,4277.615621592935,6601.204391408641,6601.204391408641,6601.204391408641,65536.0,65536.0,7693.589902261288,65536.0,16107.182455237864,16107.182455237864,24856.56322909094,24856.56322909094,24856.56322909094,65536.0,65536.0,28969.89727092497
Frequencies backward grid8,,,,,,,,,,65536.0,20921.93658050782,20921.93658050782,18080.76052947859,18080.76052947859,27120.86614583087,65536.0,65536.0,52681.09867435777,65536.0,13313.296303445573,13313.296303445573,9861.781326708258,24653.988368231738,24653.988368231738,65536.0,65536.0,28733.8088344391,65536.0,11243.34796445438,11243.34796445438,17350.727738383684,17350.727738383684,17350.727738383684,65536.0,65536.0,20221.98157672374,65536.0,5133.118759595582,5133.118759595582,7921.425283300245,7921.425283300245,7921.425283300245,65536.0,65536.0,9232.287896301332,65536.0,19328.54537663272,19328.54537663272,29827.802305074,29827.802305074,29827.802305074,65536.0,65536.0,34763.803155122936
Frequencies backward grid9,,,,,,,,,,65536.0,25571.133754518924,25571.133754518924,22098.585247986757,22098.585247986757,33147.603222774786,65536.0,65536.0,64387.887423621025,65536.0,16271.737711798904,16271.737711798904,12053.219407200913,30132.583568244918,30132.583568244918,65536.0,65536.0,35119.03080474535,65536.0,13741.821508373107,13741.821508373107,21206.396787594203,21206.396787594203,21206.396787594203,65536.0,65536.0,24715.707034426418,65536.0,6273.789610246891,6273.789610246891,9681.719805811686,9681.719805811686,9681.719805811686,65536.0,65536.0,11283.885221562772,65536.0,23623.695938386394,23623.695938386394,36456.12107261481,36456.12107261481,36456.12107261481,65536.0,65536.0,42489.01100007879
Frequencies backward grid10,,,,,,,,,,65536.0,30220.330928199935,30220.330928199935,26116.409966266117,26116.409966266117,39174.3402996397,65536.0,65536.0,65536.0,65536.0,19230.1791200106,19230.1791200106,14244.657487563067,35611.17876840851,35611.17876840851,65536.0,65536.0,41504.25277471908,65536.0,16240.295052214517,16240.295052214517,25062.065836560167,25062.065836560167,25062.065836560167,65536.0,65536.0,29209.432492013344,65536.0,7414.460460822171,7414.460460822171,11442.014328212696,11442.014328212696,11442.014328212696,65536.0,65536.0,13335.48254691276,65536.0,27918.846499861975,27918.846499861975,43084.43984028982,43084.43984028982,43084.43984028982,65536.0,65536.0,50214.21884546187
Frequencies backward grid11,,,,,,,,,,65536.0,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,45201.07737624433,65536.0,65536.0,65536.0,65536.0,22188.620528023996,22188.620528023996,16436.095567779656,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,65536.0,65536.0,33703.157949091255,65536.0,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,32213.99706127872,32213.99706127872,49712.75860750632,49712.75860750632,49712.75860750632,65536.0,65536.0,57939.42669078791
Frequencies backward fft,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40
Channels out,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40
-- Visibilities --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
