,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
W kernel support bw3 [uv-pixels],257.83948650180565,4.40931251774326,4.409312519055902,2.57791276626298,2.260850097307559,2.059214345991274,10.630174742896056,257.83948650180565,3.788984637929831,153.87506062187435,2.5428407211077984,2.5428408138808236,1.7005545487814175,1.9130467659770471,1.700554554462698,3.4154270522037296,153.87506062187435,1.2873121222810928,75.58836487425492,2.6469906075511016,2.6469906851590084,2.897235316352231,3.3692063742709855,2.8972352183050307,3.2377325037414653,75.58836487425492,0.6436425174912901,24.144977429954615,2.4254379254817198,2.42543806007034,1.7067947921894633,2.0482723021828777,1.6736684033437803,8.885773820591035,24.144977429954615,0.20901578489978515,13.011987690963144,2.376292782786177,2.3762926286027275,1.6721809093763287,2.006411767232082,1.639623708872467,6.984731306140302,13.011987690963144,0.11321422670188461,22.728303927718347,2.049467466956795,2.049467512569281,1.4420567074814759,1.7333678017366507,1.415410127854679,8.706621725243611,22.728303927718347,0.19686802934455488
W kernel support bw4 [uv-pixels],445.32610945220534,9.184711095011886,9.184711095011886,5.842695255920037,5.842695255920037,5.842695255920037,17.946303602262724,445.32610945220534,10.767336770701792,228.92053145856664,3.7339101543463125,3.7339102906691064,2.4964816326653185,2.8086124863907855,2.4964816410101243,5.016352032511764,228.92053145856664,2.7741230716750493,111.91045312272352,3.8869539532106576,3.886954067254812,4.254706694758816,4.9484095840332385,4.254706550663485,4.755155579510486,111.91045312272352,1.3862460638117227,35.57903467429398,3.5614004167207005,3.561400614477702,2.5056474716358923,3.007263276640169,2.4569908731319496,13.065388739958523,35.57903467429398,0.4499376360249123,19.145320867297563,3.4891901068805766,3.4891898803371637,2.4548060366610542,2.9457673499944264,2.4069863310215545,10.266577882220986,19.145320867297563,0.24367288335199153,33.48571560994978,3.009019072138675,3.009019139147193,2.116819620691777,2.5446789621085433,2.0776861686656973,12.801564834209897,33.48571560994978,0.4237801570386919
W kernel support bw5 [uv-pixels],,,,,,,,,,297.9469804207112,4.809850474115896,4.809850649819483,3.215211073952062,3.6173953233368827,3.215211084703966,6.463016601701299,297.9469804207112,4.602401107953138,145.10671498850104,5.007109144878265,5.007109291872931,5.4811369505453325,6.375421254802158,5.48113676480041,6.126274308702057,145.10671498850104,2.2985504263744887,45.96074309999651,4.587511091718934,4.587511346592755,3.2270208588784017,3.8733772622959273,3.1643293031027424,16.848470282644328,45.96074309999651,0.7456659361908637,24.70220618658938,4.494445616744908,4.49444532477584,3.1615142728758605,3.794131972471311,3.0999019071301253,13.23555103607765,24.70220618658938,0.4037683263417485,43.25065012266939,3.8756398464229007,3.8756399327726188,2.7260608554297785,3.2773115836509015,2.6756451184328425,16.50783661615993,43.25065012266939,0.7023034471278886
W kernel support bw6 [uv-pixels],,,,,,,,,,425.684666306095,6.760204572251651,6.760204819428085,4.517482803268435,5.083005501915763,4.517482818385908,9.086427337264695,425.684666306095,9.09397381662716,206.10175968718326,7.037712827660578,7.0377130344625565,7.704655320469281,8.963140985318717,7.704655059113182,8.612495071547562,206.10175968718326,4.536666640298325,64.89299885963469,6.447432763535683,6.4474331220620655,4.534087719504938,5.442990369472275,4.445942302534888,23.722116919062724,64.89299885963469,1.4702310034630404,34.81039978507779,6.3165211958072796,6.316520785111924,4.4419843682750875,5.331545126905225,4.355358363587482,18.62676292551306,34.81039978507779,0.7958660060011038,61.05304255870578,5.4461723596106015,5.446172481048764,3.829786356983611,4.604798799590618,3.7589140757215684,23.241557801375926,61.05304255870578,1.3846834980730496
W kernel support bw7 [uv-pixels],,,,,,,,,,544.9022214669649,8.540555185176629,8.540555497684945,5.705663650295218,6.420388129363206,5.705663669399999,11.482231905064634,544.9022214669649,14.525154584862845,262.60575567135703,8.891421294593272,8.891421556068858,9.734738047961466,11.32629814696103,9.734737717469756,10.882815248893905,262.60575567135703,7.2380628455856675,82.28986305590534,8.145125214091326,8.145125667354565,5.726648233393197,6.875390866660088,5.615254672842067,30.01294587268241,82.28986305590534,2.343322214655387,44.07328988258617,7.979623658981824,7.979623139777248,5.61025289199174,6.734526179422608,5.5007816232482964,23.557567197409437,44.07328988258617,1.2680992060236433,77.40655973521646,6.879412888159099,6.8794130416564485,4.836648566510382,5.816010699751188,4.747097561521434,29.403954800850205,77.40655973521646,2.206893874136743
W kernel support bw8 [uv-pixels],,,,,,,,,,630.5686589971884,9.799528015270994,9.79952837402582,6.545578098283644,7.365863889027587,6.545578120209251,13.176986133706215,630.5686589971884,19.137129746472176,302.9950981036437,10.202323751549883,10.202324051729928,11.17050906624719,12.997930099006204,11.170508857283684,12.488699555109948,302.9950981036437,9.52840746593798,94.65258436525767,9.345589030158893,9.345589550478351,6.56966108633478,7.8881010231309165,6.441820744526404,34.47013179993144,94.65258436525767,3.0824946282927543,50.64243528800478,9.155604545309778,9.155603949303211,6.436080509493031,7.726418514178004,6.3104479007323295,27.04941618636673,50.64243528800478,1.667723114653727,89.02518203047612,7.892717477731834,7.892717653915301,5.548301957686832,6.672218681739506,5.445539510223811,33.7699487547885,89.02518203047612,2.902954168095747
W kernel support bw9 [uv-pixels],,,,,,,,,,741.0987401986339,11.401726657936356,11.401727075598576,7.614128908418004,8.568814625535033,7.6141289339348095,15.334403922536353,741.0987401986339,25.936262324485085,354.87712794446253,11.870670737932665,11.870671087416202,15.12588195725446,15.12588195725446,15.12588195725446,14.532869115363438,354.87712794446253,12.899639953708286,110.45342913517943,10.873263223227074,10.873263828954853,7.6421564943331655,9.176663761908946,7.493377846844654,40.15213764007737,110.45342913517943,4.168932735622993,59.02367479837852,10.652095715983641,10.652095022158578,7.486697500898167,8.988472378583444,7.340490458695648,31.498878452451564,59.02367479837852,2.2548313271641356,103.87203420624726,9.18203716245681,9.182037367528594,6.453577687851692,7.7615130724620505,6.333998888090248,39.33548516019364,103.87203420624726,3.9259732449737914
W kernel support bw10 [uv-pixels],,,,,,,,,,848.3242782122347,12.934527518039676,12.934527992110475,9.795680669478822,9.795680669478822,9.795680669478822,17.399005115801653,848.3242782122347,33.42188312681315,404.9871559086001,13.466815938696799,13.466816335395324,19.47445403980467,19.47445403980467,19.47445403980467,16.48897789776192,404.9871559086001,16.604752940710846,125.63702967285093,12.334703429608233,12.334704117115576,8.667856689940516,10.409178558706985,8.499038951871453,45.59765413687327,125.63702967285093,5.361020390945257,67.06292328832127,12.083678226920005,12.083677439435293,8.491458879888203,10.19561096197184,8.3255614683838,35.76123365244544,67.06292328832127,2.8987087827318407,118.13600144022669,10.415276572891893,10.415276805618062,7.319252858168457,8.803291138239603,7.183582944663373,44.6691636767209,118.13600144022669,5.048409306677936
W kernel support bw11 [uv-pixels],,,,,,,,,,952.9151270818414,14.41121484150467,14.411215369965447,12.15747220194383,12.15747220194383,12.15747220194383,19.38857914322818,952.9151270818414,41.54727978628811,453.6779515075712,15.004582524675172,15.004582966901646,24.18810613186736,24.18810613186736,24.18810613186736,18.373899693330163,453.6779515075712,20.619586676665016,140.32371531681747,13.742585987118012,13.742586753473306,9.655707058987389,11.596365801465153,9.467577035928384,50.852281037539136,140.32371531681747,6.6506664409638026,74.82635479855996,13.462773814514435,13.46277293673004,9.459129880049248,11.358337277059029,9.274256675860626,39.872492971750475,74.82635479855996,3.5949317551364106,131.93061952868786,11.603162302412958,11.603162561796408,8.152893874956497,9.806636538221433,8.001719143205003,49.81568356382184,131.93061952868786,6.262633157716523
AW kernel support bw0 [uv-pixels],52.796275818634754,10.042580883934832,10.042580883960074,10.014604723931129,10.011239447914468,10.00932737451601,10.243733848887564,52.796275818634754,10.001390314365764,66.83748079289296,10.061837429452249,10.061837433945968,10.027723325281787,10.035064953517724,10.027723325466626,10.111211185220217,66.83748079289296,10.003058904554988,34.20048150361397,10.066983930875677,10.06698393478637,10.080179544415767,10.108241132848631,10.080179539016516,10.100008876135023,34.20048150361397,10.000765653837538,14.515553109215524,10.056280095767884,10.056280101990286,10.027926718644075,10.040182359739958,10.026855458901357,10.727966654746359,14.515553109215524,10.000080828042584,11.50185999982993,10.05403068840218,10.054030681416357,10.026807844369172,10.038561242403553,10.025776218741324,10.456241652636828,11.50185999982993,10.000023721460483,14.076294815083747,10.040229130891154,10.040229132676652,10.019948182187727,10.028801110846839,10.01921897968445,10.699920341864274,14.076294815083747,10.000071708416435
AW kernel support bw1 [uv-pixels],88.66703309967698,10.120157081322224,10.120157081393218,10.041297836304405,10.031788718466295,10.026383802530981,10.676800394703648,88.66703309967698,10.011130330041592,90.71948540697122,10.113418320662767,10.113418328886484,10.050908916358054,10.064374653908791,10.050908916697168,10.203607189591136,90.71948540697122,10.010328035003269,45.62876493005944,10.122834843152665,10.122834850306658,10.146962167539364,10.198191393538432,10.146962157672078,10.183173805710794,45.62876493005944,10.002585107097666,17.441715840279215,10.103246028813471,10.103246040205487,10.051282068427387,10.073756566534588,10.049316639758612,11.304005756655052,17.441715840279215,10.000272854959556,12.628931965321115,10.099127453888933,10.099127441097098,10.049229278413854,10.070784897414223,10.047336418200565,10.824849412866824,12.628931965321115,10.0000800719805,16.763546131475167,10.073842297460205,10.073842300732995,10.036640369499203,10.05288619505754,10.035301778003822,11.254925311259699,16.763546131475167,10.000242067495345
AW kernel support bw2 [uv-pixels],150.6525426437242,10.336962658416429,10.336962658613587,10.116548141314892,10.089777662295571,10.07454329194418,11.820942676631033,150.6525426437242,10.088908734092886,112.94118897432566,10.174231077239773,10.174231089838663,10.07832011036298,10.099005695367008,10.078320110884082,10.3121009180373,112.94118897432566,10.024482870904109,56.332583575571704,10.188654069448795,10.188654080403834,10.225579062747553,10.303838794813515,10.225579047655268,10.280917340497467,56.332583575571704,10.00612956283549,20.383824904209447,10.158643078806337,10.158643096267754,10.078893512942306,10.11340993260109,10.075873230509288,11.95192672768257,20.383824904209447,10.000646904392243,13.84933096605165,10.152329591041502,10.152329571430549,10.075738975401752,10.10884817612374,10.072829929962412,11.246655370916082,13.84933096605165,10.000189828309235,19.483967492814465,10.113541526892705,10.113541531916324,10.05638679381444,10.08135837116825,10.05432838305887,11.880228200089903,19.483967492814465,10.000573907269967
AW kernel support bw3 [uv-pixels],258.03333272954256,10.928954061534315,10.928954062063903,10.326937311248754,10.252387193356267,10.209817026897998,14.594540591073955,258.03333272954256,10.693755401469975,154.19965720255513,10.318238170003832,10.318238192866945,10.1435637609955,10.181343129902618,10.143563761947958,10.56717284560658,154.19965720255513,10.082518162650233,76.24697308328703,10.34439748252472,10.344397502383528,10.411242600108721,10.552324463947658,10.411242572824197,10.511085184974194,76.24697308328703,10.020692375795324,26.133884806760314,10.289934359866688,10.28993439159054,10.144611794575733,10.207615756085724,10.139090981165486,13.377480195862786,26.133884806760314,10.002184141393183,16.41072282593842,10.27846133375622,10.278461298110319,10.13884554541012,10.19929841605232,10.133526824689255,12.197806008417105,16.41072282593842,10.000640852521787,24.830944392647194,10.207855646418317,10.207855655576097,10.103441371512595,10.149116411594527,10.099672560535495,13.25915766051841,24.830944392647194,10.001937663321943
AW kernel support bw4 [uv-pixels],445.4383725722758,13.57788341012083,13.57788341012083,11.581756682539593,11.581756682539593,11.581756682539593,20.544337735361246,445.4383725722758,14.694745357906237,229.13884376786183,10.674365791030889,10.67436583871682,10.306911299814086,10.386929483668897,10.306911301835317,11.187662298893585,229.13884376786183,10.377656711261931,112.35635059102489,10.728858794596002,10.728858835913012,10.867498748949801,11.157363371843369,10.867498692535408,11.073007928532775,112.35635059102489,10.09562668433384,36.957647494863814,10.615251901307778,10.615251967654943,10.309135232991919,10.442395913535771,10.297417353426717,16.453096454048854,36.957647494863814,10.01011707605419,21.599613679688336,10.591243911928064,10.591243837295375,10.296896264293798,10.424852290574346,10.285600769897917,14.331874316072868,21.599613679688336,10.00296838313913,34.9470048775347,10.442901693327114,10.442901712634956,10.22159113379838,10.318691342423119,10.213558626427163,16.244385559462675,34.9470048775347,10.008975453137037
AW kernel support bw5 [uv-pixels],,,,,,,,,,298.1147482796174,11.0966058587008,11.096605934859943,10.504169755390665,10.63416893439725,10.504169758681703,11.906745298101686,298.1147482796174,11.008273977263114,145.45088083182608,11.1835210013986,11.183521067211357,11.40363373099265,11.859426469108156,11.403633641714675,11.727371270044403,145.45088083182608,10.260766738533059,47.036049008222165,11.002056990247063,11.002057096521417,10.507790615711578,10.723947566827762,10.488707257735564,19.592624910030533,47.036049008222165,10.027762347024156,26.649558917264923,10.963577947088146,10.963577827397378,10.487858337029433,10.69558027525992,10.469450407439208,16.58854457837143,26.649558917264923,10.008148123472035,44.39165164795698,10.724764995988533,10.724765027192985,10.364912338631067,10.52334410804533,10.351766844350461,19.300483666111337,44.39165164795698,10.024631171861023
AW kernel support bw6 [uv-pixels],,,,,,,,,,425.80210794232977,12.07064065651414,12.07064079494617,10.973042006564361,11.217706759070943,10.973042012788062,13.511593605322473,425.80210794232977,13.516669699948297,206.3442156837779,12.22822153236595,12.22822165138677,12.62385494241896,13.428994613250097,12.623854782906779,13.1975403525593,206.3442156837779,10.980953701987623,65.65897730696503,11.898293543206664,11.898293737484506,10.979888498894944,11.385347783979546,10.943783758712945,25.743714400250834,65.65897730696503,10.107501135470821,36.21828175379036,11.82786709500418,11.827866875677582,10.942176434695257,11.33249193426701,10.907297853972423,21.14134094808718,36.21828175379036,10.031620143302284,61.86658230155549,11.386869340191208,11.386869398273294,10.708280139225804,11.009276633126774,10.683137883068706,25.301581156811093,61.86658230155549,10.095412244670142
