,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,(undefined),0.16675796919282154,(undefined),3.627217935228502,3.627217935228502,4.250412779826403,4.250412779826403,4.250412779826403,2.7572079624093724,(undefined),0.24736096700338506,(undefined),2.6438994452843962,2.6438994452843962,2.122974325712728,2.122974325712728,8.432242773378185,2.122974325712728,(undefined),0.12374838575339467,(undefined),1.4215378806907413,1.4215378806907413,2.7288392139230275,1.26631956429386,2.7288392139230275,2.7288392139230275,(undefined),0.040206558978108056,(undefined),1.075881505651413,1.075881505651413,0.6855393718868465,1.4765428392063638,1.4765428392063638,1.4765428392063638,(undefined),0.02178140887010416,(undefined),1.0180767837479354,1.0180767837479354,2.569929478994147,2.569929478994147,2.569929478994147,2.569929478994147,(undefined),0.037870482843733844
W kernel support pred1 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,0.4719433070599293,,4.921407531597079,4.921407531597079,5.767610431797001,5.767610431797001,5.767610431797001,3.7403418662365673,,0.4546068283389465,,3.586546940327844,3.586546940327844,2.879568175624458,2.879568175624458,10.417278988263977,2.879568175624458,,0.2273957447535556,,1.9278261732647402,1.9278261732647402,3.701836085943349,1.7172557981159582,3.701836085943349,3.701836085943349,,0.07387268535099338,,1.4589260209570665,1.4589260209570665,0.9295001304042617,2.002449714339954,2.002449714339954,2.002449714339954,,0.04001807118720107,,1.3805182753044796,1.3805182753044796,3.4861499062642807,3.4861499062642807,3.4861499062642807,3.4861499062642807,,0.06958023069500174
W kernel support pred2 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,1.3364428326178834,,6.111808024213436,6.111808024213436,7.1633726934686175,7.1633726934686175,6.229980331349973,4.6443996627123365,,0.7001834252893276,,4.4533439909706996,4.4533439909706996,3.5751636824670157,3.5751636824670157,10.417278988263977,3.5751636824670157,,0.35018399199615297,,2.3931773382756996,2.3931773382756996,4.5965642922041265,2.1317047734855246,4.5965642922041265,4.5965642922041265,,0.11374755527108033,,1.8109485447115272,1.8109485447115272,1.153662328019494,2.485843521282549,2.485843521282549,2.485843521282549,,0.061616574227208426,,1.7135979708756595,1.7135979708756595,4.32862658394738,4.32862658394738,4.32862658394738,4.32862658394738,,0.10713764403280973
W kernel support pred3 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,3.788984637929831,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,6.3026638291180355,,1.2873121222810928,,6.043193378711712,6.043193378711712,4.850733066921979,4.850733066921979,10.417278988263977,4.850733066921979,,0.6436425174912901,,3.2462604809804363,3.2462604809804363,6.237697858907117,2.8914156916473313,6.237697858907117,6.237697858907117,,0.20901578489978515,,2.4561642484486224,2.4561642484486224,1.5644332052145031,3.372025906056538,3.372025906056538,3.372025906056538,,0.11321422670188461,,2.324074720482528,2.324074720482528,5.873823776778776,5.873823776778776,5.873823776778776,5.873823776778776,,0.19686802934455488
W kernel support pred4 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,8.246240756747323,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,9.262802364061878,,2.7741230716750493,,8.602195780323868,8.602195773714977,6.495447715376467,7.126800318220084,10.417278988263977,7.126800318220084,,1.3862460638117227,,4.767690571681026,4.767690571681026,7.901378621449384,4.246153878393419,7.620267640040409,9.167205652224586,,0.4499376360249123,,3.6065482775644027,3.6065482775644027,2.29655038268806,4.952554140201743,4.952554140201743,4.952554140201743,,0.24367288335199153,,3.412466472187406,3.412466472187406,6.679335874950946,8.631806705829835,6.4615115539010715,8.631806705829835,,0.4237801570386919
W kernel support pred5 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,11.940214119480446,,4.602401107953138,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,9.184562459116762,,2.2985504263744887,,6.142434341516951,6.142434341516951,7.901378621449384,5.4701120228921845,7.620267640040409,11.816861863427214,,0.7456659361908637,,4.6456990362514965,4.6456990362514965,2.9576161472709166,6.3807646188893425,6.3807646188893425,6.3807646188893425,,0.4037683263417485,,4.395565192554371,4.395565192554371,6.679335874950946,9.118455734093828,6.4615115539010715,11.126054417476606,,0.7023034471278886
W kernel support pred6 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,16.80087114053382,,9.09397381662716,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,12.918323204681995,,4.536666640298325,,8.63523771822864,8.63523771822864,7.901378621449384,7.689142501652058,7.620267640040409,16.62702242971169,,1.4702310034630404,,6.5292854488242735,6.5292854488242735,4.1553143666378745,8.970661432903652,7.756991466042124,8.970661432903652,,0.7958660060011038,,6.177434258074533,6.177434258074533,6.679335874950946,9.118455734093828,6.4615115539010715,15.653509953431858,,1.3846834980730496
W kernel support pred7 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,21.245291400610682,,14.525154584862845,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,16.330353900407065,,7.2380628455856675,,9.384165717410804,9.384165588532793,7.901378621449384,9.71512170428332,7.620267640040409,21.025160732651173,,2.343322214655387,,8.248607406332427,8.248607406332427,5.247989266076202,11.335809990304194,7.756991466042124,11.335809990304194,,1.2680992060236433,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,19.792572572384433,,2.206893874136743
W kernel support pred8 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,24.39209734411145,,19.137129746472176,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,18.745139296246982,,9.52840746593798,,9.384165717410804,9.384165588532793,7.901378621449384,11.147987305921351,7.620267640040409,24.13913953624257,,3.0824946282927543,,9.464381081301587,9.464381081301587,6.020341528543862,13.008852315284907,7.756991466042124,13.008852315284907,,1.667723114653727,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,22.722810729183564,,2.902954168095747
W kernel support pred9 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,28.401219027879353,,25.936262324485085,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,21.820466647612015,,12.899639953708286,,9.384165717410804,9.384165588532793,7.901378621449384,12.971707126307509,7.620267640040409,28.106373669421952,,4.168932735622993,,11.011555346173635,11.011555346173635,7.00288267967309,15.13860134947326,7.756991466042124,15.13860134947326,,2.2548313271641356,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,26.455611305456316,,3.9259732449737914
W kernel support pred10 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,32.24108425855546,,33.42188312681315,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,24.76479050130775,,16.604752940710846,,9.384165717410804,9.384165588532793,7.901378621449384,14.716654132975268,7.620267640040409,31.90605545061906,,5.361020390945257,,12.491667295938761,12.491667295938761,7.942495116720681,17.17669477348811,7.756991466042124,17.17669477348811,,2.8987087827318407,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,30.030416887229354,,5.048409306677936
W kernel support pred11 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,35.94424456940779,,41.54727862907911,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,27.603264693622265,,20.619586330422813,,9.384165717410804,9.384165588532793,7.901378621449384,16.39791478899266,7.620267640040409,35.57040675971871,,6.650666320987543,,13.917552136726266,13.917552136726266,8.847382810997344,19.140698176788547,7.756991466042124,19.140698130167838,,3.5949316897168306,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,33.47759934225809,,6.2626330446134935
AW kernel support pred0 [uv-pixels],(undefined),12.919566552653546,12.919566552617647,9.655370000890937,9.811807383649406,9.434107791275354,13.819179953258379,(undefined),9.001544768554412,(undefined),9.703438047910819,9.703438047910819,9.953190885284558,9.953190885284558,9.953190885284558,9.41287393668765,(undefined),9.003398660950033,(undefined),9.38030939131408,9.38030939131408,9.247000594118907,9.247000594118907,12.332993075048272,9.247000594118907,(undefined),9.000850718847445,(undefined),9.111573406730516,9.111573406730516,9.404603311966117,9.088650352990447,9.404603311966117,9.404603311966117,(undefined),9.000089808851069,(undefined),9.064078608121331,9.064078608121331,9.02607136191638,9.120316812261052,9.120316812261052,9.120316812261052,(undefined),9.00002635717098,(undefined),9.057399203833656,9.057399203833656,9.359729564843374,9.359729564843374,9.359729564843374,9.359729564843374,(undefined),9.000079675951254
AW kernel support pred1 [uv-pixels],,12.919566552653546,12.919566552617647,9.655370000890937,9.811807383649406,9.434107791275354,13.819179953258379,,9.012365421190967,,10.257692337561135,10.257692337561135,10.689496250664648,10.689496250664648,10.689496250664648,9.746289410658912,,9.011474206164738,,9.688308363959882,9.688308363959882,9.449439818215108,9.449439818215108,13.76661547074393,9.449439818215108,,9.00287225416045,,9.20415741685922,9.20415741685922,9.731576974323966,9.162366914513022,9.731576974323966,9.731576974323966,,9.000303171207122,,9.117481293352109,9.117481293352109,9.047871047512865,9.220076185068113,9.220076185068113,9.220076185068113,,9.000088968783672,,9.105263901087637,9.105263901087637,9.651592675250363,9.651592675250363,9.651592675250363,9.651592675250363,,9.000268963120133
AW kernel support pred2 [uv-pixels],,12.919566552653546,12.919566552617647,9.655370000890937,9.811807383649406,9.434107791275354,13.819179953258379,,9.098685588855993,,10.879071528620432,10.879071528620432,11.502778288115085,11.502778288115085,10.945896716532982,10.127706957994118,,9.027195402175025,,10.04152740881161,10.04152740881161,9.684100131474844,9.684100131474844,13.76661547074393,9.684100131474844,,9.006810136127571,,9.312749205923907,9.312749205923907,10.105859849234305,9.249008878863776,10.105859849234305,10.105859849234305,,9.000718777204971,,9.180388588267535,9.180388588267535,9.07363966482532,9.33699191454627,9.33699191454627,9.33699191454627,,9.000210919874016,,9.161682051118625,9.161682051118625,9.986841748183254,9.986841748183254,9.986841748183254,9.986841748183254,,9.000637670452516
AW kernel support pred3 [uv-pixels],,12.919566552653546,12.919566552617647,9.655370000890937,9.811807383649406,9.434107791275354,13.819179953258379,,9.765060398505902,,11.953694964344054,11.953694964206795,11.558231952453218,12.382206159479336,10.945896716532982,10.98742787657206,,9.09159900678488,,10.840672774902169,10.840672774902169,10.223972382911171,10.223972382911171,13.76661547074393,10.223972382911171,,9.022985963101268,,9.56756014406888,9.56756014406888,10.950291072798677,9.453056897210786,10.950291072798677,10.950291072798677,,9.002426761620296,,9.329134087114259,9.329134087114259,9.13495764924927,9.610960342812596,9.610960342812596,9.610960342812596,,9.000712053006012,,9.29523121317517,9.29523121317517,10.747176641362683,10.747176641362683,10.747176641362683,10.747176641362683,,9.00215291033084
AW kernel support pred4 [uv-pixels],,12.919566552653546,12.919566552617647,9.655370000890937,9.811807383649406,9.434107791275354,13.819179953258379,,12.20657554837722,,11.953694964344054,11.953694964206795,11.558231952453218,12.382206159479336,10.945896716532982,12.915088371190896,,9.417842577618284,,12.449810128794004,12.44981012422759,11.099136949474467,11.480038448358172,13.76661547074393,11.480038448358172,,9.106134094632775,,10.18483546196482,10.18483546196482,11.976300936411766,9.951372908247157,11.792729917446895,12.846698387919691,,9.011239863432317,,9.695730528351268,9.695730528351268,9.288387570521843,10.272672121294898,10.272672121294898,10.272672121294898,,9.00329808870511,,9.625223499940308,9.625223499940308,11.20774409640079,12.470288168555244,11.07931096960443,12.470288168555244,,9.009971677064238
AW kernel support pred5 [uv-pixels],,,,,,,,,,,11.953694964344054,11.953694964206795,11.558231952453218,12.382206159479336,10.945896716532982,14.952214324943322,,10.108516011684815,,12.449810128794004,12.44981012422759,11.099136949474467,11.953636201816444,13.76661547074393,12.859089686498688,,9.288882282739207,,10.89630669721841,10.89630669721841,11.976300936411766,10.531957346238618,11.792729917446895,14.85389593000168,,9.030837042511363,,10.128302895126511,10.128302895126511,9.473515359917757,11.03241392994616,11.03241392994616,11.03241392994616,,9.009052606204317,,10.016036809137413,10.016036809137413,11.20774409640079,12.811956719199008,11.07931096960443,14.310453762919284,,9.027360086528493
AW kernel support pred6 [uv-pixels],,,,,,,,,,,11.953694964344054,11.953694964206795,11.558231952453218,12.382206159479336,10.945896716532982,19.059624106493338,,12.794544141058735,,12.449810128794004,12.44981012422759,11.099136949474467,11.953636201816444,13.76661547074393,15.744302919488856,,10.078757076405587,,12.472663326263502,12.472663326263502,11.976300936411766,11.837352424030978,11.792729917446895,18.906556399253027,,9.119297078368701,,11.118973355136184,11.118973355136184,9.912953015402984,12.707193495960663,11.881536794718532,12.707193495960663,,9.035120513834231,,10.916075027812555,10.916075027812555,11.20774409640079,12.811956719199008,11.07931096960443,18.056366574208397,,9.105896352904299
AW kernel support pred7 [uv-pixels],,,,,,,,,,,11.953694964344054,11.953694964206795,11.558231952453218,12.382206159479336,10.945896716532982,23.07298001335896,,17.087425660823286,,12.449810128794004,12.44981012422759,11.099136949474467,11.953636201816444,13.76661547074393,18.646191528366863,,11.54943954296691,,13.002406170083606,13.002406077069082,11.976300936411766,13.243246948125556,11.792729917446895,22.870447827574708,,9.300062311710466,,12.20817448039641,12.20817448039641,10.418319986295824,14.474135142946551,11.881536794718532,14.474135142946551,,9.088898480911633,,11.38605066039122,11.386050563211237,11.20774409640079,12.811956719199008,11.07931096960443,21.742721288585397,,9.26662724898883
AW kernel support pred8 [uv-pixels],,,,,,,,,,,11.953694964344054,11.953694964206795,11.558231952453218,12.382206159479336,10.945896716532982,25.999507934663086,,21.1478068587102,,12.449810128794004,12.44981012422759,11.099136949474467,11.953636201816444,13.76661547074393,20.793755005667034,,13.106889365404083,,13.002406170083606,13.002406077069082,11.976300936411766,14.327512728069152,11.792729917446895,25.76233796747083,,9.513241988589046,,13.060417652284302,13.060417652284302,10.827950504149428,15.818667407872683,11.881536794718532,15.818667407872683,,9.15321257194163,,11.38605066039122,11.386050563211237,11.20774409640079,12.811956719199008,11.07931096960443,24.440256288228642,,9.456592562972377
AW kernel support pred9 [uv-pixels],,,,,,,,,,,11.953694964344054,11.953694964206795,11.558231952453218,12.382206159479336,10.945896716532982,29.79310729463404,,27.453409685583765,,12.449810128794004,12.44981012422759,11.099136949474467,11.953636201816444,13.76661547074393,23.603659985679087,,15.728976792382493,,13.002406170083606,13.002406077069082,11.976300936411766,15.788134334705195,11.792729917446895,29.5121710628882,,9.9186692733526,,14.22161563050574,14.22161563050574,11.403524272139089,17.61184972733624,11.881536794718532,17.61184972733624,,9.27816061048529,,11.38605066039122,11.386050563211237,11.20774409640079,12.811956719199008,11.07931096960443,27.944576746578,,9.819025711354973
AW kernel support pred10 [uv-pixels],,,,,,,,,,,11.953694964344054,11.953694964206795,11.558231952453218,12.382206159479336,10.945896716532982,33.473683904931534,,34.61245833139215,,12.449810128794004,12.44981012422759,11.099136949474467,11.953636201816444,13.76661547074393,26.349475299778977,,18.886974882761013,,13.002406170083606,13.002406077069082,11.976300936411766,17.250504597536217,11.792729917446895,33.15111422588958,,10.475711891424412,,15.3961602951004,15.3961602951004,12.003467360689239,19.391720999993108,11.881536794718532,19.391720999993108,,9.455290191585169,,11.38605066039122,11.386050563211237,11.20774409640079,12.811956719199008,11.07931096960443,31.350054839199082,,10.319226546973004
AW kernel support pred11 [uv-pixels],,,,,,,,,,,11.953694964344054,11.953694964206795,11.558231952453218,12.382206159479336,10.945896716532982,37.05386238525481,,42.510896973391816,,12.449810128794004,12.44981012422759,11.099136949474467,11.953636201816444,13.76661547074393,29.033432827452103,,22.49816304585242,,13.002406170083606,13.002406077069082,11.976300936411766,18.705389849641314,11.792729917446895,36.69133190621243,,11.19068195031554,,16.57402357541746,16.57402357541746,12.620466814041835,21.151036066701707,11.881536794718532,21.151036024512145,,9.69141547214494,,11.38605066039122,11.386050563211237,11.20774409640079,12.811956719199008,11.07931096960443,34.66626108654867,,10.964514246034108
W kernel support bw0 [uv-pixels],(undefined),9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,(undefined),0.16675796919282154,(undefined),3.627217935228502,3.627217935228502,4.250412779826403,4.250412779826403,4.250412779826403,2.7572079624093724,(undefined),0.24736096700338506,(undefined),2.6438994452843962,2.6438994452843962,2.122974325712728,2.122974325712728,8.432242773378185,2.122974325712728,(undefined),0.12374838575339467,(undefined),1.4215378806907413,1.4215378806907413,2.7288392139230275,1.26631956429386,2.7288392139230275,2.7288392139230275,(undefined),0.040206558978108056,(undefined),1.075881505651413,1.075881505651413,0.6855393718868465,1.4765428392063638,1.4765428392063638,1.4765428392063638,(undefined),0.02178140887010416,(undefined),1.0180767837479354,1.0180767837479354,2.569929478994147,2.569929478994147,2.569929478994147,2.569929478994147,(undefined),0.037870482843733844
W kernel support bw1 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,0.4719433070599293,,4.921407531597079,4.921407531597079,5.767610431797001,5.767610431797001,5.767610431797001,3.7403418662365673,,0.4546068283389465,,3.586546940327844,3.586546940327844,2.879568175624458,2.879568175624458,10.417278988263977,2.879568175624458,,0.2273957447535556,,1.9278261732647402,1.9278261732647402,3.701836085943349,1.7172557981159582,3.701836085943349,3.701836085943349,,0.07387268535099338,,1.4589260209570665,1.4589260209570665,0.9295001304042617,2.002449714339954,2.002449714339954,2.002449714339954,,0.04001807118720107,,1.3805182753044796,1.3805182753044796,3.4861499062642807,3.4861499062642807,3.4861499062642807,3.4861499062642807,,0.06958023069500174
W kernel support bw2 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,1.3364428326178834,,6.111808024213436,6.111808024213436,7.1633726934686175,7.1633726934686175,6.229980331349973,4.6443996627123365,,0.7001834252893276,,4.4533439909706996,4.4533439909706996,3.5751636824670157,3.5751636824670157,10.417278988263977,3.5751636824670157,,0.35018399199615297,,2.3931773382756996,2.3931773382756996,4.5965642922041265,2.1317047734855246,4.5965642922041265,4.5965642922041265,,0.11374755527108033,,1.8109485447115272,1.8109485447115272,1.153662328019494,2.485843521282549,2.485843521282549,2.485843521282549,,0.061616574227208426,,1.7135979708756595,1.7135979708756595,4.32862658394738,4.32862658394738,4.32862658394738,4.32862658394738,,0.10713764403280973
W kernel support bw3 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,3.788984637929831,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,6.3026638291180355,,1.2873121222810928,,6.043193378711712,6.043193378711712,4.850733066921979,4.850733066921979,10.417278988263977,4.850733066921979,,0.6436425174912901,,3.2462604809804363,3.2462604809804363,6.237697858907117,2.8914156916473313,6.237697858907117,6.237697858907117,,0.20901578489978515,,2.4561642484486224,2.4561642484486224,1.5644332052145031,3.372025906056538,3.372025906056538,3.372025906056538,,0.11321422670188461,,2.324074720482528,2.324074720482528,5.873823776778776,5.873823776778776,5.873823776778776,5.873823776778776,,0.19686802934455488
W kernel support bw4 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,8.246240756747323,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,9.262802364061878,,2.7741230716750493,,8.602195780323868,8.602195773714977,6.495447715376467,7.126800318220084,10.417278988263977,7.126800318220084,,1.3862460638117227,,4.767690571681026,4.767690571681026,7.901378621449384,4.246153878393419,7.620267640040409,9.167205652224586,,0.4499376360249123,,3.6065482775644027,3.6065482775644027,2.29655038268806,4.952554140201743,4.952554140201743,4.952554140201743,,0.24367288335199153,,3.412466472187406,3.412466472187406,6.679335874950946,8.631806705829835,6.4615115539010715,8.631806705829835,,0.4237801570386919
W kernel support bw5 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,11.940214119480446,,4.602401107953138,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,9.184562459116762,,2.2985504263744887,,6.142434341516951,6.142434341516951,7.901378621449384,5.4701120228921845,7.620267640040409,11.816861863427214,,0.7456659361908637,,4.6456990362514965,4.6456990362514965,2.9576161472709166,6.3807646188893425,6.3807646188893425,6.3807646188893425,,0.4037683263417485,,4.395565192554371,4.395565192554371,6.679335874950946,9.118455734093828,6.4615115539010715,11.126054417476606,,0.7023034471278886
W kernel support bw6 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,16.80087114053382,,9.09397381662716,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,12.918323204681995,,4.536666640298325,,8.63523771822864,8.63523771822864,7.901378621449384,7.689142501652058,7.620267640040409,16.62702242971169,,1.4702310034630404,,6.5292854488242735,6.5292854488242735,4.1553143666378745,8.970661432903652,7.756991466042124,8.970661432903652,,0.7958660060011038,,6.177434258074533,6.177434258074533,6.679335874950946,9.118455734093828,6.4615115539010715,15.653509953431858,,1.3846834980730496
W kernel support bw7 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,21.245291400610682,,14.525154584862845,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,16.330353900407065,,7.2380628455856675,,9.384165717410804,9.384165588532793,7.901378621449384,9.71512170428332,7.620267640040409,21.025160732651173,,2.343322214655387,,8.248607406332427,8.248607406332427,5.247989266076202,11.335809990304194,7.756991466042124,11.335809990304194,,1.2680992060236433,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,19.792572572384433,,2.206893874136743
W kernel support bw8 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,24.39209734411145,,19.137129746472176,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,18.745139296246982,,9.52840746593798,,9.384165717410804,9.384165588532793,7.901378621449384,11.147987305921351,7.620267640040409,24.13913953624257,,3.0824946282927543,,9.464381081301587,9.464381081301587,6.020341528543862,13.008852315284907,7.756991466042124,13.008852315284907,,1.667723114653727,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,22.722810729183564,,2.902954168095747
W kernel support bw9 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,28.401219027879353,,25.936262324485085,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,21.820466647612015,,12.899639953708286,,9.384165717410804,9.384165588532793,7.901378621449384,12.971707126307509,7.620267640040409,28.106373669421952,,4.168932735622993,,11.011555346173635,11.011555346173635,7.00288267967309,15.13860134947326,7.756991466042124,15.13860134947326,,2.2548313271641356,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,26.455611305456316,,3.9259732449737914
W kernel support bw10 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,32.24108425855546,,33.42188312681315,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,24.76479050130775,,16.604752940710846,,9.384165717410804,9.384165588532793,7.901378621449384,14.716654132975268,7.620267640040409,31.90605545061906,,5.361020390945257,,12.491667295938761,12.491667295938761,7.942495116720681,17.17669477348811,7.756991466042124,17.17669477348811,,2.8987087827318407,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,30.030416887229354,,5.048409306677936
W kernel support bw11 [uv-pixels],,,,,,,,,,,7.867072091991048,7.8670720917824895,7.252084242940822,8.504059582096543,6.229980331349973,35.94424456940779,,41.54727862907911,,8.602195780323868,8.602195773714977,6.495447715376467,7.866982804441399,10.417278988263977,27.603264693622265,,20.619586330422813,,9.384165717410804,9.384165588532793,7.901378621449384,16.39791478899266,7.620267640040409,35.57040675971871,,6.650666320987543,,13.917552136726266,13.917552136726266,8.847382810997344,19.140698176788547,7.756991466042124,19.140698130167838,,3.5949316897168306,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,33.47759934225809,,6.2626330446134935
AW kernel support bw0 [uv-pixels],(undefined),12.919566552653546,12.919566552617647,9.655370000890937,9.811807383649406,9.434107791275354,13.819179953258379,(undefined),9.001544768554412,(undefined),9.703438047910819,9.703438047910819,9.953190885284558,9.953190885284558,9.953190885284558,9.41287393668765,(undefined),9.003398660950033,(undefined),9.38030939131408,9.38030939131408,9.247000594118907,9.247000594118907,12.332993075048272,9.247000594118907,(undefined),9.000850718847445,(undefined),9.111573406730516,9.111573406730516,9.404603311966117,9.088650352990447,9.404603311966117,9.404603311966117,(undefined),9.000089808851069,(undefined),9.064078608121331,9.064078608121331,9.02607136191638,9.120316812261052,9.120316812261052,9.120316812261052,(undefined),9.00002635717098,(undefined),9.057399203833656,9.057399203833656,9.359729564843374,9.359729564843374,9.359729564843374,9.359729564843374,(undefined),9.000079675951254
