,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
AW kernel support pred6 [uv-pixels],,,12.803895977439591,19.059624106493338,13.815285968055122,13.815285968055122,,,,,,,,,,,,,11.75117998628973,13.497277341230703,16.922532073366078,19.20466845622334,,,,,,,,,11.468044964412027,10.072532485086823,13.280548429510972,12.25661432199932,12.256613968766237,14.90376454293737,,,12.721887885682532,12.390756583154685,12.460349590731399,13.212390240791244,12.390756583154685,12.460349590731399,11.590141593397968,14.322823197091003,12.503411263114494,10.194814172736017,13.161149591218045,15.10012851294242,10.987158425845902,13.161149591218045,15.10012851294242
AW kernel support pred7 [uv-pixels],,,14.609707792669338,23.07298001335896,16.015059378709747,16.015059378709747,,,,,,,,,,,,,,,,,,,,,,,,,12.713515551776513,10.659813666863089,15.27473781494677,,,,,,14.49475098093271,12.390756583154685,14.126991609881342,13.212390240791244,12.390756583154685,14.126991609881342,11.590141593397968,14.322823197091003,12.503411263114494,10.843780861816555,13.161149591218045,17.773464504351917,12.01605846395136,13.161149591218045,17.773464504351917
AW kernel support pred8 [uv-pixels],,,15.982057138130573,25.999507934663086,17.667721205627277,17.667721205627277,,,,,,,,,,,,,,,,,,,,,,,,,13.680774753251097,11.133104214564574,16.781457062508913,,,,,,15.843523068593708,12.390756583154685,15.39958163654194,13.212390240791244,12.390756583154685,15.39958163654194,11.590141593397968,14.322823197091003,12.503411263114494,11.364618539994243,13.161149591218045,19.760361228789172,12.823603497386214,13.161149591218045,19.760361228789172
AW kernel support pred9 [uv-pixels],,,17.810640287623773,29.79310729463404,19.852023820728586,19.852023820728586,,,,,,,,,,,,,,,,,,,,,,,,,14.990841049654792,11.794585826406982,18.78075937413048,,,,,,17.642102571510318,12.390756583154685,17.101097153988437,13.212390240791244,12.390756583154685,17.101097153988437,11.590141593397968,14.322823197091003,12.503411263114494,12.089819147093618,13.161149591218045,22.36734478764589,13.926668015859795,13.161149591218045,22.36734478764589
AW kernel support pred10 [uv-pixels],,,19.624225055388756,33.473683904931534,22.00385795172092,22.00385795172092,,,,,,,,,,,,,,,,,,,,,,,,,16.308797542051593,12.480309477220183,20.756776290946963,,,,,,19.4271145823477,12.390756583154685,18.793608423806408,13.212390240791244,12.390756583154685,18.793608423806408,,,,12.838753666832492,13.161149591218045,24.920518130312384,15.045003343257887,13.161149591218045,24.920518130312384
AW kernel support pred11 [uv-pixels],,,21.415827833471205,37.05386238525481,24.119238435218303,24.119238470193018,,,,,,,,,,,,,,,,,,,,,,,,,17.62486746145157,13.182141947366054,22.70388864226134,,,,,,21.19135336522727,12.390756583154685,20.469232000466125,13.212390240791244,12.390756583154685,20.469232000466125,,,,13.602777604251083,13.161149591218045,27.42002013156516,16.16857184418325,13.161149591218045,27.42002013156516
W kernel support bw0 [uv-pixels],5.533189206562954,10.486645535181315,1.498917538700556,2.7572079624093724,1.724143922773103,1.724143922773103,10.424795493394601,4.425459147276546,6.023709689900712,6.089632692008153,7.536016179521834,4.425459147276546,6.023709689900712,6.089632692008153,7.536016179521834,4.425459147276546,6.023709689900712,6.089632692008153,5.649645803991846,10.058652773910618,10.866803766971284,10.866803766971284,2.2774685675958772,6.27193982434743,8.056474307240133,7.140737554884356,4.546605671702839,4.657881270490518,5.760725937923621,6.5284462493627435,1.1708344342124013,0.7460193555070611,1.6069011100395443,8.320131888271893,8.320131367914549,8.589357887126335,4.250412779826403,6.92490760048096,1.4799538098127079,2.185902660662553,1.4186193080902967,2.7222956626144104,2.185902660662553,1.4186193080902967,3.4326543498973368,8.682997729687902,2.185902660662553,0.7898066022424963,1.993187847782638,1.993187847782638,1.038575106054563,1.993187847782638,1.993187847782638
W kernel support bw1 [uv-pixels],5.533189206562954,10.486645535181315,2.032805280771404,3.7403418662365673,2.3383836831430185,2.3383836831430185,10.424795493394601,4.425459147276546,6.023709689900712,6.089632692008153,7.536016179521834,4.425459147276546,6.023709689900712,6.089632692008153,7.536016179521834,4.425459147276546,6.023709689900712,6.089632692008153,7.5558077708592,10.058652773910618,14.330809180716335,14.760010806960743,3.089227780405708,6.27193982434743,9.391479956930143,9.694128376353719,6.169849207535651,4.657881270490518,5.760725937923621,8.862083998412457,1.5877271270992186,1.0115229129141445,2.1793096705883435,8.320131888271893,8.320131367914549,11.663144154411613,5.767610431797001,6.92490760048096,2.007077330942479,2.9649649350370177,1.9238666841737944,3.6929543740178215,2.9649649350370177,1.9238666841737944,4.657252879088964,11.141959627243683,2.9649649350370177,1.0709087122848948,2.703448060721991,2.703448060721991,1.4083224565214292,2.703448060721991,2.703448060721991
W kernel support bw2 [uv-pixels],5.533189206562954,10.486645535181315,2.5235390417095203,4.6443996627123365,2.903022424679288,2.903022424679288,10.424795493394601,4.425459147276546,6.023709689900712,6.089632692008153,7.536016179521834,4.425459147276546,6.023709689900712,6.089632692008153,7.536016179521834,4.425459147276546,6.023709689900712,6.089632692008153,7.5558077708592,10.058652773910618,14.330809180716335,16.965237708722498,3.835579930722317,6.27193982434743,9.391479956930143,12.044780620948854,7.663285817923095,4.657881270490518,5.760725937923621,11.010137471801485,1.9708720275714013,1.2554869478545054,2.7054722480745688,8.320131888271893,8.320131367914549,11.879486417826202,6.011433263856651,6.92490760048096,2.4915900729233273,3.6812327043967707,2.388260566326599,4.58553067960704,3.6812327043967707,2.388260566326599,5.783580857330348,11.141959627243683,3.6812327043967707,1.329211325595005,3.356416229675997,3.356416229675997,1.7481192130432452,3.356416229675997,3.356416229675997
W kernel support bw3 [uv-pixels],5.533189206562954,10.486645535181315,3.423186988812577,6.3026638291180355,3.938266171761748,3.938266171761748,10.424795493394601,4.425459147276546,6.023709689900712,6.089632692008153,7.536016179521834,4.425459147276546,6.023709689900712,6.089632692008153,7.536016179521834,4.425459147276546,6.023709689900712,6.089632692008153,7.5558077708592,10.058652773910618,14.330809180716335,16.965237708722498,5.204313522156067,6.27193982434743,9.391479956930143,16.36239799554266,10.365040316171545,4.657881270490518,5.760725937923621,14.954965169593244,2.6731663870753035,1.7025607232193853,3.670119659521426,8.320131888271893,8.320131367914549,11.879486417826202,6.011433263856651,6.92490760048096,3.3798251922903857,4.9947450022257405,3.239587613144719,6.222713060424202,4.9947450022257405,3.239587613144719,7.302833844132946,11.141959627243683,4.9947450022257405,1.8025735288895692,4.553750462536098,4.553750462536098,2.370914070637911,4.553750462536098,4.553750462536098
W kernel support bw4 [uv-pixels],5.533189206562954,10.486645535181315,5.027758937737286,9.262802364061878,5.784991097366961,5.784991097366961,10.424795493394601,4.425459147276546,6.023709689900712,6.089632692008153,7.536016179521834,4.425459147276546,6.023709689900712,6.089632692008153,7.536016179521834,4.425459147276546,6.023709689900712,6.089632692008153,7.5558077708592,10.058652773910618,14.330809180716335,16.965237708722498,7.646870435568026,6.27193982434743,9.391479956930143,24.0867354630389,,,,,3.9254192613678933,2.4994283529116155,5.390762194344052,8.320131888271893,8.320131367914549,11.879486417826202,6.011433263856651,6.92490760048096,4.964018685554319,7.338615020252308,4.757882339798518,9.145155973767588,7.338615020252308,4.757882339798518,7.302833844132946,11.141959627243683,7.338615020252308,2.64633358946853,6.69002896168839,6.69002896168839,3.481287116712576,6.69002896168839,6.69002896168839
W kernel support bw5 [uv-pixels],,,6.477723176360262,11.940214119480446,7.454081824247652,7.454081824247652,,,,,,,,,,,,,7.5558077708592,10.058652773910618,14.330809180716335,16.965237708722498,,,,,,,,,5.0566883782165775,3.219007791463984,6.945751593477014,8.320131888271893,8.320131367914549,11.879486417826202,,,6.395545296177419,8.51650448852058,6.129789626934148,9.673016896240577,8.51650448852058,6.129789626934148,7.302833844132946,11.141959627243683,8.67959061330535,3.4082926702483607,8.62122321999145,8.62122321999145,4.484260256113697,8.62122321999145,8.62122321999145
W kernel support bw6 [uv-pixels],,,9.1071264513618,16.80087114053382,10.481513553830897,10.481513553830897,,,,,,,,,,,,,7.5558077708592,10.058652773910618,14.330809180716335,16.965237708722498,,,,,,,,,7.1074647593763025,4.522821095635921,9.765908385223893,8.320131888271893,8.320131367914549,11.879486417826202,,,8.991464362153474,8.51650448852058,8.617442307508657,9.673016896240577,8.51650448852058,8.617442307508657,7.302833844132946,11.141959627243683,8.67959061330535,4.788970245952585,9.602908859424781,12.124928086688872,6.3021940841770805,9.602908859424781,12.124928086688872
W kernel support bw7 [uv-pixels],,,11.508412652802436,21.245291400610682,13.24696670576321,13.24696670576321,,,,,,,,,,,,,,,,,,,,,,,,,8.979614562177112,5.712409947845226,12.34170228596383,,,,,,11.362121544819427,8.51650448852058,10.889072134284806,9.673016896240577,8.51650448852058,10.889072134284806,7.302833844132946,11.141959627243683,8.67959061330535,6.048767095788943,9.602908859424781,15.32631855624362,7.961511226463046,9.602908859424781,15.32631855624362
W kernel support bw8 [uv-pixels],,,13.20704926796559,24.39209734411145,15.203564470208024,15.203564470208024,,,,,,,,,,,,,,,,,,,,,,,,,10.303572091716184,6.553320490587612,14.163943700143344,,,,,,13.039065274208154,8.51650448852058,12.495883905531441,9.673016896240577,8.51650448852058,12.495883905531441,7.302833844132946,11.141959627243683,8.67959061330535,6.939348280608262,9.602908859424781,17.591812751738644,9.134812896725139,9.602908859424781,17.591812751738644
W kernel support bw9 [uv-pixels],,,15.369414675098303,28.401219027879353,17.694712480816836,17.694712480816836,,,,,,,,,,,,,,,,,,,,,,,,,11.988549344103946,7.623139433099756,16.48383822624421,,,,,,15.173786051730497,8.51650448852058,14.541235293817078,9.673016896240577,8.51650448852058,14.541235293817078,7.302833844132946,11.141959627243683,8.67959061330535,8.072405280300998,9.602908859424781,20.476770078540945,10.627891701742737,9.602908859424781,20.476770078540945
W kernel support bw10 [uv-pixels],,,17.438755948305136,32.24108425855546,20.079087747193892,20.079087747193892,,,,,,,,,,,,,,,,,,,,,,,,,13.600620473626492,8.646278080607399,18.70411083137656,,,,,,17.216642558747235,8.51650448852058,16.498476220165518,9.673016896240577,8.51650448852058,16.498476220165518,,,,9.156068791659703,9.602908859424781,23.238593414473865,12.056206932474282,9.602908859424781,23.238593414473865
W kernel support bw11 [uv-pixels],,,19.432902042486603,35.94424456940779,22.37716833504436,22.377168372741863,,,,,,,,,,,,,,,,,,,,,,,,,15.153743861954846,9.631659582881223,20.84386143400986,,,,,,19.18524061485623,8.51650448852058,18.384489622747385,9.673016896240577,8.51650448852058,18.384489622747385,,,,10.199782279574148,9.602908859424781,25.900917049699974,13.432152302610156,9.602908859424781,25.900917049699974
AW kernel support bw0 [uv-pixels],10.564856023421463,13.819179953258379,9.123965902381713,9.41287393668765,9.163660418546478,9.163660418546478,13.77230413108498,10.029191825078113,10.829823564038508,10.866629023003153,11.738464118359559,10.029191825078113,10.829823564038508,10.866629023003153,11.738464118359559,10.029191825078113,10.829823564038508,10.866629023003153,10.626311576015578,13.497277341230703,14.109834304833678,14.109834304833678,9.28368801050462,10.96983268606387,12.079187814717526,11.488695871496287,10.083234755472096,10.133896483090123,10.685783234366397,11.118480581033474,9.07583898448719,9.030866230810375,9.14232635478773,12.25661432199932,12.256613968766237,12.440943248529807,9.953190885284558,11.355806676550943,9.120869655859531,9.261650524711653,9.11111852306217,9.402706720657049,9.261650524711653,9.11111852306217,9.632399279819598,12.50577664816405,9.261650524711653,9.03458878250393,9.218069092632598,9.218069092632598,9.059726168649705,9.218069092632598,9.218069092632598
AW kernel support bw1 [uv-pixels],10.564856023421463,13.819179953258379,9.226716496648855,9.746289410658912,9.298819185767057,9.298819185767057,13.77230413108498,10.029191825078113,10.829823564038508,10.866629023003153,11.738464118359559,10.029191825078113,10.829823564038508,10.866629023003153,11.738464118359559,10.029191825078113,10.829823564038508,10.866629023003153,11.75117998628973,13.497277341230703,16.922532073366078,17.287507600044545,9.51542580651178,10.96983268606387,13.007686027169498,13.227854133502772,10.911784420695282,10.133896483090123,10.685783234366397,12.630777204705897,9.138975732002287,9.056664871979658,9.26009668633756,12.25661432199932,12.256613968766237,14.731901831283896,10.689496250664648,11.355806676550943,9.221082334107162,9.475812211414866,9.20332890961058,9.72820188979327,9.475812211414866,9.20332890961058,10.13360766853456,14.322823197091003,9.475812211414866,9.063489696030315,9.397267231329621,9.397267231329621,9.109520961145133,9.397267231329621,9.397267231329621
AW kernel support bw2 [uv-pixels],10.564856023421463,13.819179953258379,9.347098442566667,10.127706957994118,9.456613516380523,9.456613516380523,13.77230413108498,10.029191825078113,10.829823564038508,10.866629023003153,11.738464118359559,10.029191825078113,10.829823564038508,10.866629023003153,11.738464118359559,10.029191825078113,10.829823564038508,10.866629023003153,11.75117998628973,13.497277341230703,16.922532073366078,19.20466845622334,9.78323430185334,10.96983268606387,13.007686027169498,15.035848503053796,11.820573147152434,10.133896483090123,10.685783234366397,14.220517822778719,9.213269590599387,9.087147378370895,9.397849758593805,12.25661432199932,12.256613968766237,14.90376454293737,10.823000040922212,11.355806676550943,9.338523496329069,9.723758235575398,9.311486913091306,10.100846084047484,9.723758235575398,9.311486913091306,10.698121682486045,14.322823197091003,9.723758235575398,9.097626215012905,9.605494776784402,9.605494776784402,9.168201611167314,9.605494776784402,9.605494776784402
AW kernel support bw3 [uv-pixels],10.564856023421463,13.819179953258379,9.62902950251871,10.98742787657206,9.82394729422155,9.82394729422155,13.77230413108498,10.029191825078113,10.829823564038508,10.866629023003153,11.738464118359559,10.029191825078113,10.829823564038508,10.866629023003153,11.738464118359559,10.029191825078113,10.829823564038508,10.866629023003153,11.75117998628973,13.497277341230703,16.922532073366078,19.20466845622334,10.396387797542785,10.96983268606387,13.007686027169498,18.674262185278927,13.727128642067193,10.133896483090123,10.685783234366397,17.454254015103224,9.38860045656376,9.15962406522502,9.719556487577284,12.25661432199932,12.256613968766237,14.90376454293737,10.823000040922212,11.355806676550943,9.613699513217622,10.293079113523758,9.565298108435549,10.941762099057625,10.293079113523758,9.565298108435549,11.590141593397968,14.322823197091003,10.293079113523758,9.178740181912406,10.08645841091152,10.08645841091152,9.307052891777763,10.08645841091152,10.08645841091152
AW kernel support bw4 [uv-pixels],10.564856023421463,13.819179953258379,10.309139631220306,12.915088371190896,10.698884147265778,10.698884147265778,13.77230413108498,10.029191825078113,10.829823564038508,10.866629023003153,11.738464118359559,10.029191825078113,10.829823564038508,10.866629023003153,11.738464118359559,10.029191825078113,10.829823564038508,10.866629023003153,11.75117998628973,13.497277341230703,16.922532073366078,19.20466845622334,11.809937656836482,10.96983268606387,13.007686027169498,25.713242216150334,,,,,9.818804223403074,9.340617864538645,10.490963589488294,12.25661432199932,12.256613968766237,14.90376454293737,10.823000040922212,11.355806676550943,10.278204196771556,11.612720198793768,10.18024775530373,12.83097337634745,11.612720198793768,10.18024775530373,11.590141593397968,14.322823197091003,11.612720198793768,9.380995760938674,11.214120005967006,11.214120005967006,9.649837303757456,11.214120005967006,11.214120005967006
AW kernel support bw5 [uv-pixels],,,11.08877349166962,14.952214324943322,11.686031655039242,11.686031655039242,,,,,,,,,,,,,11.75117998628973,13.497277341230703,16.922532073366078,19.20466845622334,,,,,,,,,10.323279389534637,9.558347721311765,11.368529597018625,12.25661432199932,12.256613968766237,14.90376454293737,,,11.040969143850422,12.390756583154685,10.889183664098493,13.212390240791244,12.390756583154685,10.889183664098493,11.590141593397968,14.322823197091003,12.503411263114494,9.62374453765626,12.462964727901614,12.462964727901614,10.055276726403948,12.462964727901614,12.462964727901614
AW kernel support bw6 [uv-pixels],,,12.803895977439591,19.059624106493338,13.815285968055122,13.815285968055122,,,,,,,,,,,,,11.75117998628973,13.497277341230703,16.922532073366078,19.20466845622334,,,,,,,,,11.468044964412027,10.072532485086823,13.280548429510972,12.25661432199932,12.256613968766237,14.90376454293737,,,12.721887885682532,12.390756583154685,12.460349590731399,13.212390240791244,12.390756583154685,12.460349590731399,11.590141593397968,14.322823197091003,12.503411263114494,10.194814172736017,13.161149591218045,15.10012851294242,10.987158425845902,13.161149591218045,15.10012851294242
AW kernel support bw7 [uv-pixels],,,14.609707792669338,23.07298001335896,16.015059378709747,16.015059378709747,,,,,,,,,,,,,,,,,,,,,,,,,12.713515551776513,10.659813666863089,15.27473781494677,,,,,,14.49475098093271,12.390756583154685,14.126991609881342,13.212390240791244,12.390756583154685,14.126991609881342,11.590141593397968,14.322823197091003,12.503411263114494,10.843780861816555,13.161149591218045,17.773464504351917,12.01605846395136,13.161149591218045,17.773464504351917
AW kernel support bw8 [uv-pixels],,,15.982057138130573,25.999507934663086,17.667721205627277,17.667721205627277,,,,,,,,,,,,,,,,,,,,,,,,,13.680774753251097,11.133104214564574,16.781457062508913,,,,,,15.843523068593708,12.390756583154685,15.39958163654194,13.212390240791244,12.390756583154685,15.39958163654194,11.590141593397968,14.322823197091003,12.503411263114494,11.364618539994243,13.161149591218045,19.760361228789172,12.823603497386214,13.161149591218045,19.760361228789172
AW kernel support bw9 [uv-pixels],,,17.810640287623773,29.79310729463404,19.852023820728586,19.852023820728586,,,,,,,,,,,,,,,,,,,,,,,,,14.990841049654792,11.794585826406982,18.78075937413048,,,,,,17.642102571510318,12.390756583154685,17.101097153988437,13.212390240791244,12.390756583154685,17.101097153988437,11.590141593397968,14.322823197091003,12.503411263114494,12.089819147093618,13.161149591218045,22.36734478764589,13.926668015859795,13.161149591218045,22.36734478764589
AW kernel support bw10 [uv-pixels],,,19.624225055388756,33.473683904931534,22.00385795172092,22.00385795172092,,,,,,,,,,,,,,,,,,,,,,,,,16.308797542051593,12.480309477220183,20.756776290946963,,,,,,19.4271145823477,12.390756583154685,18.793608423806408,13.212390240791244,12.390756583154685,18.793608423806408,,,,12.838753666832492,13.161149591218045,24.920518130312384,15.045003343257887,13.161149591218045,24.920518130312384
AW kernel support bw11 [uv-pixels],,,21.415827833471205,37.05386238525481,24.119238435218303,24.119238470193018,,,,,,,,,,,,,,,,,,,,,,,,,17.62486746145157,13.182141947366054,22.70388864226134,,,,,,21.19135336522727,12.390756583154685,20.469232000466125,13.212390240791244,12.390756583154685,20.469232000466125,,,,13.602777604251083,13.161149591218045,27.42002013156516,16.16857184418325,13.161149591218045,27.42002013156516
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],6.1517191934188125,2.0663774184488966,32.00843253409465,2.442049601295063,15.161835577835491,2.442049601295063,1478.519095248062,273.81110487659413,43.80977678025506,28.382732403490365,985.6913324536623,273.81110487659413,43.80977678025506,28.382732403490365,985.6913324536623,273.81110487659413,43.80977678025506,28.382732403490365,261.2526279983028,48.38098763504391,3.8704790108035128,2.0084401231613347,6.845326952427305,23.768970557475367,0.9563021495915978,0.04936537134014034,1.9329881978115617,6.711992342483231,0.8949323123310975,0.01432123705439514,1967.8671421699532,72.88431864461968,58.30745491569574,338.52868607443423,169.26434303721712,27.082294885954735,12.616677324841728,4.505956187443474,318.39702172645605,1105.5488138190642,126.34843586503592,4001.054066761831,1105.5488138190642,126.34843586503592,2520.649027838083,700.18388498906,80.02101542732113,3324.101286116866,923.3645343792056,73.86916275033644,4001.054066761831,923.3645343792056,73.86916275033644
Snapshot vis size1 [GB],1.6611156325166097,0.5579727755026435,2.6350049370009954,0.20103492256172145,1.2481558276569282,0.20103492256172145,399.23655564745553,73.93573932206469,11.829718291530352,7.66403650859292,266.1609266766533,73.93573932206469,11.829718291530352,7.66403650859292,266.1609266766533,73.93573932206469,11.829718291530352,7.66403650859292,21.506893967605016,3.982829872707188,0.3186263898165751,0.1653392316091649,0.5635224497737846,1.9567142095966559,0.07872490734291429,0.004063866515787711,0.15912786228981107,0.5525460498797411,0.07367280665063215,0.0011789558986400443,161.99917410690327,5.999998258395149,4.7999986067161196,27.868429926158676,13.934214963079338,2.2294743940926938,1.0386327729136577,0.3709402760405921,26.2111468058289,91.01122272719331,10.401282597393521,329.37561712512445,91.01122272719331,10.401282597393521,207.50540113844323,57.64068552215018,6.587506916817163,273.6473674766607,76.01341003340859,6.081072802672687,329.37561712512445,76.01341003340859,6.081072802672687
Snapshot vis size2 [GB],1.7011796462173991,0.5714303750127617,1.4779761583097408,0.11276063219526221,0.7000914985881884,0.11276063219526221,408.86563776685205,75.71897609089186,12.115036174542697,7.8488834016526345,272.5803924888153,75.71897609089186,12.115036174542697,7.8488834016526345,272.5803924888153,75.71897609089186,12.115036174542697,7.8488834016526345,12.06323224562664,2.233972131059738,0.17871777048477905,0.09273889354823082,0.316080146091065,1.0975224030134916,0.044156856969838315,0.0022794256422621817,0.08925493204381332,0.3099234755210531,0.04132313006947375,0.0006612772087902781,90.86545290058457,3.365403324784985,2.6923226598279877,15.631422325632117,7.815711162816059,1.2505137860505693,0.5825698669667964,0.20806066677385585,14.701851035263164,51.048260077456746,5.834086865995057,184.7470197887176,51.048260077456746,5.834086865995057,116.38992826790374,32.33070183440618,3.6949373525035627,153.48900460696788,42.63597618495008,3.410878094796007,184.7470197887176,42.63597618495008,3.410878094796007
Snapshot vis size3 [GB],2.1311853808622514,0.7158703456837634,2.6484901190938377,0.20206376030684187,1.2545435229435082,0.20206376030684187,512.2142578434547,94.85839738182767,15.177343581092428,9.832838994334418,341.48030684092737,94.85839738182767,15.177343581092428,9.832838994334418,341.48030684092737,94.85839738182767,15.177343581092428,9.832838994334418,21.616959940283873,4.003212827336259,0.3202570261869007,0.16618538928197663,0.5664063923204932,1.966728098773689,0.07912779831888704,0.00408466419217794,0.15994223199701366,0.5553738184325353,0.07404984245767139,0.001184989448994863,162.8282383454728,6.030704488935759,4.824563591148607,28.011052373243572,14.005526186621786,2.2408841898594853,1.0439481906852373,0.3728386395304419,26.345287764191248,91.47699146019815,10.454513309736932,331.0612648867297,91.47699146019815,10.454513309736932,208.56735289432305,57.93567363746928,6.621219844282203,275.04781440859307,76.40242436177074,6.11219394894166,331.0612648867297,76.40242436177074,6.11219394894166
Snapshot vis size4 [GB],0.8170857421939157,0.2744610853519361,3.716516687643455,0.28354772092006336,1.7604490591755768,0.28354772092006336,196.38036690313427,36.36823184133212,5.818917094613139,3.7698609514243415,130.92182991929013,36.36823184133212,5.818917094613139,3.7698609514243415,130.92182991929013,36.36823184133212,5.818917094613139,3.7698609514243415,30.33418617460154,5.617543055842681,0.4494034444674145,0.23320108617973925,0.7948146734137221,2.759828230603538,0.11103676800170459,0.005731840388682652,,,,,228.49013506517622,8.462638282012758,6.770110625610207,39.30675173492165,19.653375867460824,3.1445401387937313,0.7324646680283518,0.26159452429583996,36.96925312671578,128.36588018442922,14.67038630679191,464.5645859554319,128.36588018442922,14.67038630679191,292.67394352016055,81.29873558191315,9.291284066504359,385.96322666257157,107.2123634027714,8.57698907222171,464.5645859554319,107.2123634027714,8.57698907222171
Snapshot vis size5 [GB],,,1.9553516689451764,0.14918149329720887,0.9262159423087641,0.14918149329720887,,,,,,,,,,,,,15.959568205305237,2.9555288224948635,0.2364423057995891,0.12269287921602536,,,,,,,,,120.21433091438412,4.452404032902454,3.5619232263219627,20.680257635120885,10.340128817560442,1.6544206108096706,,,19.450441603375715,67.53647545529869,7.7184543377484225,244.41895861814703,67.53647545529869,7.7184543377484225,153.98302550923836,42.77328252870664,4.888375146137901,203.0648327008202,56.40708527104492,4.512566821683594,244.41895861814703,56.40708527104492,4.512566821683594
Snapshot vis size6 [GB],,,2.985619718264844,0.22778470750921964,1.4142359273000078,0.22778470750921964,,,,,,,,,,,,,6.0921524099110735,1.128196690969269,0.09025573527754152,0.04683483351049355,,,,,,,,,183.5548471900291,6.798360359129951,5.438688287303961,23.682460534396526,11.841230267198263,1.8945968427517217,,,29.6988121892797,103.1212114034833,11.785281303255235,373.2024647831055,103.1212114034833,11.785281303255235,235.11615048072994,65.31037754528863,7.464043148032985,310.058992572307,86.12778392233035,6.890222713786428,373.2024647831055,86.12778392233035,6.890222713786428
Snapshot vis size7 [GB],,,2.8534649191794506,0.2177020964950142,1.3516365065873468,0.2177020964950142,,,,,,,,,,,,,,,,,,,,,,,,,175.43001675594883,6.4974392666429726,5.197951413314378,,,,,,28.384230652341667,98.55667731660706,11.263620264755094,356.6831148974313,98.55667731660706,11.263620264755094,224.7090221252909,62.419493696321766,7.133656422436773,296.33461112568835,82.3154430839128,6.585235446713024,356.6831148974313,82.3154430839128,6.585235446713024
Snapshot vis size8 [GB],,,0.9035073199480805,0.06893213805756229,0.4279756409137474,0.06893213805756229,,,,,,,,,,,,,,,,,,,,,,,,,55.547311344971256,2.0573177188448297,1.645854175075864,,,,,,8.987445401242228,31.206509246632656,3.5664581996151608,112.93841499351007,31.206509246632656,3.5664581996151608,71.15077707244365,19.76420634541997,2.258766439476568,93.82995687328074,26.063963454112336,2.085117076328987,112.93841499351007,26.063963454112336,2.085117076328987
Snapshot vis size9 [GB],,,0.7902317778748861,0.060289900045386195,0.3743189945886093,0.060289900045386195,,,,,,,,,,,,,,,,,,,,,,,,,48.58317097290244,1.799385353855991,1.4395082830847927,,,,,,7.860661226723913,27.29405145788159,3.1193201666150387,98.77897223436075,27.29405145788159,3.1193201666150387,15.55759533480254,4.321576475862095,0.49389445438423946,82.06620134760763,22.796242735468727,1.823699418837498,98.77897223436075,22.796242735468727,1.823699418837498
Snapshot vis size10 [GB],,,0.0566377725982625,0.00432111912523365,0.026828323902302623,0.00432111912523365,,,,,,,,,,,,,,,,,,,,,,,,,3.4820702820450373,0.12896618605038582,0.10317294884030864,,,,,,0.5633921027934874,1.9562289483143565,0.22356902266449788,7.079721574782812,1.9562289483143565,0.22356902266449788,,,,5.88187792501674,1.6338604043720066,0.13070883234976052,7.079721574782812,1.6338604043720066,0.13070883234976052
Snapshot vis size11 [GB],,,0.024273331046612556,0.0018519081914224666,0.01149785306928397,0.0018519081914224666,,,,,,,,,,,,,,,,,,,,,,,,,1.4923158310474174,0.05527122244062393,0.04421697795249914,,,,,,0.241453757674309,0.8383838326802031,0.09581529516345179,3.0341663808265693,0.8383838326802031,0.09581529516345179,,,,2.5208048180565945,0.70022588565728,0.05601807085258239,3.0341663808265693,0.70022588565728,0.05601807085258239
