Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
AW kernel support pred3 [uv-pixels],257.99651315379214,9.701785204308926,9.701785204448322,9.59551316202245,9.451644981811084,10.035633740642643,13.79898220774943,257.99651315379214,9.765060398505902,154.13803645234847,9.427745362038292,9.427745395706435,9.225672457468692,9.253651340657797,9.183799940572076,19.29825821327057,154.13803645234847,9.09159900678488,76.12227600619609,9.409237781264865,9.409237737239767,9.176731482101435,9.370661313589101,9.609971421182518,16.06009527550259,76.12227600619609,9.022985963101268,25.76780811580639,9.287592131751792,9.287592131505233,9.241696859338946,9.339628897788188,9.231995981351998,12.615837072396342,25.76780811580639,9.002426761620296,15.82124595819736,9.276337576945739,9.276337590256217,9.232128683692565,9.32621607085906,9.222818114862946,11.386349644309039,15.82124595819736,9.000712053006012,24.44536355693523,9.194722570578238,9.194722570575133,9.173263666745457,9.245073727522623,9.166815665641584,12.473866059496405,24.44536355693523,9.00215291033084
AW kernel support pred4 [uv-pixels],445.41704475675107,11.137597081823177,11.137597081823177,10.730195145175625,10.730195145175625,15.503683250874163,19.819601554229084,445.41704475675107,14.033372407718215,229.09738043738648,9.899415512125643,9.899415581323215,9.479764401651714,9.53840411134888,9.391668738795108,26.695349440819843,229.09738043738648,9.417842577618284,112.27176634458594,9.861342144125189,9.861342053474107,9.376756966307397,9.781755667562932,10.270674540607565,21.542105460521277,112.27176634458594,9.106134094632775,36.69969629785257,9.609301859427394,9.6093018589133,9.5133710607887,9.71750574647861,9.49303322471485,15.810668558129603,36.69969629785257,9.011239863432317,21.15521947680476,9.5858211480113,9.585821175798014,9.493311579482151,9.689671841450581,9.473772049044628,13.64203537640996,21.15521947680476,9.00329808870511,34.674099121829165,9.414688255945537,9.414688255938998,9.369436876503608,9.520445613333447,9.355818448946144,15.564855340340882,34.674099121829165,9.009971677064238
AW kernel support pred5 [uv-pixels],,,,,,,,,,298.08287965232023,10.450331304063013,10.450331412910018,9.783052312789222,9.877204824465068,9.641004181094825,33.6676295826934,298.08287965232023,10.108516011684815,145.3855520151644,10.390386626997612,10.390386484138507,9.61688677663298,10.264715418137222,11.029324232837352,26.809397893664507,145.3855520151644,9.288882282739207,46.83364075431118,9.99062627425492,9.990626273434083,9.837049872599234,10.162890111539348,9.804384412167371,19.026172517750812,46.83364075431118,9.030837042511363,26.29066356113467,9.953111301452113,9.953111345875385,9.804831745463025,10.118672383159337,9.773413158455833,15.99014839414446,26.29066356113467,9.009052606204317,44.1771291058344,9.678192528358018,9.67819252834746,9.605039813637617,9.848403760479728,9.582985608046322,18.685673983539523,44.1771291058344,9.027360086528493
AW kernel support pred6 [uv-pixels],,,,,,,,,,425.7797965241322,11.693397945631101,11.693398138014842,10.490151455822621,10.663095090520821,10.226983081241896,46.62945273343747,425.7797965241322,12.794544141058735,206.29817097142052,11.587272920249795,11.587272666914492,10.182020605638291,11.363620491657473,12.701885297206447,36.70978471641464,206.29817097142052,10.078757076405587,65.51413054446002,10.86994683492865,10.869946833437327,10.58947705945846,11.181195056902009,10.52943639262043,25.25918838561335,65.51413054446002,9.119297078368701,35.95502653589542,10.801703759018851,10.801703839929663,10.53025955390032,11.101624533796064,10.472380317023205,20.663355791473695,35.95502653589542,9.035120513834231,61.71283501570106,10.296151201957374,10.296151201937766,10.159903309527532,10.61031363799027,10.118675318377084,24.74917831728057,61.71283501570106,9.105896352904299
AW kernel support pred7 [uv-pixels],,,,,,,,,,544.9765416599445,13.037321682749708,13.037321958420215,11.284519626861025,11.540432712927991,10.892028031547113,58.65773680985983,544.9765416599445,17.087425660823286,262.75993399246477,12.885057519890594,12.885057155942539,10.82457592750148,12.562841093422248,14.466686551306514,45.95170837883515,262.75993399246477,11.54943954296691,82.78056270501943,11.844588242407918,11.844588240222306,11.431682925251085,12.298606365968773,11.342786333861456,31.18682821545147,82.78056270501943,9.300062311710466,44.982828735801746,11.744467095542776,11.744467214377417,11.344006369095625,12.182931346060238,11.258135101386522,25.18701991343849,44.982828735801746,9.088898480911633,77.92801479597459,10.995562370866164,10.99556237083685,10.791351678980556,11.462490669763707,10.72934072326916,30.524217740217992,77.92801479597459,9.26662724898883
AW kernel support pred8 [uv-pixels],,,,,,,,,,630.6328834666906,14.07650464742232,14.076504983777248,11.91623491335464,12.23474054738986,11.425206687153816,67.23483390738011,630.6328834666906,21.1478068587102,303.1287341622973,13.890581939241494,13.890581494502173,11.340486628986964,13.496175158050509,15.809686074053214,52.55612683691521,303.1287341622973,13.106889365404083,95.07950213911631,12.611747819749572,12.61174781704614,12.099542992264375,13.171697010246362,11.988862318688318,35.455548730676796,95.07950213911631,9.513241988589046,51.43594319053313,12.487821796021873,12.487821943211319,11.990382345517874,13.029333495329048,11.883325660274503,28.470951574004683,51.43594319053313,9.15321257194163,89.47895303119837,11.55504972533205,11.555049725295321,11.298718916727962,12.137865346072878,11.220693911274072,34.68576367500719,89.47895303119837,9.456592562972377
AW kernel support pred9 [uv-pixels],,,,,,,,,,741.1533867722675,15.479210673849126,15.479211088237436,12.788734655660084,13.189697500584426,12.166888115096825,78.21430163285359,741.1533867722675,27.453409685583765,354.9912336074096,15.249974013011386,15.24997346422416,12.05910102209735,14.76243042595843,17.600917731322873,61.0188533638695,354.9912336074096,15.728976792382493,110.81949290499439,13.662135152251654,13.662135148871817,13.01971440419494,14.359952031599516,12.880321331969554,40.94829642076824,110.81949290499439,9.9186692733526,59.705897419808906,13.507086231155641,13.507086415450098,12.882237145366815,14.18294434796815,12.747202913309442,32.716375619794796,59.705897419808906,9.27816061048529,104.26120798333292,12.331790092566955,12.331790092520361,12.005903824295062,13.067928461944996,11.906424264309623,40.0425988757862,104.26120798333292,9.819025711354973
AW kernel support pred10 [uv-pixels],,,,,,,,,,848.3720180465107,16.886091305724296,16.886091794927626,13.682648858410664,14.164178854237178,13.302456907594214,88.77337939942704,848.3720180465107,34.61245833139215,405.0871467362754,16.61530483545241,16.615304186800074,12.801516917889284,16.038253167065005,21.453539571559386,69.16193184216486,405.0871467362754,18.886974882761013,125.95897437267747,14.729419925030651,14.729419920994532,13.960253773719618,15.560615693035707,13.79279433422044,46.24857662046861,125.95897437267747,10.475711891424412,67.66413880317448,14.544152372864371,14.544152593212168,13.795097349177054,15.350160226678362,13.632669662143755,36.827024291338496,67.66413880317448,9.455290191585169,118.47833066128692,13.131622962718966,13.131622962662645,12.736999491577148,14.01812629638951,12.616242317595141,45.21309998303113,118.47833066128692,10.319226546973004
AW kernel support pred11 [uv-pixels],,,,,,,,,,952.9576272958844,18.2876730095774,18.287673570675622,15.126272850277326,15.148375799543889,15.126272850277326,98.98950542741873,952.9576272958844,42.510898104369716,453.7672130995211,17.976946246612822,17.976945501933432,13.559138947665462,17.313761011553474,25.808225011543886,77.0420117870737,453.7672130995211,22.498163363183703,140.6120374659127,15.803602823367816,15.80360281869633,14.911462678105877,16.763682344281822,14.71669116949776,51.38617864824556,140.6120374659127,11.190682021617901,75.3656644131794,15.589065428778737,15.58906568406515,14.71937120164061,16.520949049749674,14.530254660435984,40.82023055529945,75.3656644131794,9.691415496411665,132.23724274660069,13.945551326023397,13.945551325957553,13.483497668756645,14.978726741193354,13.341810601312448,50.22573866348266,132.23724274660069,10.964514310635488
"W kernel support pred, ff [pixels]",(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined)
W kernel support bw0 [uv-pixels],51.84058969878098,0.759338849017087,0.7593388490951771,0.6976091774793419,0.6053241389064865,0.9302363317071987,2.185861505220423,51.84058969878098,0.16675796919282154,66.08516352964814,1.2296330501505541,1.2296330996128193,0.8885169226965154,0.9426601401190847,0.8010097322197662,7.4489456465830965,66.08516352964814,0.24736096700338506,32.70585475230759,1.2021623015881668,1.2021622355580148,0.7853163339145617,1.142961044926838,1.4753096732421545,5.808682260851798,32.70585475230759,0.12374838575339467,10.52146767644403,1.0046220923973572,1.0046220919603588,0.9198974245078627,1.0931951561179551,0.9010245797286507,3.8648650759484497,10.52146767644403,0.040206558978108056,5.682673970560674,0.9844843551290343,0.9844843791750367,0.9012852865253718,1.0710211956434157,0.8828158196192413,3.0506940757860384,5.682673970560674,0.02178140887010416,9.906668245235307,0.8246946833094575,0.8246946833028179,0.7775055268934292,0.9263811947708213,0.762777222429083,3.7759695969017977,9.906668245235307,0.037870482843733844
W kernel support bw1 [uv-pixels],88.10132098157902,1.2779125819718886,1.2779125821033674,1.1739826639054527,1.0186209332543579,1.5656729330229855,3.6811633332486293,88.10132098157902,0.4719433070599293,90.16665144334496,1.6674886936444067,1.6674887607419084,1.2047880723222315,1.278224566808255,1.0861030100175957,10.112999849205808,90.16665144334496,0.4546068283389465,44.51948100598907,1.63022377708774,1.6302236875163612,1.0648187897661008,1.5499170327676186,2.0007766967885434,7.884157080935025,44.51948100598907,0.2273957447535556,14.290327198949884,1.3622683121031014,1.3622683115103578,1.2473503930669976,1.4824110996525828,1.2217525045249646,5.244077212333684,14.290327198949884,0.07387268535099338,7.712971060798133,1.3349536771537722,1.3349537097693815,1.2221061084761455,1.4523332941668126,1.197055566267635,4.13872117704766,7.712971060798133,0.04001807118720107,13.454236466708023,1.1182261281452948,1.1182261281362893,1.0542254237650597,1.2561446092483204,1.0342503569403043,5.123375046378021,13.454236466708023,0.06958023069500174
W kernel support bw2 [uv-pixels],150.32028673808182,2.151232624409907,2.151232624631378,1.9761746219306273,1.7145143654585506,2.6360082967062506,6.2028198974638915,150.32028673808182,1.3364428326178834,112.4976096054238,2.0699094254358967,2.0699095087496615,1.4954207625696827,1.5865941580273317,1.3480744848764934,12.565693718932208,112.4976096054238,0.7001834252893276,55.437892928021455,2.0236384883859566,2.0236383771679436,1.321650937914506,1.9239252179452784,2.4837659779906702,9.794258868078414,55.437892928021455,0.35018399199615297,17.76232861213499,1.690939253587411,1.6909392528514766,1.5482627838030618,1.8401079097131747,1.516482380195069,6.512765772590336,17.76232861213499,0.11374755527108033,9.581438733678628,1.6570262882909257,1.6570263287852427,1.516921386416392,1.8027629692803602,1.4858207679125233,5.139324986987799,9.581438733678628,0.061616574227208426,16.721991187088065,1.3879544539835043,1.3879544539723243,1.3084997466119597,1.5591810759145723,1.2837017162964484,6.362775274794881,16.721991187088065,0.10713764403280973
W kernel support bw3 [uv-pixels],257.83948650180565,3.6227939702041567,3.6227939705774563,3.3277429051154255,2.886796297315527,4.440038803470647,10.46001481690085,257.83948650180565,3.788984637929831,153.87506062187435,2.8075581225389694,2.807558235596168,2.0280612151748274,2.1517581496204023,1.8281633812249065,17.071109221900755,153.87506062187435,1.2873121222810928,75.58836487425492,2.744768774301789,2.7447686233810167,1.792317130027938,2.6094622921198556,3.3692062441982915,13.301378133795785,75.58836487425492,0.6436425174912901,24.144977429954615,2.293331115599707,2.2933311146011874,2.0997525663552175,2.4957299430026914,2.056635553446314,8.84077740005085,24.144977429954615,0.20901578489978515,13.011987690963144,2.2473181442456127,2.2473181991877578,2.0572311567393275,2.44505750450778,2.0150369673641513,6.9748805167154355,13.011987690963144,0.11321422670188461,22.728303927718347,1.8822654302464594,1.8822654302312924,1.774476345188156,2.114565730198291,1.740835847474414,8.636974844831748,22.728303927718347,0.19686802934455488
W kernel support bw4 [uv-pixels],445.32610945220534,6.560950293748319,6.560950293748319,5.842695255920037,5.842695255920037,12.623953197926392,17.658329642647402,445.32610945220534,10.767336770701792,228.92053145856664,4.122914925354849,4.122915091503199,2.977571680215789,3.159296281040643,2.6839228191699696,25.132482602550034,228.92053145856664,2.7741230716750493,111.91045312272352,4.030641249664818,4.030641027878434,2.631267984298501,3.831806876644427,4.948409392833665,19.57197761270487,111.91045312272352,1.3862460638117227,35.57903467429398,3.3672959812874734,3.367295979820395,3.0828929498527704,3.6646852433523947,3.019549603093153,12.999124595719053,35.57903467429398,0.4499376360249123,19.145320867297563,3.299691967693453,3.299692048415674,3.0204245968290455,3.5902284600008807,2.9584382429348164,10.252079262823754,19.145320867297563,0.24367288335199153,33.48571560994978,2.7633955483496746,2.7633955483273946,2.605061876959106,3.1046553232911482,2.555648420585474,12.699004754930131,33.48571560994978,0.4237801570386919
W kernel support bw5 [uv-pixels],,,,,,,,,,297.9469804207112,5.3112545000855835,5.3112547142510405,3.8351157159557174,4.069296640014834,3.456727009743163,32.44239944451476,297.9469804207112,4.602401107953138,145.10671498850104,5.192314922892372,5.192314637015764,3.3888805341260184,4.936029033073449,6.375421008298451,25.253590149141626,145.10671498850104,2.2985504263744887,45.96074309999651,4.337350960186728,4.3373509582960175,3.9708374678403295,4.720628710163961,3.889209907108453,16.762912654882392,45.96074309999651,0.7456659361908637,24.70220618658938,4.250226415038823,4.250226519068523,3.890337460534693,4.6246654795467625,3.810459915269761,13.216839473442986,24.70220618658938,0.4037683263417485,43.25065012266939,3.5591305983294514,3.5591305983007433,3.3551139804131473,3.9988819224167247,3.291445452080733,16.375420978378717,43.25065012266939,0.7023034471278886
W kernel support bw6 [uv-pixels],,,,,,,,,,425.684666306095,7.46562492460542,7.4656252259358,5.389181530260181,5.718531009751477,4.857075554694201,45.752659619085314,425.684666306095,9.09397381662716,206.10175968718326,7.298280189767598,7.298279787554302,4.761674454815526,6.937713649208768,8.963140638380573,35.589440764438955,206.10175968718326,4.536666640298325,64.89299885963469,6.095551180506596,6.095551177847181,5.580055948894866,6.634690866987693,5.465256695365696,23.60141093027924,64.89299885963469,1.4702310034630404,34.81039978507779,5.97300628641909,5.973006432739816,5.466842440797885,6.4996974767586435,5.354507400720916,18.60038366714594,34.81039978507779,0.7958660060011038,61.05304255870578,5.001072842257777,5.001072842217407,4.71419508070556,5.619497797536923,4.624671901738934,23.05475715292943,61.05304255870578,1.3846834980730496
W kernel support bw7 [uv-pixels],,,,,,,,,,544.9022214669649,9.432484119228384,9.43248450025262,6.807377116703004,7.223682385156377,6.134841044396186,57.96317872283045,544.9022214669649,14.525154584862845,262.60575567135703,9.220884300916543,9.22088379234366,6.014270031370765,8.764985815081431,11.326297708154804,45.06172991501223,262.60575567135703,7.2380628455856675,82.28986305590534,7.700277308784917,7.700277305423001,7.0486434512945255,8.381868439974921,6.903535457693702,29.85997746382404,82.28986305590534,2.343322214655387,44.07328988258617,7.545363301941592,7.54536348690943,6.905539841466571,8.211200654156318,6.763549804730599,23.524157203180458,44.07328988258617,1.2680992060236433,77.40655973521646,6.3168340053865535,6.31683400533553,5.954264947030528,7.098499302980878,5.841125949335624,29.167239647457876,77.40655973521646,2.206893874136743
W kernel support bw8 [uv-pixels],,,,,,,,,,630.5686589971884,10.823492185468709,10.823492622915477,7.810035499935454,8.287875256176676,7.0381352533312596,66.6297447882925,630.5686589971884,19.137129746472176,302.9950981036437,10.580560789049985,10.580560205178468,6.899756298756653,10.057173752937736,12.997929595135991,51.77978821990217,302.9950981036437,9.52840746593798,94.65258436525767,8.834941033700117,8.834941029841008,8.086961148766198,9.617359415646943,7.920405273498614,34.29425514271154,94.65258436525767,3.0824946282927543,50.64243528800478,8.657118066030923,8.65711827835049,7.922705900871666,9.421439981897857,7.7597312291173095,27.011017817352233,50.64243528800478,1.667723114653727,89.02518203047612,7.247011394698939,7.247011394640379,6.830889338821578,8.144186586725336,6.701042594291058,33.49779398286473,89.02518203047612,2.902954168095747
W kernel support bw9 [uv-pixels],,,,,,,,,,741.0987401986339,12.593885940622327,12.593886449949148,9.085798484056381,9.641997726452912,8.187378481863677,77.69476803437284,741.0987401986339,25.936262324485085,354.87712794446253,12.31104006156761,12.311039381771996,8.026326523457001,11.7016815920304,15.12588195725446,60.35147442972217,354.87712794446253,12.899639953708286,110.45342913517943,10.278810092534561,10.278810088042231,9.40813282042729,11.18964799937152,9.214264898231978,39.947002137370724,110.45342913517943,4.168932735622993,59.02367479837852,10.071811081224382,10.071811328377661,9.216942761538046,10.961565142695713,9.027246651836025,31.454113144317123,59.02367479837852,2.2548313271641356,103.87203420624726,8.430483194167016,8.430483194098858,7.94617685671687,9.474742966778154,7.79505861182204,39.01806920808761,103.87203420624726,3.9259732449737914
W kernel support bw10 [uv-pixels],,,,,,,,,,848.3242782122347,14.287759781899247,14.287760360067708,10.30606034246679,10.937274002914055,9.795680669478822,88.31598320799367,848.3242782122347,33.42188312681315,404.9871559086001,13.96668732287682,13.966686551215219,9.103781379130629,13.274997726962917,19.47445403980467,68.57384936067291,404.9871559086001,16.604752940710846,125.63702967285093,11.660009062084383,11.660009056985785,10.671864196411649,12.693807968704629,10.451850340781936,45.36442261750232,125.63702967285093,5.361020390945257,67.06292328832127,11.425076290559128,11.425076571062455,10.454889328599887,12.434927381561113,10.239613377327034,35.71035869540988,67.06292328832127,2.8987087827318407,118.13600144022669,9.56240145753189,9.562401457454547,9.012832853683493,10.747458530346934,8.84135567751227,44.30828827742694,118.13600144022669,5.048409306677936
W kernel support bw11 [uv-pixels],,,,,,,,,,952.9151270818414,15.919767087028179,15.919767731584145,12.15747220194383,12.184961607005866,12.15747220194383,98.57952213702886,952.9151270818414,41.54727978628811,453.6779515075712,15.561831394588713,15.56183053433897,10.141511179410022,14.790751176501793,24.18810613186736,76.51451875428351,453.6779515075712,20.619586676665016,140.32371531681747,12.990529712015565,12.990529706332477,11.889142912781582,14.14287968343032,11.643925411061915,50.59189022036445,140.32371531681747,6.6506664409638026,74.82635479855996,12.728666895741455,12.728667208396079,11.647312504251227,13.854304656114094,11.407379212471271,39.815715773897665,74.82635479855996,3.5949317551364106,131.93061952868786,10.652624173730757,10.652624173644558,10.04015484857509,11.973397796254032,9.849056306128686,49.412800206955055,131.93061952868786,6.262633157716523
AW kernel support bw0 [uv-pixels],52.61603121024387,9.031976278070408,9.031976278076973,9.02699609862015,9.020333547776538,9.04794670811163,9.261640811433171,52.61603121024387,9.001544768554412,66.69519352052542,9.083611475510308,9.083611482205932,9.043752668108416,9.049232461362086,9.035575055917072,11.682756149374567,66.69519352052542,9.003398660950033,33.92157035101767,9.079933601043553,9.079933592301314,9.034197349201145,9.072285266139962,9.120117248805625,10.711712729882853,33.92157035101767,9.000850718847445,13.8456232097532,9.055896728018316,9.055896727969838,9.04688959099293,9.066149990451281,9.044990065957794,9.794752781734005,13.8456232097532,9.000089808851069,10.643908279184288,9.053684854549214,9.05368485716394,9.045016040212817,9.063502987339799,9.043194334490993,9.50298554897544,10.643908279184288,9.00002635717098,13.384396726081963,9.037705534076604,9.037705534075998,9.033521729887509,9.047551166919423,9.032265999795213,9.760017745717818,13.384396726081963,9.000079675951254
AW kernel support bw1 [uv-pixels],88.55982587324353,9.09027285438463,9.090272854403112,9.076245660797781,9.057460383885982,9.135170044022212,9.72373197317029,88.55982587324353,9.012365421190967,90.61470649130672,9.153169863136592,9.153169875360152,9.08028162003855,9.090316718530337,9.065297554320502,13.537827224116752,90.61470649130672,9.011474206164738,45.42008574455383,9.146454480473961,9.146454464509155,9.06277215067437,9.132482839209892,9.219712977658906,11.964946003925713,45.42008574455383,9.00287225416045,16.888263719312498,9.10251475989796,9.102514759809253,9.086026799601925,9.121268698397891,9.082548055601634,10.416349927345827,16.888263719312498,9.000303171207122,11.852844493399441,9.0984669763728,9.098466981158257,9.08259562792348,9.11642868657159,9.079258892042473,9.906008933033664,11.852844493399441,9.000088968783672,16.186923083220478,9.069202262253656,9.069202262252546,9.061533603320832,9.087238264695364,9.059231413361244,10.356107949700457,16.186923083220478,9.000268963120133
AW kernel support bw2 [uv-pixels],150.58947043209608,9.253529154021482,9.25352915407297,9.214405359889627,9.161853497484215,9.378088277485139,10.930460863128049,150.58947043209608,9.098685588855993,112.85704305418575,9.23496210222372,9.234962120897533,9.123392091603018,9.13877896779906,9.10040135470821,15.456282173860966,112.85704305418575,9.027195402175025,56.16368909089547,9.224701227230993,9.224701202832907,9.096524677133036,9.203341145706041,9.336439012462083,13.30140995439704,56.16368909089547,9.006810136127571,19.912315729855965,9.157471024214205,9.157471024078314,9.132202234275674,9.186185123291876,9.126867962748344,11.109280715177926,19.912315729855965,9.000718777204971,13.145492315133621,9.151269645250718,9.15126965258305,9.126940916460862,9.178777387180089,9.121823466520286,10.364007975772555,13.145492315133621,9.000210919874016,18.99012873208212,9.106394323020096,9.106394323018392,9.09462322401998,9.134059646591439,9.09108849898748,11.022019288566913,18.99012873208212,9.000637670452516
AW kernel support bw3 [uv-pixels],257.99651315379214,9.701785204308926,9.701785204448322,9.59551316202245,9.451644981811084,10.035633740642643,13.79898220774943,257.99651315379214,9.765060398505902,154.13803645234847,9.427745362038292,9.427745395706435,9.225672457468692,9.253651340657797,9.183799940572076,19.29825821327057,154.13803645234847,9.09159900678488,76.12227600619609,9.409237781264865,9.409237737239767,9.176731482101435,9.370661313589101,9.609971421182518,16.06009527550259,76.12227600619609,9.022985963101268,25.76780811580639,9.287592131751792,9.287592131505233,9.241696859338946,9.339628897788188,9.231995981351998,12.615837072396342,25.76780811580639,9.002426761620296,15.82124595819736,9.276337576945739,9.276337590256217,9.232128683692565,9.32621607085906,9.222818114862946,11.386349644309039,15.82124595819736,9.000712053006012,24.44536355693523,9.194722570578238,9.194722570575133,9.173263666745457,9.245073727522623,9.166815665641584,12.473866059496405,24.44536355693523,9.00215291033084
AW kernel support bw4 [uv-pixels],445.41704475675107,11.137597081823177,11.137597081823177,10.730195145175625,10.730195145175625,15.503683250874163,19.819601554229084,445.41704475675107,14.033372407718215,229.09738043738648,9.899415512125643,9.899415581323215,9.479764401651714,9.53840411134888,9.391668738795108,26.695349440819843,229.09738043738648,9.417842577618284,112.27176634458594,9.861342144125189,9.861342053474107,9.376756966307397,9.781755667562932,10.270674540607565,21.542105460521277,112.27176634458594,9.106134094632775,36.69969629785257,9.609301859427394,9.6093018589133,9.5133710607887,9.71750574647861,9.49303322471485,15.810668558129603,36.69969629785257,9.011239863432317,21.15521947680476,9.5858211480113,9.585821175798014,9.493311579482151,9.689671841450581,9.473772049044628,13.64203537640996,21.15521947680476,9.00329808870511,34.674099121829165,9.414688255945537,9.414688255938998,9.369436876503608,9.520445613333447,9.355818448946144,15.564855340340882,34.674099121829165,9.009971677064238
AW kernel support bw5 [uv-pixels],,,,,,,,,,298.08287965232023,10.450331304063013,10.450331412910018,9.783052312789222,9.877204824465068,9.641004181094825,33.6676295826934,298.08287965232023,10.108516011684815,145.3855520151644,10.390386626997612,10.390386484138507,9.61688677663298,10.264715418137222,11.029324232837352,26.809397893664507,145.3855520151644,9.288882282739207,46.83364075431118,9.99062627425492,9.990626273434083,9.837049872599234,10.162890111539348,9.804384412167371,19.026172517750812,46.83364075431118,9.030837042511363,26.29066356113467,9.953111301452113,9.953111345875385,9.804831745463025,10.118672383159337,9.773413158455833,15.99014839414446,26.29066356113467,9.009052606204317,44.1771291058344,9.678192528358018,9.67819252834746,9.605039813637617,9.848403760479728,9.582985608046322,18.685673983539523,44.1771291058344,9.027360086528493
AW kernel support bw6 [uv-pixels],,,,,,,,,,425.7797965241322,11.693397945631101,11.693398138014842,10.490151455822621,10.663095090520821,10.226983081241896,46.62945273343747,425.7797965241322,12.794544141058735,206.29817097142052,11.587272920249795,11.587272666914492,10.182020605638291,11.363620491657473,12.701885297206447,36.70978471641464,206.29817097142052,10.078757076405587,65.51413054446002,10.86994683492865,10.869946833437327,10.58947705945846,11.181195056902009,10.52943639262043,25.25918838561335,65.51413054446002,9.119297078368701,35.95502653589542,10.801703759018851,10.801703839929663,10.53025955390032,11.101624533796064,10.472380317023205,20.663355791473695,35.95502653589542,9.035120513834231,61.71283501570106,10.296151201957374,10.296151201937766,10.159903309527532,10.61031363799027,10.118675318377084,24.74917831728057,61.71283501570106,9.105896352904299
AW kernel support bw7 [uv-pixels],,,,,,,,,,544.9765416599445,13.037321682749708,13.037321958420215,11.284519626861025,11.540432712927991,10.892028031547113,58.65773680985983,544.9765416599445,17.087425660823286,262.75993399246477,12.885057519890594,12.885057155942539,10.82457592750148,12.562841093422248,14.466686551306514,45.95170837883515,262.75993399246477,11.54943954296691,82.78056270501943,11.844588242407918,11.844588240222306,11.431682925251085,12.298606365968773,11.342786333861456,31.18682821545147,82.78056270501943,9.300062311710466,44.982828735801746,11.744467095542776,11.744467214377417,11.344006369095625,12.182931346060238,11.258135101386522,25.18701991343849,44.982828735801746,9.088898480911633,77.92801479597459,10.995562370866164,10.99556237083685,10.791351678980556,11.462490669763707,10.72934072326916,30.524217740217992,77.92801479597459,9.26662724898883
AW kernel support bw8 [uv-pixels],,,,,,,,,,630.6328834666906,14.07650464742232,14.076504983777248,11.91623491335464,12.23474054738986,11.425206687153816,67.23483390738011,630.6328834666906,21.1478068587102,303.1287341622973,13.890581939241494,13.890581494502173,11.340486628986964,13.496175158050509,15.809686074053214,52.55612683691521,303.1287341622973,13.106889365404083,95.07950213911631,12.611747819749572,12.61174781704614,12.099542992264375,13.171697010246362,11.988862318688318,35.455548730676796,95.07950213911631,9.513241988589046,51.43594319053313,12.487821796021873,12.487821943211319,11.990382345517874,13.029333495329048,11.883325660274503,28.470951574004683,51.43594319053313,9.15321257194163,89.47895303119837,11.55504972533205,11.555049725295321,11.298718916727962,12.137865346072878,11.220693911274072,34.68576367500719,89.47895303119837,9.456592562972377
