,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
AW kernel support pred4 [uv-pixels],12.523105546941348,20.19477090681694,10.90046171068991,27.03852930649183,10.512402293789782,14.830953581100802,12.215386021003106,16.800735011292883,16.800735011292883,16.800735011292883,11.331996128555707,16.800735011292883,16.800735011292883,16.800735011292883,11.331996128555707,16.800735011292883,16.800735011292883,16.800735011292883,12.269573901582412,13.41993348674301,16.838536945960726,18.837361370443354,13.543913858947793,12.504700790060589,15.361323897530177,31.283783538284045,,,,,10.57816441573672,10.494300259314643,11.597745495622629,12.146907603420997,11.671956833066732,13.64723138053921,17.18090831146103,14.192381810384896,11.427584497614076,10.4405736628459,11.14966780218371,10.904999686931,10.4405736628459,11.14966780218371,10.6650288647588,11.135352235959903,12.90320573536231,10.458543848273266,10.501695681850617,11.58801740516214,10.424133185437661,10.501695681850617,11.58801740516214
AW kernel support pred5 [uv-pixels],,,11.455759713027591,33.93486468872628,10.836882094436609,17.30311950564753,,,,,,,,,,,,,13.562542310890896,15.266959045915193,20.130517786568074,22.891495050430734,,,,,,,,,10.942594995223082,10.807719732134498,12.541689383061813,13.377748471721397,12.655567164029055,15.598490823539034,,,12.279424688980649,10.721002305730089,11.84739863105196,11.462929735202106,10.721002305730089,11.84739863105196,11.081690442439868,11.82501381404073,14.50724961297784,10.75003458686074,10.81963708640695,12.526739392610361,10.694416942807699,10.81963708640695,12.526739392610361
AW kernel support pred6 [uv-pixels],,,12.716860645933846,46.812841892865166,11.594767525929834,22.248893069411615,,,,,,,,,,,,,14.236480299156455,16.211484688644944,21.76207374930932,24.881137165874787,,,,,,,,,11.78939174210766,11.540841935040127,14.604391664745384,15.338297878154897,14.248862071612983,18.59192636495846,,,14.15633935794338,11.379864788921601,13.40797110078645,12.729633986667409,11.379864788921601,13.40797110078645,12.043517365895516,13.368814138509743,17.849665859947798,11.433863964395945,11.562891471572248,14.578967951239774,11.330322116746887,11.562891471572248,14.578967951239774
AW kernel support pred7 [uv-pixels],,,14.090093921903627,58.79397535328595,12.448104521228895,27.05450323829796,,,,,,,,,,,,,,,,,,,,,,,,,12.736686495119221,12.367825597423023,16.761868800576313,,,,,,16.135588053310304,12.127312384229414,15.079233447321403,14.108511118515766,12.127312384229414,15.079233447321403,13.110926036876599,15.023565913275045,21.200322120704058,12.20813919598437,12.400667928618278,16.72644333445134,12.053021720508962,12.400667928618278,16.72644333445134
AW kernel support pred8 [uv-pixels],,,15.157221126239246,67.34652379855694,13.127899290819375,30.549578435324992,,,,,,,,,,,,,,,,,,,,,,,,,13.487539643522902,13.02758977261163,18.39481217026643,,,,,,17.64123419264233,12.726338678767032,16.36330998763159,15.179775197208688,12.726338678767032,16.36330998763159,13.95186955671429,16.295696497650198,23.675737750355168,12.827701468055036,13.068640970033963,18.352258105182475,12.633058166094868,13.068640970033963,18.352258105182475
AW kernel support pred9 [uv-pixels],,,16.603245611835224,78.30115219238517,14.06822393146136,35.07322976613742,,,,,,,,,,,,,,,,,,,,,,,,,14.521653055100252,13.941373570592539,20.564330070547477,,,,,,19.6489000664644,13.559343066947166,18.08817151733463,16.63113973107144,13.559343066947166,18.08817151733463,14.237287990098029,16.722401420952103,24.4917700860868,13.688070375950511,13.99330736452579,20.512721889680197,13.440708546376024,13.99330736452579,20.512721889680197
AW kernel support pred10 [uv-pixels],,,18.058622652595606,88.84095363698961,15.033042389263047,39.45728321398294,,,,,,,,,,,,,,,,,,,,,,,,,15.57826176553059,14.880129589084378,22.710872196907793,,,,,,21.641370957378975,14.418513661377974,19.810816556845467,18.091650969792102,14.418513661377974,19.810816556845467,,,,14.574247023242084,14.942754732885442,22.650650096175223,14.274812886703515,14.942754732885442,22.650650096175223
AW kernel support pred11 [uv-pixels],,,19.51243240060193,99.04135282488264,16.011909845569193,43.7188363569388,,,,,,,,,,,,,,,,,,,,,,,,,16.646532951405593,15.833550783670773,24.827703536562094,,,,,,23.61065533224916,15.294040952358952,21.521445651268593,19.550402853977197,15.294040952358952,21.521445651268593,,,,15.476240052327471,15.906618019332846,24.759233958621085,15.125742438075534,15.906618019332846,24.759233958621085
"W kernel support pred, ff [pixels]",(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined)
W kernel support bw0 [uv-pixels],0.9370520659059832,2.171927493250396,1.2937212294350122,7.445664295058724,0.9673000900112558,3.2583920822422408,0.8518975847959386,0.9944465166125572,1.491345763890189,1.464601473503589,0.6633524899218126,0.9944465166125572,1.491345763890189,1.464601473503589,0.6633524899218126,0.9944465166125572,1.491345763890189,1.464601473503589,2.1177809841559077,2.6642461748845205,4.027277783904078,4.742356266623987,2.7191091588364316,2.236169875233324,3.4683017078950833,8.776787798494588,3.7652673516325916,2.5256238787342635,3.6181358057641546,10.24527992541827,1.0290431701432698,0.9496679958044507,1.7507075951215367,2.0542358288447486,1.793876920128891,2.764365402398751,4.912002240228516,3.5446349394703422,1.6485498846881823,0.8954766515524262,1.4701398942766182,1.2971114313502448,0.8954766515524262,1.4701398942766182,1.1058361753140853,1.4604834041817043,2.428164209511771,0.9139301729060503,0.9569071662108225,1.744989758757172,0.8782816854810184,0.9569071662108225,1.744989758757172
W kernel support bw1 [uv-pixels],1.5771503431761984,3.657676431465588,1.7544280684434288,10.108540153079463,1.3116453150106513,4.4206745678022425,1.433758944072406,1.6738029946106328,2.510782507035251,2.465725709454371,1.1163098575405606,1.6738029946106328,2.510782507035251,2.465725709454371,1.1163098575405606,1.6738029946106328,2.510782507035251,2.465725709454371,2.8725206518908863,3.614163345759877,5.46460929816451,6.4357029642101375,3.688629266698925,3.0331813722600303,4.705649305972255,11.91795319581267,5.108843770754444,3.4260165893259282,4.909076571893237,13.914714887906948,1.3953931852783539,1.287729730845597,2.3744260830994497,2.7862890354680845,2.4330003508810867,3.7500569396868846,6.666115161468825,4.809284483976002,2.23581749358853,1.214227704665105,1.993762945605978,1.759027145231348,1.214227704665105,1.993762945605978,1.4995581141825935,1.980662190865337,3.2937437545952934,1.2392567784023572,1.2975486749677716,2.36666791624542,1.190905856520845,1.2975486749677716,2.36666791624542
W kernel support bw2 [uv-pixels],2.6553459758870015,6.1631945469954585,2.1778617883017826,12.560147424402723,1.628087602085126,5.48963312522719,2.4137656696164242,2.8181975478084604,4.228905801603456,4.152943364884454,1.879037987901632,2.8181975478084604,4.228905801603456,4.152943364884454,1.879037987901632,2.8181975478084604,4.228905801603456,4.152943364884454,3.5664102353567704,4.487650717105033,6.786818545749202,7.993715361767512,4.580157673526852,3.7659639939096596,5.843714919892262,14.8107105663479,6.3447182191658955,4.253927743733633,6.096485736787401,17.294944968380303,1.7320663940304089,1.5983952270151232,2.947783700418004,3.4593065518053576,3.020528287355125,4.656468668660665,8.28010685903104,5.972486733790648,2.7756470454792295,1.5071402054375027,2.475056353196465,2.183572520288928,1.5071402054375027,2.475056353196465,1.8613979813865997,2.4587879749134696,4.08961914563032,1.5382143363736476,1.6105859033778145,2.9381487521466787,1.478185849543696,1.6105859033778145,2.9381487521466787
W kernel support bw3 [uv-pixels],4.4726439911405995,10.393076251277414,2.9540529760118415,17.063563013320394,2.2080547549220557,7.450730280783544,4.065345332138385,4.74724313798477,7.127076363928794,6.998881433759327,3.164039790507142,4.74724313798477,7.127076363928794,6.998881433759327,3.164039790507142,4.74724313798477,7.127076363928794,6.998881433759327,4.838848555236649,6.089783900045801,9.213171633051797,10.853445863838688,6.2154159738382235,5.109789655034163,7.931750989836022,20.1262995641978,8.612439979653258,5.772383656061525,8.2751676194581,23.508489215353702,2.3491330935005355,2.1677692590646878,3.999025762231769,4.6934370339713265,4.097772217550343,6.319055074636873,11.242744036427412,8.106698708030885,3.7653700032976607,2.043960975319927,3.3573854796182285,2.9618027877096713,2.043960975319927,3.3573854796182285,2.524618253587979,3.335306018452346,5.549262342252834,2.0861196054379345,2.1843090501661955,3.9859470704856736,2.0046787628877083,2.1843090501661955,3.9859470704856736
W kernel support bw4 [uv-pixels],7.538446294816539,17.545049785589665,4.338209942616517,25.121346840048556,3.2420058584889517,10.9524967073616,7.015387062886702,13.50054431938514,13.50054431938514,13.50054431938514,5.330491183521604,13.50054431938514,13.50054431938514,13.50054431938514,5.330491183521604,13.50054431938514,13.50054431938514,13.50054431938514,7.109320904727273,8.949559474555517,13.547557952652731,15.963902511625141,9.13441857036331,7.50783203387915,11.660629137607959,29.642454562168293,,,,,3.449284332489654,3.1828191800118635,5.874325542667427,6.895459689248196,6.019516285630696,9.28692222181139,13.970812804086624,10.070933494554716,5.530794468257661,3.0009295908620475,4.931033573101295,4.34959977146923,3.0009295908620475,4.931033573101295,3.7071337561704416,4.898578305886028,8.15430673013266,3.0628645785040107,3.2071189865983922,5.855095847408535,2.943221477861069,3.2071189865983922,5.855095847408535
W kernel support bw5 [uv-pixels],,,5.588777201018663,32.427997801932854,4.175884759990485,14.120833708627831,,,,,,,,,,,,,9.162016914124626,11.536032182238905,17.471054529001208,20.59175916826668,,,,,,,,,4.443015330772699,4.099610445928905,7.569278207412209,8.886177703188483,7.75650567222447,11.971337267491526,,,7.126308349513617,3.8652154454143783,6.353019307624671,5.603459477339034,3.8652154454143783,6.353019307624671,4.77533905205307,6.311176728808511,10.510009102434006,3.9450277082299667,4.130925644640999,7.544481414277339,3.7908513221455094,4.130925644640999,7.544481414277339
W kernel support bw6 [uv-pixels],,,7.856115114234322,45.73228800406111,5.868443914732172,19.87494007070492,,,,,,,,,,,,,10.132984323893423,12.75978980274242,19.328420884034415,22.78312943094244,,,,,,,,,6.244177900162384,5.761165903667482,10.643695593978835,11.630278663858876,10.150372916097762,15.673535847409717,,,10.020077046473087,5.431512000735862,8.93161178284886,7.876774811718181,5.431512000735862,8.93161178284886,6.711654828924596,8.87272176223384,14.78548515645618,5.543757313980488,5.8052096588631725,10.60878440365702,5.326931505965104,5.8052096588631725,10.60878440365702
W kernel support bw7 [uv-pixels],,,9.926265497560776,57.937306960565536,7.413184617385383,25.13853904806473,,,,,,,,,,,,,,,,,,,,,,,,,7.88816726971179,7.2775758332203,13.452146508558906,,,,,,12.66322241082933,6.860882280340053,11.286420218954127,9.952390968068075,6.860882280340053,11.286420218954127,8.47917339983378,11.211937065044552,18.69367962766062,7.002761071786606,7.333250648645657,13.40797921465467,6.728694717035451,7.333250648645657,13.40797921465467
W kernel support bw8 [uv-pixels],,,11.390406150340437,66.59995696507318,8.50539474627109,28.866533262171846,,,,,,,,,,,,,,,,,,,,,,,,,9.050620179612107,8.349736240352456,15.439207064463579,,,,,,14.533173907982139,7.87144816197641,12.952139350366945,11.420401702120293,7.87144816197641,12.952139350366945,9.729062859678264,12.866612776621864,21.46020871342105,8.034296792721895,8.413642303048675,15.388481977090393,7.719725294849306,8.413642303048675,15.388481977090393
W kernel support bw9 [uv-pixels],,,13.253971663125194,77.6599667438447,9.895197046332232,33.61742771581829,,,,,,,,,,,,,,,,,,,,,,,,,10.529881644762321,9.71400520047298,17.969186716443883,,,,,,16.913878142575836,9.157280404528857,15.07255614819582,13.288897951087705,9.157280404528857,15.07255614819582,10.1341190694105,13.402936591786927,22.357253900015003,9.346832116657172,9.788393688348041,17.91010215837322,8.980681835396771,9.788393688348041,17.91010215837322
W kernel support bw10 [uv-pixels],,,15.037082566403603,88.27635608207748,11.224631997414422,38.169060751195595,,,,,,,,,,,,,,,,,,,,,,,,,11.944967125756028,11.018995262179962,20.39077526589608,,,,,,19.192418735398782,10.387181340640169,17.101709056377448,15.076731569301733,10.387181340640169,17.101709056377448,,,,10.602295803007983,11.103419248464423,20.323679533474312,10.18676999595047,11.103419248464423,20.323679533474312
W kernel support bw11 [uv-pixels],,,16.755149005247908,98.53521994384995,12.50524917395234,42.559800897146985,,,,,,,,,,,,,,,,,,,,,,,,,13.308157622384558,12.276047019259961,22.72476320887454,,,,,,21.388385755317433,11.571848972935687,19.05708852161074,16.799352718268636,11.571848972935687,19.05708852161074,,,,11.81160472405274,12.370145383663218,22.649937444013734,11.348483788726986,12.370145383663218,22.649937444013734
AW kernel support bw0 [uv-pixels],10.043807374408306,10.23314560806876,10.083338465978956,12.46747435508541,10.046674547537398,10.517467326387038,10.036220877151974,10.049324548167546,10.110594057100364,10.106683802127623,10.02197767538351,10.049324548167546,10.110594057100364,10.106683802127623,10.02197767538351,10.049324548167546,10.110594057100364,10.106683802127623,10.221790268678593,10.348826391450713,10.780490079246274,11.067517470489387,10.363086153152842,10.246973002350549,10.584380791382554,13.305337427506434,10.685374969053276,10.3140087248767,10.634420845017965,14.31662532687709,10.05280706300576,10.044992249984828,10.152092251532007,10.208814076106464,10.159625701991738,10.375052581938041,11.141264111760837,10.60963886539565,10.134974924601709,10.040013866199367,10.107487883185597,10.083773999120542,10.040013866199367,10.107487883185597,10.06095788911937,10.10608785702411,10.290577312685325,10.04167657121798,10.045679236604443,10.151107784777354,10.038494843304518,10.045679236604443,10.151107784777354
AW kernel support bw1 [uv-pixels],10.123606235180269,10.647938621033596,10.152734500977662,14.219092236370779,10.085653842582017,10.93354305037546,10.102260376257762,10.13911319912977,10.310384512598656,10.29950500141945,10.062114474504959,10.13911319912977,10.310384512598656,10.29950500141945,10.062114474504959,10.13911319912977,10.310384512598656,10.29950500141945,10.40439209639562,10.633069956030301,11.395698959764864,11.891941500173264,10.658610878869153,10.449889436593349,11.0518385525123,15.557557918181807,11.229438306254524,10.570600251184247,11.139974541654531,17.135322886124417,10.096886754912193,10.082571490433564,10.278029929130533,10.380915498604624,10.29171952141077,10.680024674638807,12.018198340265672,11.096360540637292,10.24689610880468,10.073447717577944,10.196817674317385,10.153530248030028,10.073447717577944,10.196817674317385,10.111808667978783,10.194264206617536,10.528473199896341,10.076495291658514,10.083830252632708,10.276240413000536,10.070663173748573,10.083830252632708,10.276240413000536
AW kernel support bw2 [uv-pixels],10.346538660424523,11.74670026109948,10.234406771715937,16.05482180912421,10.131666656580412,11.40771983568985,10.287189349274117,10.389525370221376,10.857423464102125,10.828062550241285,10.175007801470102,10.389525370221376,10.857423464102125,10.828062550241285,10.175007801470102,10.389525370221376,10.857423464102125,10.828062550241285,10.616933736576561,10.96079417554829,12.085566017896113,12.802323433070962,10.998992877275942,10.685620468808725,11.582271109975428,17.87056651256835,11.8429493489002,10.867193807460449,11.711837530415636,19.977865788399498,10.14889422515229,10.12693770602667,10.425422233389401,10.58143666140678,10.446223773915266,11.030988190648127,12.983072425160882,11.647772224133904,10.378064199121027,10.112935854579826,10.301742762828928,10.235623525284668,10.112935854579826,10.301742762828928,10.171764962144481,10.29784629452096,10.803933763046961,10.117613520224293,10.12886898681977,10.422702053198158,10.108661306315057,10.12886898681977,10.422702053198158
AW kernel support bw3 [uv-pixels],10.954658564806396,14.422760968859832,10.427196602399151,19.777896316584222,10.240874269354833,12.470500459764429,10.794768764060644,11.06961234240583,12.279870418586366,12.205914194513289,10.48861991855518,11.06961234240583,12.279870418586366,12.205914194513289,10.48861991855518,11.06961234240583,12.279870418586366,12.205914194513289,11.10920588253345,11.708350351320082,13.597151596568684,14.757956739307685,11.77418344208393,11.229868668808829,12.76372491731018,22.473716518364927,13.197504400572473,11.546445906544845,12.979922924660526,25.546997185352353,10.272216230735186,10.232263853153215,10.769967829431682,11.046644340787548,10.807022584732923,11.829220474583016,15.046570820908801,12.873172256393898,10.68541114144579,10.206751514004385,10.548556169388839,10.42939479324111,10.206751514004385,10.548556169388839,10.313762520358399,10.54154951782348,11.436534114107536,10.215277529670573,10.2357806749968,10.765118394551605,10.198957639993068,10.2357806749968,10.765118394551605
AW kernel support bw4 [uv-pixels],12.523105546941348,20.19477090681694,10.90046171068991,27.03852930649183,10.512402293789782,14.830953581100802,12.215386021003106,16.800735011292883,16.800735011292883,16.800735011292883,11.331996128555707,16.800735011292883,16.800735011292883,16.800735011292883,11.331996128555707,16.800735011292883,16.800735011292883,16.800735011292883,12.269573901582412,13.41993348674301,16.838536945960726,18.837361370443354,13.543913858947793,12.504700790060589,15.361323897530177,31.283783538284045,,,,,10.57816441573672,10.494300259314643,11.597745495622629,12.146907603420997,11.671956833066732,13.64723138053921,17.18090831146103,14.192381810384896,11.427584497614076,10.4405736628459,11.14966780218371,10.904999686931,10.4405736628459,11.14966780218371,10.6650288647588,11.135352235959903,12.90320573536231,10.458543848273266,10.501695681850617,11.58801740516214,10.424133185437661,10.501695681850617,11.58801740516214
AW kernel support bw5 [uv-pixels],,,11.455759713027591,33.93486468872628,10.836882094436609,17.30311950564753,,,,,,,,,,,,,13.562542310890896,15.266959045915193,20.130517786568074,22.891495050430734,,,,,,,,,10.942594995223082,10.807719732134498,12.541689383061813,13.377748471721397,12.655567164029055,15.598490823539034,,,12.279424688980649,10.721002305730089,11.84739863105196,11.462929735202106,10.721002305730089,11.84739863105196,11.081690442439868,11.82501381404073,14.50724961297784,10.75003458686074,10.81963708640695,12.526739392610361,10.694416942807699,10.81963708640695,12.526739392610361
AW kernel support bw6 [uv-pixels],,,12.716860645933846,46.812841892865166,11.594767525929834,22.248893069411615,,,,,,,,,,,,,14.236480299156455,16.211484688644944,21.76207374930932,24.881137165874787,,,,,,,,,11.78939174210766,11.540841935040127,14.604391664745384,15.338297878154897,14.248862071612983,18.59192636495846,,,14.15633935794338,11.379864788921601,13.40797110078645,12.729633986667409,11.379864788921601,13.40797110078645,12.043517365895516,13.368814138509743,17.849665859947798,11.433863964395945,11.562891471572248,14.578967951239774,11.330322116746887,11.562891471572248,14.578967951239774
AW kernel support bw7 [uv-pixels],,,14.090093921903627,58.79397535328595,12.448104521228895,27.05450323829796,,,,,,,,,,,,,,,,,,,,,,,,,12.736686495119221,12.367825597423023,16.761868800576313,,,,,,16.135588053310304,12.127312384229414,15.079233447321403,14.108511118515766,12.127312384229414,15.079233447321403,13.110926036876599,15.023565913275045,21.200322120704058,12.20813919598437,12.400667928618278,16.72644333445134,12.053021720508962,12.400667928618278,16.72644333445134
AW kernel support bw8 [uv-pixels],,,15.157221126239246,67.34652379855694,13.127899290819375,30.549578435324992,,,,,,,,,,,,,,,,,,,,,,,,,13.487539643522902,13.02758977261163,18.39481217026643,,,,,,17.64123419264233,12.726338678767032,16.36330998763159,15.179775197208688,12.726338678767032,16.36330998763159,13.95186955671429,16.295696497650198,23.675737750355168,12.827701468055036,13.068640970033963,18.352258105182475,12.633058166094868,13.068640970033963,18.352258105182475
AW kernel support bw9 [uv-pixels],,,16.603245611835224,78.30115219238517,14.06822393146136,35.07322976613742,,,,,,,,,,,,,,,,,,,,,,,,,14.521653055100252,13.941373570592539,20.564330070547477,,,,,,19.6489000664644,13.559343066947166,18.08817151733463,16.63113973107144,13.559343066947166,18.08817151733463,14.237287990098029,16.722401420952103,24.4917700860868,13.688070375950511,13.99330736452579,20.512721889680197,13.440708546376024,13.99330736452579,20.512721889680197
AW kernel support bw10 [uv-pixels],,,18.058622652595606,88.84095363698961,15.033042389263047,39.45728321398294,,,,,,,,,,,,,,,,,,,,,,,,,15.57826176553059,14.880129589084378,22.710872196907793,,,,,,21.641370957378975,14.418513661377974,19.810816556845467,18.091650969792102,14.418513661377974,19.810816556845467,,,,14.574247023242084,14.942754732885442,22.650650096175223,14.274812886703515,14.942754732885442,22.650650096175223
AW kernel support bw11 [uv-pixels],,,19.51243240060193,99.04135282488264,16.011909845569193,43.7188363569388,,,,,,,,,,,,,,,,,,,,,,,,,16.646532951405593,15.833550783670773,24.827703536562094,,,,,,23.61065533224916,15.294040952358952,21.521445651268593,19.550402853977197,15.294040952358952,21.521445651268593,,,,15.476240052327471,15.906618019332846,24.759233958621085,15.125742438075534,15.906618019332846,24.759233958621085
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],0.37386856785626965,3.292092432384001,1.5616652083199996,3.123330416639999,0.7397335402460925,3.123330416639999,17.2524436612356,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,1.0622177883119122,0.1967105405821072,0.1967105405821072,0.6532836333712048,0.32710142210494925,0.09086331887845268,0.003655723623047832,0.30918653389646455,0.06181066911735407,0.01717021296950057,0.01717021296950057,0.06002396806848926,9.217020112932722,1.706863782796064,3.413727565592128,0.029148582938054706,0.014574291469027353,0.029148582938054706,0.21138866526935218,0.10569433263467609,18.6411959061079,5.178126833076211,10.356253666152423,18.739982499839996,5.178126833076211,10.356253666152423,11.653350405642486,3.2370584202910027,6.474116840582005,15.569297212707173,4.324819141782734,8.649638283565467,18.739982499839996,4.324819141782734,8.649638283565467
Total buffer ingest rate [TeraBytes/s],0.22951231488,0.45902462976,0.21911118994285705,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.11718355056481629,0.058591775282408144,0.0936553801197049,0.17067605927255525,0.11230408655405545,0.056152043277027726,8.568121837925374e-05,0.007246575962058415,0.0603171441186228,0.0301585720593114,0.0301585720593114,0.0019206548095032597,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.24400634366067123,0.12200317183033561,0.24400634366067123,0.0882049461869223,0.04410247309346115,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4326091720769555,0.21630458603847774,0.4326091720769555,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141
Cleaning memory [PetaBytes],0.0020822188206076676,13.537727443188897,0.04230743734749433,481.36462048704647,0.019397284682796327,441.3959892262987,0.01082662947439013,0.0010313433046020167,0.10313433046020168,0.30940299138060506,0.004811835321951169,0.0010313433046020167,0.10313433046020168,0.30940299138060506,0.004811835321951169,0.0010313433046020167,0.10313433046020168,0.30940299138060506,0.004577771617304449,0.00043607792422119794,0.218038962110599,1.3954493575078335,0.0008587339573112956,0.00018405648947858704,0.007362259579143483,8.953243699941728,0.00028490731742091257,6.106552585324769e-05,0.018319657755974307,2.8185801482119834,0.06410414641970531,0.006106552585324772,3.053276292662386,0.0014135538391955478,0.0014135538391955478,0.353388459798887,0.0005223140413270903,0.0914049572322408,0.06726978327993767,0.020762278790104217,7.266797576536476,0.15135701237985974,0.020762278790104217,7.266797576536476,0.02698265751561944,0.005783319940762054,2.024161979266719,0.06218215261170708,0.013327793340986605,6.663896670493303,0.13990984337634096,0.013327793340986605,6.663896670493303
Working (cache) memory [TeraBytes],9.826378996346724e-05,0.0003097075540675564,0.003853317784151594,0.03134905154586793,0.00028836297528655574,0.0012630446454219204,0.0007071065577127979,0.0002015783009176349,0.0002015783009176349,0.0002015783009176349,0.00019852335881719184,0.0002015783009176349,0.0002015783009176349,0.0002015783009176349,0.00019852335881719184,0.0002015783009176349,0.0002015783009176349,0.0002015783009176349,0.0002130796941077061,1.7018469632018802e-05,5.915331196329826e-05,9.687909558749581e-05,0.00015608913650194775,3.4668383138980645e-06,1.2988407105034201e-05,0.00021336954549294182,8.373143827125497e-05,1.5756345985798503e-06,4.642162533285573e-06,0.00010643001007191515,0.0004827071818201324,1.515533613539062e-05,9.613644166703258e-05,2.5774503089576923e-05,1.7134282923715284e-05,6.30842412416941e-05,8.935419685829366e-05,3.3470262545353496e-05,0.007855069723305476,0.00022849185291645116,0.001020544866919958,0.002796405102513735,0.00022849185291645116,0.001020544866919958,0.00027283364802468735,3.944753119161014e-05,0.0001830945073119357,0.00024299042648535973,3.1013040820334495e-05,0.00019037984108348236,0.0005986506698316967,3.1013040820334495e-05,0.00019037984108348236
Visibility I/O Rate [TeraBytes/s],1.2462285595208986,10.973641441280003,5.205550694399998,10.411101388799995,2.465778467486975,10.411101388799995,7.987242435757222,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,0.4917674945888483,0.10928363365672622,0.10928363365672622,0.36293535187289155,0.1514358435671061,0.05047962159914038,0.0020309575683599068,0.17177029660914697,0.039021887069036656,0.013007737098106494,0.013007737098106494,0.04547270308218883,4.267138941172556,0.9482576571089243,1.8965153142178486,0.658278747471877,0.3949672484831261,0.7899344969662522,0.2669048803905961,0.1601429282343577,8.63018328986477,2.876737129486784,5.753474258973568,8.675917823999997,2.876737129486784,5.753474258973568,5.39506963224189,1.7983657890505569,3.5967315781011138,7.208007968845914,2.402677300990408,4.805354601980816,8.675917823999997,2.402677300990408,4.805354601980816
Inter-Facet I/O Rate [TeraBytes/s],0.020974731709417892,1.9091666907061264,0.7458041840103166,67.88475417125014,0.6838786266370499,62.24815232678571,0.0016656353037523273,0.00019392780086533647,0.002424097510816706,0.007272292532450117,0.0007402823572232566,0.00019392780086533647,0.002424097510816706,0.007272292532450117,0.0007402823572232566,0.00019392780086533647,0.002424097510816706,0.007272292532450117,0.0035213627825418834,0.00040998779200283566,0.005124847400035446,0.03279902336022685,0.008257057281839382,0.00017304456275764592,0.00017304456275764592,0.210439488673844,0.003735672868281195,7.828913570929189e-05,0.0005871685178196893,0.09033910731448663,0.04931088186131177,0.005741203285348075,0.07176504106685094,0.02652070992862191,0.03241420102387122,0.40517751279839026,0.0034242616345744542,0.005859292130271844,0.32341241961508493,0.009760045585091725,0.1708007977391052,0.05821423553071528,0.009760045585091725,0.1708007977391052,0.010377945198315168,0.0027186546730078027,0.047576456777636555,0.02391621254296426,0.006265201997899685,0.15663004994749213,0.0538114782216696,0.006265201997899685,0.15663004994749213
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
